Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2001,james-whitley-1,0,8,Undrafted,999,Undrafted,James Whitley,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Michigan,Big Ten,1,70,193,27.69,31,9,4.73,77.12,71.67,39,7922.98,9,16.4,-7.4,118,20103.04,7.04,4.4,78.88,17,15,6.76,6.17,12.93,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.09,0,0,0,0,0,0,0,0,0,0
2014,james-wilder-jr-1,0,8,Undrafted,999,Undrafted,James Wilder Jr.,NULL,NULL,Success,JR,1,RB,OB,Offense,NULL,Florida State,ACC,1,75,232,28.99,NULL,NULL,4.65,99.24,102.3,35,8107.49,18,17.4,0.6,121,21366.8,6.92,4.24,104.7,2,1,8.57,14.79,23.36,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,6.23,30.77,43.31,5.52,7,0.46,0.62,0.81,0.23,5.96,2.08,0.08,0,36.73,45.38,0.54,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,james-williams-13,0,8,Undrafted,999,Undrafted,James Williams,NULL,NULL,Success,JR,1,RB,OB,Offense,NULL,Washington State,Pac-12,1,69,197,29.09,30.375,9.25,4.58,89.54,81.45,36.5,7619.71,NULL,17.6,NULL,118,20185.21,7.01,4.25,85.78,15,42,10.05,2.14,12.19,0,0.08,0.23,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46,9.38,37.69,43.08,5.05,4.6,0.27,0.92,4.58,6.38,31.69,47.15,0.15,0.31,69.38,90.23,0.42,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,james-williams-5,0,6,Rounds 4-7,175,SEA,James Williams,4,2.1,Success,SR,0,WR,Receivers,Offense,22,Marshall,MAC,0,71,180,25.1,30.5,9.63,4.59,81.11,77,36,7193.37,NULL,14,NULL,123,20606.85,7.22,4.16,75.13,NULL,NULL,-0.73,10.49,9.76,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,-1.38,0.5,-18,6,0,0,2,3.92,45.46,73.33,0.31,1.08,44.08,73.83,0.31,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jamey-richard-1,0,7,Rounds 4-7,236,IND,Jamey Richard,10,0.1,Success,SR,0,C,OL,Offense,23,Buffalo,MAC,0,77,295,34.98,33,9.75,5.22,79.46,85.21,26.5,8091.26,22,23.7,-1.7,107,20502.59,7.58,4.69,91.1,84,64,-6.44,-3.29,-9.73,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0,0.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jamie-blatnick-1,0,8,Undrafted,999,Undrafted,Jamie Blatnick,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Oklahoma State,Big 12,1,75,263,32.87,31.5,10.25,4.81,98.27,101.29,32.5,8358.91,28,21.3,6.7,112,20616.07,7.22,4.2,108.24,2,61,18.6,5.54,24.14,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,2.62,0.59,1.23,1.84,3.85,0.27,1.04,0.22,0.62,0,0.08,0.05,0,0.05,0,0,0,0,0,0,0
2013,jamie-collins-1,1,2,Rounds 1-3,52,NWE,Jamie Collins,55,12.7,Success,SR,0,OLB,LB,Defense,23,Southern Mississippi,CUSA,0,75,250,31.24,33.68,9.75,4.64,107.87,111.19,41.5,9479.44,19,19.7,-0.7,139,24511.8,7.1,4.32,102.89,112,116,-9.19,-8.85,-18.04,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,2.3,0,5.55,0,0.63,0,0.28,0,0.07,0,0.25,0,0.05,0,0.07,0,0.05,0,0.03,0
2011,jamie-harper-1,0,4,Rounds 4-7,130,TEN,Jamie Harper,0,4.6,Bust,JR,1,RB,OB,Offense,21,Clemson,ACC,1,71,233,32.49,30.38,8.88,4.53,110.66,105.06,36.5,8359.3,24,20.6,3.4,120,21233.16,7.16,4.39,91.65,86,13,0.21,7.14,7.35,0,0.06,0.26,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,15.15,21.19,58.46,4.83,3.9,0.19,0.54,0.58,2.69,2.69,25.23,0,0.23,23.88,83.69,0.19,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,jamie-henderson-1,0,4,Rounds 4-7,101,NYJ,Jamie Henderson,1,6.8,Bust,SR,0,CB,DB,Defense,22,Georgia,SEC,1,73,202,26.65,32,10,4.48,100.29,99.27,40.5,8339.14,10,15.2,-5.2,125,21367.18,6.9,4.12,95.88,51,12,2.94,7.02,9.97,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.27,0,0,0,0,0,0,0.09,0.09,0,0
2001,jamie-rheem-1,0,8,Undrafted,999,Undrafted,Jamie Rheem,NULL,NULL,Success,SR,0,K,Kicking,Special teams,NULL,Kansas State,Big 12,1,73,192,25.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,6,17,8.92,6.8,15.72,0,NULL,NULL,0,0.08,0,0,0,0,0,0,0,0,0,0.08,0,0,0,-45,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,1.67,0.67,1.42,0.76,85,2.67,4.17,2.61,4.08,0.98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jamie-silva-1,0,8,Undrafted,999,Undrafted,Jamie Silva,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Boston College,ACC,1,71,204,28.45,29.63,9,4.78,78.15,74.2,31.5,6992.63,NULL,17,NULL,112,19403.96,NULL,NULL,NULL,55,20,5.05,4.7,9.75,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,5.86,1.31,3.07,4,8.93,0.31,0.29,0.06,0.11,0.17,0.57,0,0,0,0,0,0,0,0.07,0,0.07
2015,jamil-douglas-1,0,4,Rounds 4-7,114,MIA,Jamil Douglas,6,5.8,Success,SR,0,OG,OL,Offense,23,Arizona State,Pac-12,1,76,304,37,33.38,10.75,5.25,80.03,84.15,29,8661.6,28,25.6,2.4,99,19454.06,7.99,4.75,80.78,16,75,10.24,3.02,13.26,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,jamison-crowder-1,0,4,Rounds 4-7,105,WAS,Jamison Crowder,25,6.4,Success,SR,0,WR,Receivers,Offense,22,Duke,ACC,1,68,185,28.13,30.38,8.75,4.56,85.57,76.15,37,7450.27,10,16.9,-6.9,115,19476.15,7.17,4.32,74.3,42,24,3.59,3.05,6.64,0,0.23,0.32,0.08,0.08,0.03,0.08,0.33,100,0.54,0.92,0,0.08,0,0,7,12,7,32,92.13,530.8,0.49,0.15,3.23,0.69,6.63,4.5,0.03,0,5.08,6.54,66.59,80.31,0.44,0.46,69.82,81,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.23,0,0.08,0.03,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,jammie-kirlew-1,0,7,Rounds 4-7,232,DEN,Jammie Kirlew,0,0.1,Bust,SR,0,DE,DL,Defense,23,Indiana,Big Ten,1,73,260,34.3,NULL,NULL,5.05,79.95,79.14,33,8374.37,26,22.4,3.6,111,20400.25,7.5,4.74,81.09,84,91,0.04,-5.8,-5.75,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,4.08,1.53,1.08,4.39,5.17,1.03,1.29,0.46,0.54,0,0,0.08,0.17,0.11,0.42,0,0.08,0,0,0,0
2013,jamoris-slaughter-1,0,6,Rounds 4-7,175,CLE,Jamoris Slaughter,0,2.1,Bust,SR,0,SS,DB,Defense,23,Notre Dame,Ind,1,72,195,26.44,NULL,NULL,4.57,89.41,86.69,NULL,NULL,NULL,15.1,NULL,NULL,NULL,NULL,NULL,NULL,82,2,1.84,15.15,16.98,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0.92,0,2.5,0,0.11,0,0.06,0,0.06,0,0.14,0,0.03,0,0,0,0,0,0,0
2020,jamycal-hasty-1,0,8,Undrafted,999,Undrafted,JaMycal Hasty,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Baylor,Big 12,1,68,205,31.17,31.125,9.125,4.55,95.66,85.13,39,8169.51,15,19.3,-4.3,123,21120.46,NULL,4.03,NULL,27,20,4.33,7.79,12.12,0,0.06,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94,7.79,44.23,44.79,4.95,5.8,0.26,0.5,1.74,1.79,9.71,13.14,0.03,0,53.94,57.93,0.29,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0,0.07,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,jaquan-johnson-1,0,6,Rounds 4-7,181,BUF,Jaquan Johnson,1,1.9,Bust,SR,0,FS,DB,Defense,23,Miami (FL),ACC,1,70,191,27.4,29.625,8.75,4.69,78.95,73.38,33,6956.82,18,16.1,1.9,121,20524.48,NULL,NULL,NULL,66,18,-3.13,9.7,6.58,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,4,1.76,4.36,4.32,8.36,0.16,0.14,0.07,0,0.16,0.18,0.16,0.09,0.11,0.18,0.08,0,0.03,0,0,0
2014,jared-abbrederis-1,0,5,Rounds 4-7,176,GNB,Jared Abbrederis,1,2.1,Bust,SR,0,WR,Receivers,Offense,23,Wisconsin,Big Ten,1,73,195,25.72,31.38,9.63,4.5,95.11,94.14,30.5,6653.55,4,14.3,-10.3,117,19989.95,6.8,4.08,97.41,29,6,2.69,11.51,14.2,0,0.25,0.37,0.03,0,0.03,0,1,0,0.68,0,0,0,0,0,27,0,27,0,326.8,0,0.55,0.46,4.3,9.15,7.82,19.8,0,0.15,3.1,6,51.48,83.15,0.4,0.54,55.77,92.31,0.4,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,jared-cook-2,1,3,Rounds 1-3,89,TEN,Jared Cook,43,7.8,Success,JR,1,TE,Receivers,Offense,22,South Carolina,SEC,1,77,246,29.17,NULL,NULL,4.49,121.05,129.8,41,9320.18,23,17.7,5.3,123,21962.77,NULL,NULL,NULL,96,31,-1.89,7.1,5.21,0,0.09,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,2.85,23.22,44.08,0.17,0.23,23.22,44.08,0.17,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jared-crick-1,0,4,Rounds 4-7,126,HOU,Jared Crick,27,4.9,Success,SR,0,DE,DL,Defense,23,Nebraska,Big Ten,1,76,279,33.96,32,10.13,4.91,96.01,100.95,31,8456.35,NULL,22.5,NULL,104,19711.35,7.47,4.4,98.38,49,42,4.15,4.62,8.76,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1.4,2.2,3,4.14,4.4,0.77,0.5,0.54,0.2,0,0,0.17,0.2,0.03,0,0,0,0,0,0,0
2016,jared-goff-1,1,1,Rounds 1-3,1,LAR,Jared Goff,41,39.6,Success,JR,1,QB,QB,Offense,21,California,Pac-12,1,76,215,26.17,32.75,9,4.82,79.67,83.77,27,6524.81,NULL,14.6,NULL,110,19321.59,7.17,4.47,81.98,17,89,10.98,-1.44,9.54,0,NULL,NULL,43.29,40.69,26.5,26.23,0.61,64.5,311.71,362.62,2.21,3.31,0.71,1,7.2,8.9,7.48,9.4,135.26,161.2,4.75,4.31,-4.42,-0.62,-0.93,-0.1,0.04,0,0.04,0.08,-0.04,0.85,0,0,-4.46,0.23,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,jared-lorenzen-1,0,8,Undrafted,999,Undrafted,Jared Lorenzen,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Kentucky,SEC,1,75,288,35.99,NULL,NULL,5.28,74.11,76.39,NULL,NULL,NULL,24.4,NULL,NULL,NULL,NULL,NULL,NULL,57,69,2.36,-2.52,-0.16,0,NULL,NULL,38,28,21.65,15.92,0.57,56.8,262.35,185.08,2,1.33,1.06,0.67,6.9,6.6,6.7,6.5,126.72,123.3,6.13,7.42,6.71,6.25,1.09,0.8,0.23,0.42,0.03,0.08,-0.42,-0.92,0,0,6.29,5.33,0.23,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,jared-newberry-1,0,6,Rounds 4-7,183,WAS,Jared Newberry,0,1.8,Bust,SR,0,OLB,LB,Defense,NULL,Stanford,Pac-10,1,73,234,30.87,NULL,NULL,4.71,95.1,94.13,NULL,NULL,NULL,19.2,NULL,NULL,NULL,NULL,NULL,NULL,90,34,-2,8.27,6.27,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,-0.18,0,-2,0,0,0,0,0,0,0,0,0,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0
2016,jared-norris-1,0,8,Undrafted,999,Undrafted,Jared Norris,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Utah,Pac-12,1,73,241,31.79,31.5,10.125,4.8,90.8,89.87,29.5,7444.41,19,20.1,-1.1,114,20472.45,NULL,4.52,NULL,55,31,3.23,8.16,11.39,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.17,3.77,3.08,8.27,7.25,0.8,0.54,0.27,0.08,0,0,0.14,0.42,0.09,0.17,0,0.08,0,0,0,0
2010,jared-odrick-1,1,1,Rounds 1-3,28,MIA,Jared Odrick,29,18.5,Success,SR,0,DT,DL,Defense,22,Penn State,Big Ten,1,77,304,36.05,NULL,NULL,5.03,94.98,101.84,29,8661.6,26,24.9,1.1,106,20533.31,7.22,4.59,109.39,52,3,2.04,11.82,13.86,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,1.31,1,2,1.97,3.31,0.47,0.85,0.24,0.54,0,0,0.13,0.08,0.03,0,0,0,0,0,0,0
2010,jared-perry-1,0,8,Undrafted,999,Undrafted,Jared Perry,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Missouri,Big 12,1,73,178,23.48,32,9,4.51,86.05,85.17,33.5,6766.83,11,12.2,-1.2,121,20257.41,6.75,4.39,80.91,49,59,4.13,0.19,4.33,0,0.08,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.18,1.02,0.64,4.2,3.5,0,0,2.22,4.18,28,63.27,0.17,0.55,29.02,63.91,0.17,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.27,0.02,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,jared-pinkney-1,0,8,Undrafted,999,Undrafted,Jared Pinkney,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Vanderbilt,SEC,1,76,257,31.28,32.875,10.5,4.96,84.93,89.29,NULL,NULL,23,19.8,3.2,NULL,NULL,NULL,NULL,NULL,125,97,-8.23,-2.05,-10.28,0,0.18,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,2.5,42.81,29.13,0.39,0.25,42.81,29.13,0.39,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jared-retkofsky-1,0,8,Undrafted,999,Undrafted,Jared Retkofsky,NULL,NULL,Success,SR,0,LS,Snapping,Special teams,NULL,Texas Christian,MWC,1,77,265,31.42,NULL,NULL,4.91,91.19,97.78,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,27,3,0.55,8.72,9.27,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.58,0.36,0.25,0.64,0.83,0.14,0.17,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0
2015,jared-roberts-1,0,8,Undrafted,999,Undrafted,Jared Roberts,NULL,NULL,Success,SR,0,K,Kicking,Special teams,NULL,Colorado State,MWC,0,72,210,28.48,30.13,9,5.02,66.14,64.12,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,32,44,4.02,1.44,5.47,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,1.15,0,0.88,0,3.42,0,3.35,0,0.98,0,0,0,0.04,0,0.12,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jared-zabransky-1,0,8,Undrafted,999,Undrafted,Jared Zabransky,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Boise State,WAC,0,74,219,28.11,32.38,9,4.56,101.3,102.34,35.5,7917.5,NULL,16.6,NULL,111,19557.94,6.78,4.08,110.21,2,20,10.21,4.44,14.65,0,NULL,NULL,20.35,22.15,12.32,14.69,0.61,66.3,166.74,199,1.03,1.77,0.85,0.62,8.19,9,7.32,9.3,137.67,162.6,7.44,7.54,19.59,15.15,2.63,2,0.74,0.46,0.06,0,0.15,0,0,0,19.74,15.15,0.74,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,jarett-dillard-1,0,5,Rounds 4-7,144,JAX,Jarett Dillard,3,3.8,Bust,SR,0,WR,Receivers,Offense,23,Rice,CUSA,0,70,191,27.4,NULL,NULL,4.5,93.16,86.58,42.5,8421.51,13,16.1,-3.1,129,21757.91,7.1,4.41,76.18,8,104,10.87,-6.95,3.92,0,0.5,0.36,0,0.15,0,0.08,0,50,0,1,0,0.08,0,0,0,6.5,0,16.5,0,269.6,0.08,0,-0.06,0,-0.67,0,0,0,5.69,6.69,78.56,100.77,1.11,1.54,78.5,100.77,1.11,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,jarious-jackson-1,0,7,Rounds 4-7,214,DEN,Jarious Jackson,0,0.4,Bust,SR,0,QB,QB,Offense,23,Notre Dame,Ind,1,72,226,30.65,NULL,NULL,4.68,94.22,91.35,NULL,NULL,NULL,18.9,NULL,109,19393.4,NULL,NULL,NULL,NULL,NULL,6.52,0.07,6.59,0,NULL,NULL,9.17,26.33,5.08,15.33,0.55,58.2,86.13,229.42,0.71,1.42,0.29,1.17,9.4,8.7,9.51,7.8,153.51,140.3,5.5,11.67,20.54,38.67,3.73,3.3,0.25,0.58,0,0,0,0,0,0,20.54,38.67,0.25,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jarius-wright-1,0,4,Rounds 4-7,118,MIN,Jarius Wright,23,5.5,Success,SR,0,WR,Receivers,Offense,22,Arkansas,SEC,1,70,182,26.11,31.5,8.5,4.39,98,91.09,38,7542.81,11,15,-4,120,20185.41,6.93,4.03,88.29,15,33,9.9,3.96,13.86,0,0.14,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.26,0,5,0,0,0,2.68,5.5,47.82,93.08,0.32,1,48.08,93.08,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.16,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
2009,jarius-wynn-1,0,6,Rounds 4-7,182,GNB,Jarius Wynn,8,1.8,Success,SR,0,DE,DL,Defense,23,Georgia,SEC,1,75,275,34.37,NULL,NULL,4.94,92.35,95.2,31.5,8451.27,19,22.8,-3.8,107,20091.71,7.4,4.58,93.46,29,58,10.25,1.35,11.6,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.85,0.23,1,0.69,1.85,0.08,0.31,0.08,0.23,0,0,0,0.08,0,0,0,0,0,0,0,0
2017,jarrad-davis-1,1,1,Rounds 1-3,21,DET,Jarrad Davis,20,21,Bust,SR,0,ILB,LB,Defense,21,Florida,SEC,1,73,238,31.4,33.5,9.75,NULL,NULL,NULL,NULL,NULL,NULL,19.7,NULL,NULL,NULL,NULL,4.39,NULL,107,6,-2.62,13.6,10.98,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,3.22,2.21,3.44,4.86,6.67,0.48,0.67,0.12,0.22,0.03,0,0.17,0.44,0.07,0,0,0,0,0,0,0
2006,jarrad-page-1,0,7,Rounds 4-7,228,KAN,Jarrad Page,18,0.1,Success,SR,0,SS,DB,Defense,21,UCLA,Pac-10,1,72,239,32.41,32.75,9.38,4.63,104.02,100.85,38,8713.83,NULL,20.6,NULL,127,22435.67,6.68,4.14,122.06,5,110,13.68,-2.46,11.22,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,3.17,0,38,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,1.58,0,6,0,0.58,0,0.08,0.22,0.08,0,0,0,0,0,0,0.05,0,0,0
