Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2006,adam-jennings-1,0,6,Rounds 4-7,184,ATL,Adam Jennings,0,1.7,Bust,SR,0,WR,Receivers,Offense,23,Fresno State,WAC,0,69,181,26.73,28.38,8.63,4.44,93.15,84.73,37.5,7445.18,NULL,15.6,NULL,118,19856.51,6.88,4.12,86.54,6,32,4.43,1.28,5.72,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.25,7.95,1.58,7.07,6.3,0.07,0,1.68,1.83,17.7,23.17,0.15,0.25,25.65,24.75,0.23,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.17,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adamm-oliver-1,0,8,Undrafted,999,Undrafted,Adamm Oliver,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Georgia Tech,ACC,1,76,268,32.62,NULL,NULL,4.84,97.67,102.7,NULL,NULL,29,21.1,7.9,NULL,NULL,NULL,NULL,NULL,69,21,0.34,3.59,3.94,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,1.75,2,1.67,4.27,3.42,0.65,0.67,0.25,0.38,0,0,0.04,0.08,0.08,0.08,0.04,0,0,0,0,0
2014,adam-muema-1,0,8,Undrafted,999,Undrafted,Adam Muema,NULL,NULL,Success,JR,1,RB,OB,Offense,NULL,San Diego State,MWC,0,70,202,28.98,NULL,NULL,4.56,93.44,86.84,NULL,NULL,NULL,17.5,NULL,NULL,NULL,NULL,NULL,NULL,58,93,-1.19,-3.49,-4.68,0,0.19,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.68,19.69,90.05,95.69,6.13,4.9,1,1.15,0.58,1.38,7.89,7.54,0.11,0,97.95,103.23,1.11,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.08,0,0,0.11,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,adam-podlesh-1,0,4,Rounds 4-7,101,JAX,Adam Podlesh,8,6.8,Success,SR,0,P,Kicking,Special teams,24,Maryland,ACC,1,71,202,28.17,NULL,NULL,4.54,95.1,90.28,NULL,NULL,NULL,16.7,NULL,NULL,NULL,NULL,NULL,NULL,75,50,2.95,-0.24,2.7,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.08,0.03,0,0.06,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adam-tafralis-1,0,8,Undrafted,999,Undrafted,Adam Tafralis,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,San Jose State,WAC,0,73,221,29.15,32,9.38,4.78,84.67,83.8,32,7418.97,NULL,17.6,NULL,108,19136.5,7.14,4.33,89.38,104,78,-8.9,0.26,-8.64,0,NULL,NULL,19,33.33,10.67,20.92,0.56,62.8,137.15,251.83,1.03,1.5,0.55,0.92,7.22,7.6,7.01,7.2,128.93,135.6,5.18,6.33,11.58,15.08,2.23,2.4,0.21,0.17,0.03,0.25,0.03,2.08,0,0,11.61,17.17,0.21,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.17,0,0,0.06,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,adam-wulfeck-1,0,8,Undrafted,999,Undrafted,Adam Wulfeck,NULL,NULL,Success,SR,0,P,Kicking,Special teams,NULL,Cincinnati,CUSA,0,72,228,30.92,NULL,NULL,4.83,83.79,81.24,NULL,NULL,NULL,19.2,NULL,NULL,NULL,NULL,NULL,NULL,37,50,-0.07,-2.17,-2.24,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.42,0,14,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,adarius-bowman-1,0,8,Undrafted,999,Undrafted,Adarius Bowman,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Oklahoma State,Big 12,1,75,223,27.87,33.75,9.5,4.74,88.35,91.07,NULL,NULL,14,16.3,-2.3,NULL,NULL,NULL,NULL,NULL,22,80,7.14,-0.47,6.67,0,0.22,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.27,-0.1,0.82,-1.5,3,0,0,2.84,6.09,54.55,91.45,0.55,0.73,54.45,92.27,0.55,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ade-aruna-1,0,6,Rounds 4-7,218,MIN,Ade Aruna,0,0.3,Bust,SR,0,DE,DL,Defense,24,Tulane,American,0,78,262,30.27,34,10.625,4.6,117.03,127.94,38.5,9263.44,18,18.9,-0.9,128,23062.37,7.53,4.48,88.15,74,84,-2.43,0.2,-2.24,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,1.5,0.96,1,3.04,2.5,0.59,0.3,0.33,0.2,0,0,0.07,0.2,0.11,0,0.07,0.1,0,0,0,0
2005,adell-duckett-1,0,8,Undrafted,999,Undrafted,Adell Duckett,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Texas Tech,Big 12,1,75,270,33.74,33.75,10,4.93,91.41,94.23,34.5,8811.08,14,22.1,-8.1,105,19680.63,7.75,4.35,88.17,8,68,11.01,1.87,12.88,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.18,0,0,0,0,0,0,0.07,0,0,0
2016,adolphus-washington-1,1,3,Rounds 1-3,80,BUF,Adolphus Washington,9,8.7,Success,SR,0,DT,DL,Defense,21,Ohio State,Big Ten,1,75,301,37.62,34.5,9.875,5.17,84.26,86.86,27,8291.62,21,26,-5,99,19392.43,8.06,4.79,77.28,28,3,6.45,14.28,20.73,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,2.09,1.8,2.36,3.72,4.45,0.72,0.64,0.38,0.36,0,0.09,0.12,0.09,0.08,0.09,0,0.09,0,0.09,0,0
2017,adoree-jackson-1,1,1,Rounds 1-3,18,TEN,Adoree Jackson,15,22.3,Bust,JR,1,CB,DB,Defense,21,USC,Pac-12,1,70,186,26.69,31.38,9.25,4.42,97.47,90.59,36,7316.63,NULL,15.5,NULL,122,20575.94,NULL,NULL,NULL,36,38,7.71,9.56,17.27,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.54,1.58,3.92,5.13,7.3,0,0,1.42,0.15,21.23,5.85,0.19,0.08,22.81,9.77,0.19,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.31,2.58,3.54,0.65,0.69,3.23,4.23,0.15,0.15,0,0,0.04,0.38,0.65,0.85,0.08,0.08,0.04,0.08,0.04,0,0,0
2015,adrian-amos-1,0,5,Rounds 4-7,142,CHI,Adrian Amos,25,3.9,Success,SR,0,FS,DB,Defense,22,Penn State,Big Ten,1,72,218,29.56,32.25,9.13,4.56,100.84,97.77,35.5,7896.96,NULL,18,NULL,122,21233.36,7.09,4.03,99.8,113,7,-5.05,7.51,2.46,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,2.23,1,0.92,3.06,3.15,0.19,0.19,0.09,0,0.11,0.23,0.26,0.46,0,0,0,0,0,0,0,0
2008,adrian-arrington-1,0,7,Rounds 4-7,237,NOR,Adrian Arrington,1,0.1,Success,SR,0,WR,Receivers,Offense,22,Michigan,Big Ten,1,75,203,25.37,NULL,NULL,4.55,94.73,97.64,NULL,NULL,NULL,13.8,NULL,NULL,NULL,NULL,NULL,NULL,64,24,0.78,7.13,7.91,0,0.1,0.31,0,0.15,0,0.08,0,50,0,0.85,0,0.08,0,0,0,5.5,0,15.5,0,261.2,0,0,0,0,0,0,0,0,1.91,5.15,25.27,67.85,0.36,0.62,25.27,67.85,0.36,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,adrian-burnette-1,0,8,Undrafted,999,Undrafted,Adrian Burnette,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Tulane,CUSA,0,70,191,27.4,NULL,NULL,4.63,83.13,77.26,NULL,NULL,NULL,16.1,NULL,NULL,NULL,NULL,NULL,NULL,38,87,4.28,-9.82,-5.54,0,NULL,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.73,42.3,97.73,0.3,1.27,42.3,97.73,0.3,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,adrian-bushell-2,0,8,Undrafted,999,Undrafted,Adrian Bushell,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Louisville,Big East,1,69,186,27.46,32.08,9.25,4.58,84.54,76.9,33,6854.1,17,16.2,0.8,116,19650.87,6.92,4.25,83.64,50,37,6.37,-0.49,5.88,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,3.46,0,1.31,0,4.77,0,0.12,0,0,0.1,0.08,0,0,0,0,0,0,0,0,0,0
2011,adrian-clayborn-1,1,1,Rounds 1-3,20,TAM,Adrian Clayborn,25,21.5,Success,SR,0,DE,DL,Defense,23,Iowa,Big Ten,1,75,281,35.12,32.5,9.75,4.78,107.65,110.96,33,8805.8,NULL,23.5,NULL,113,21140.04,7.3,4.13,115.24,50,7,1.62,8.53,10.15,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,1.46,1.46,2.32,2.54,3.78,4,0.82,0.54,0.42,0.27,0,0,0.11,0.08,0.03,0.08,0,0,0,0,0,0
2009,adrian-grady-1,0,8,Undrafted,999,Undrafted,Adrian Grady,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Louisville,Big East,1,73,298,39.31,NULL,NULL,5.18,82.78,81.94,32,9000.87,31,27.1,3.9,105,20255.87,7.68,4.72,88.23,68,89,-0.93,-2.9,-3.83,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.91,0.97,1.82,2.07,3.73,0.31,0.82,0.02,0.18,0,0,0.03,0,0.07,0.09,0,0.09,0,0,0,0.09
2014,adrian-hubbard-1,0,8,Undrafted,999,Undrafted,Adrian Hubbard,NULL,NULL,Success,JR,1,OLB,LB,Defense,NULL,Alabama,SEC,1,78,257,29.7,34.5,9.25,4.69,106.24,116.14,38.5,9160.72,NULL,18.3,NULL,117,21263.69,NULL,NULL,NULL,17,4,5.72,14.35,20.06,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.54,2.56,1,5.56,2.54,1.39,0.42,0.78,0.23,0,0,0.11,0.23,0.33,0,0,0,0,0,0,0
2003,adrian-madise-1,0,5,Rounds 4-7,158,DEN,Adrian Madise,0,3,Bust,SR,0,WR,Receivers,Offense,23,Texas Christian,CUSA,1,71,215,29.98,30.5,9.75,4.49,105.8,100.45,32,7295.7,NULL,18.3,NULL,119,20709.19,7.32,4.26,83.7,35,19,2.16,3.74,5.9,0,0.32,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,2.91,74.45,47.64,0.45,0.18,74.45,47.64,0.45,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adrian-moten-1,0,8,Undrafted,999,Undrafted,Adrian Moten,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Maryland,ACC,1,74,228,29.27,31.38,9.5,4.53,108.29,109.39,31,7408.6,18,17.7,0.3,114,20205.37,7.05,4.21,99.28,29,38,2.77,4.25,7.02,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2.38,2.11,3.54,4.06,5.92,0.51,0.46,0.37,0.19,0.06,0.31,0.09,0,0.03,0,0,0,0,0,0,0
2007,adrian-peterson-1,1,1,Rounds 1-3,7,MIN,Adrian Peterson,97,29.3,Success,JR,1,RB,OB,Offense,22,Oklahoma,Big 12,1,73,217,28.63,33.75,9.25,4.4,115.79,114.61,38.5,8338.95,NULL,17.1,NULL,127,21983.7,7.09,4.4,87.15,19,19,5.49,7.27,12.75,0,0.31,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.33,26.86,126.21,144.57,5.41,5.4,1.21,1.71,0.58,1.43,2.58,19.43,0,0.14,128.79,164,1.21,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,adrian-taylor-1,0,8,Undrafted,999,Undrafted,Adrian Taylor,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Oklahoma,Big 12,1,75,311,38.87,33,9.88,5.22,83.77,86.35,NULL,NULL,34,27.2,6.8,NULL,NULL,NULL,NULL,NULL,14,33,10.21,6.91,17.11,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.5,1,0.7,1.87,1.2,0.37,0.05,0.23,0.05,0.03,0,0.03,0,0.03,0,0,0,0,0,0,0
2017,ahkello-witherspoon-1,1,3,Rounds 1-3,66,SFO,Ahkello Witherspoon,10,10.5,Bust,SR,0,CB,DB,Defense,22,Colorado,Pac-12,1,75,198,24.75,33,9.875,4.45,100.98,104.09,40.5,8256.96,NULL,13.2,NULL,127,21593.36,6.93,4.13,92.63,51,20,2.32,9.86,12.18,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.36,0.4,0.29,3.2,1.64,0,0,0,0,0.13,0.07,0.33,1.36,0,0.07,0,0.07,0,0,0,0
2003,ahmaad-galloway-1,0,7,Rounds 4-7,235,DEN,Ahmaad Galloway,0,0.1,Bust,SR,0,RB,OB,Offense,NULL,Alabama,SEC,1,72,223,30.24,30.75,9,4.65,95.39,92.49,NULL,NULL,22,18.6,3.4,NULL,NULL,NULL,NULL,NULL,52,5,5.61,10.2,15.8,0,0.22,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,14.5,46.26,64.25,4.95,4.4,0.38,1,0.21,0.25,2,1.25,0,0,48.26,65.5,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ahmad-black-1,0,5,Rounds 4-7,151,TAM,Ahmad Black,3,3.4,Bust,SR,0,SS,DB,Defense,21,Florida,SEC,1,69,184,27.17,31,9.88,4.7,75.41,68.6,35.5,7198.46,18,16,2,119,20072.32,6.85,4.2,86.39,43,29,5.35,3.95,9.3,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,5.62,1.91,2.69,3.89,8.31,0.09,0.77,0.03,0.08,0.23,0.38,0,0,0,0,0,0,0.06,0.08,0,0
2007,ahmad-bradshaw-1,0,7,Rounds 4-7,250,NYG,Ahmad Bradshaw,42,0.1,Success,JR,1,RB,OB,Offense,21,Marshall,CUSA,0,69,198,29.24,31.5,8.5,4.55,92.4,84.04,34,7254.81,NULL,17.7,NULL,112,19280.69,6.7,4.09,102.25,48,102,0.78,-5.77,-4.98,0,0.28,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,20.75,69.48,126.92,4.72,6.1,0.57,1.58,3.33,1.42,27.05,10.75,0.14,0.17,96.52,137.67,0.71,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.33,0,0,0.05,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,ahmad-carroll-1,1,1,Rounds 1-3,25,GNB,Ahmad Carroll,14,19.5,Bust,JR,1,CB,DB,Defense,21,Arkansas,SEC,1,70,195,27.98,31,9.75,4.34,109.93,102.17,41,8272.42,15,16.6,-1.6,128,21685.91,NULL,NULL,NULL,21,48,9.34,3.33,12.67,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.92,0,12,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.23,0,0,0,0,0,0,0,0,0,0
2014,ahmad-dixon-1,0,7,Rounds 4-7,248,DAL,Ahmad Dixon,0,0.1,Bust,SR,0,SS,DB,Defense,23,Baylor,Big 12,1,72,212,28.75,32.25,9.88,4.64,91.47,88.69,32,7234.07,14,17.2,-3.2,111,19414.13,7.55,4.5,70.39,1,36,12.51,4.35,16.87,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,4.42,1.97,2.33,5.59,6.75,0.3,0.17,0.03,0,0.08,0.08,0.08,0.5,0.03,0.08,0.08,0.08,0.03,0,0,0
2000,ahmed-plummer-1,1,1,Rounds 1-3,24,SFO,Ahmed Plummer,24,19.9,Success,JR,1,CB,DB,Defense,24,Ohio State,Big Ten,1,71,191,26.64,NULL,NULL,4.43,99.19,94.17,NULL,NULL,NULL,15.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.94,3.7,7.64,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.42,0,0,0,0,0,0,0.04,0,0,0
2008,ahtyba-rubin-1,0,6,Rounds 4-7,190,CLE,Ahtyba Rubin,48,1.4,Success,SR,0,DT,DL,Defense,22,Iowa State,Big 12,1,75,315,39.37,34.5,10.25,5.2,86.16,88.82,28,8733.41,35,27.7,7.3,106,20759.3,8.05,5,76.03,113,94,-7.08,-0.14,-7.21,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,1.33,1.5,2.83,3.5,0.33,0.33,0.08,0.13,0,0,0,0.08,0,0.08,0,0,0,0,0,0
2005,airese-currie-1,0,5,Rounds 4-7,140,CHI,Airese Currie,0,4,Bust,SR,0,WR,Receivers,Offense,22,Clemson,ACC,1,70,186,26.69,31.5,8,4.49,91.53,85.07,38,7624.99,NULL,15.5,NULL,125,21038.47,7.05,4.07,85.15,93,30,1.61,3.62,5.23,0,0.13,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.55,0.53,0.73,2.25,1.3,0,0,2.24,5.55,34.03,78.91,0.24,0.18,34.56,79.64,0.24,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,aj-brown-3,1,2,Rounds 1-3,51,TEN,A.J. Brown,10,12.9,Bust,JR,1,WR,Receivers,Offense,22,Ole Miss,SEC,1,72,226,30.65,32.875,9.75,4.49,111.21,107.83,36.5,8215.49,19,18.9,0.1,120,21089.35,NULL,NULL,NULL,30,114,7,-4.19,2.81,0,0.22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,7.08,75.64,110,0.59,0.5,75.64,110,0.59,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,aj-cann-1,1,3,Rounds 1-3,67,JAX,A.J. Cann,26,10.4,Success,SR,0,OG,OL,Offense,23,South Carolina,SEC,1,75,313,39.12,32.63,10.25,5.47,69.92,72.08,NULL,NULL,26,27.5,-1.5,NULL,NULL,NULL,NULL,NULL,41,91,9.39,-2.69,6.7,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,aj-davis-1,0,4,Rounds 4-7,105,DET,A.J. Davis,0,6.4,Bust,SR,0,CB,DB,Defense,NULL,North Carolina State,ACC,1,70,193,27.69,NULL,NULL,4.56,89.27,82.97,NULL,NULL,16,16.4,-0.4,NULL,NULL,NULL,NULL,NULL,101,51,-2.99,-1.12,-4.11,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1.8,0.31,0.6,0.89,2.4,0.04,0.05,0.03,0,0.11,0,0,0.6,0,0,0,0,0,0,0,0
2020,aj-dillon-1,1,2,Rounds 1-3,62,GNB,AJ Dillon,0,11.1,Bust,JR,1,RB,OB,Offense,22,Boston College,ACC,1,72,247,33.5,NULL,NULL,4.53,117.31,113.74,41,9340.72,23,21.5,1.5,131,23216.74,7.19,NULL,NULL,66,101,3.29,-3.66,-0.37,0,0.29,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.91,26.5,117.26,140.42,5.12,5.3,1.04,1.17,0.35,1.08,1.78,16.25,0.04,0.08,119.04,156.67,1.09,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,aj-edds-1,0,8,Undrafted,999,Undrafted,A.J. Edds,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Iowa,Big Ten,1,76,246,29.94,NULL,NULL,4.62,107.99,113.55,33,8086.75,16,18.4,-2.4,117,21037.7,7.19,4.28,99.49,86,8,0.25,10.01,10.26,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.92,2.77,4,4.23,5.92,0.24,0.31,0.06,0,0.06,0.38,0,0,0.03,0,0,0,0,0,0,0
