Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Adj_Pass_Att_PG_Prior,Adj_Pass_Att_PG_Draft,Adj_Pass_Cmp_PG_Prior,Adj_Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Adj_Pass_Yds_PG_Prior,Adj_Pass_Yds_PG_Draft,Adj_Pass_TD_PG_Prior,Adj_Pass_TD_PG_Draft,Adj_Pass_Int_PG_Prior,Adj_Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Adj_Rush_Att_PG_Prior,Adj_Rush_Att_PG_Draft,Adj_Rush_Yds_PG_Prior,Adj_Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Adj_Rush_TD_PG_Prior,Adj_Rush_TD_PG_Draft,Adj_Rec_PG_Prior,Adj_Rec_PG_Draft,Adj_Rec_Yds_PG_Prior,Adj_Rec_Yds_PG_Draft,Adj_Rec_TD_PG_Prior,Adj_Rec_TD_PG_Draft,Adj_Scrim_Yds_PG_Prior,Adj_Scrim_Yds_PG_Draft,Adj_Scrim_TD_PG_Prior,Adj_Scrim_TD_PG_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2016,shadrach-thornton-1,0,8,Undrafted,999,Undrafted,Shadrach Thornton,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,North Carolina State,ACC,1,72,217,29.43,NULL,NULL,4.75,85.25,82.66,31,7182.61,12,-5.8,116,20287.74,6.85,4.21,101.52,42,52,4.1,0.97,5.06,0,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,12.65,62.06,86.02,4.9,6.8,0.4,1.27,1.49,0,12.23,0,0.05,0,74.28,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,shalom-luani-1,0,7,Rounds 4-7,221,OAK,Shalom Luani,2,0.2,Success,SR,0,SS,DB,Defense,23,Washington State,Pac-12,1,71,202,28.17,32,9.75,4.55,94.26,89.49,31,6874.45,12,-4.7,116,19979.58,6.87,4.21,93.82,18,50,5.7,3.33,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,3.8,1.59,1.61,6.23,5.41,0.21,0.69,0,0.15,0.28,0.29,0.35,0.44,0.14,0.08,0.07,0,0.07,0,0,0
2013,shamarko-thomas-1,0,4,Rounds 4-7,111,PIT,Shamarko Thomas,5,6,Bust,SR,0,SS,DB,Defense,22,Syracuse,Big East,1,69,213,31.45,31.48,9.25,4.42,111.61,101.52,40.5,8565.13,28,8.4,133,22826.59,NULL,4.26,NULL,55,49,5.26,1.01,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,4.67,1.67,1.96,4.94,6.63,0.37,0.26,0.08,0.08,0,0.15,0.14,0,0.03,0,0.03,0,0,0,0,0
2014,shamar-stephen-1,0,7,Rounds 4-7,220,MIN,Shamar Stephen,24,0.2,Success,SR,0,DT,DL,Defense,23,Connecticut,American,0,77,309,36.64,33.13,10,5.25,81.35,87.23,30.5,8995.59,25,-0.5,103,20173.5,NULL,NULL,NULL,106,85,-7.66,-4.31,-11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,1.63,0.62,3.03,1.14,4.67,0.13,0.78,0.05,0.23,0,0,0.02,0.08,0,0,0,0,0,0,0,0
2015,shane-carden-1,0,8,Undrafted,999,Undrafted,Shane Carden,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,East Carolina,American,0,74,218,27.99,33.25,9.75,4.94,73.21,73.96,29.5,6971.89,NULL,NULL,104,18458.15,7.17,4.45,83.7,22,53,5.4,-3.06,2.35,0,0,0,27.24,29.06,18.65,18.46,68.3,63.5,204.33,223.75,1.58,1.41,0.57,0.47,7.5,7.7,7.75,7.9,146.5,140.8,6.64,7.76,6.66,6.21,1,0.8,0.68,0.48,0.03,0.05,0.37,0,0.03,0,4.11,6.21,0.4,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,shane-ray-1,1,1,Rounds 1-3,23,DEN,Shane Ray,12,20.3,Bust,JR,1,DE,DL,Defense,22,Missouri,SEC,1,75,245,30.62,33.13,9,4.68,102.14,105.29,NULL,NULL,21,2,NULL,NULL,NULL,NULL,NULL,73,20,2.51,9.51,12.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,3.04,0.36,1.16,1.17,4.2,0.27,1.46,0.12,0.92,0,0,0,0.06,0.06,0.19,0.03,0,0,0,0.03,0
2011,shane-vereen-1,1,2,Rounds 1-3,56,NWE,Shane Vereen,25,12,Success,JR,1,RB,OB,Offense,22,California,Pac-10,1,70,210,30.13,30.63,9,4.49,103.34,96.05,34,7501.34,31,12.5,115,19989.76,6.95,4.28,92.43,73,40,-2.22,7.57,5.35,0,0.21,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,18.89,63.85,96.34,5.1,5.1,0.61,1.06,1.97,1.99,17.66,18.89,0.11,0.27,81.52,115.23,0.72,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,shane-walton-1,0,5,Rounds 4-7,170,STL,Shane Walton,0,2.4,Bust,SR,0,CB,DB,Defense,23,Notre Dame,Ind,1,71,184,25.66,29,10,4.67,77.37,73.46,31,6504.65,11,-3.5,109,18530.54,7.05,4.29,77.89,91,9,-0.59,11.48,10.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.46,0,0,0,0,0,0,0.05,0.13,0,0
2016,shaq-lawson-1,1,1,Rounds 1-3,19,BUF,Shaq Lawson,11,21.9,Bust,JR,1,DE,DL,Defense,22,Clemson,ACC,1,75,269,33.62,32.75,10,4.7,110.25,113.65,33,8559.27,NULL,NULL,120,21972.75,7.16,4.21,112.67,16,24,12.53,6.35,18.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,2.35,1.25,1.61,2.48,3.96,0.82,1.64,0.31,0.86,0,0,0.04,0,0,0.07,0,0,0,0,0,0
2015,shaq-thompson-1,1,1,Rounds 1-3,25,CAR,Shaq Thompson,25,19.5,Success,JR,1,OLB,LB,Defense,21,Washington,Pac-12,1,72,228,30.92,33,9.5,4.64,98.38,95.38,33.5,7794.04,NULL,NULL,117,20667.91,6.99,4.08,106.28,58,41,1.73,4.8,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,3.1,2.1,1.76,5.49,4.87,0.46,0.15,0.09,0.06,0.15,0.06,0.13,0.22,0,0.12,0,0.24,0.03,0.06,0,0.18
2014,shaquelle-evans-1,0,4,Rounds 4-7,115,NYJ,Shaquelle Evans,0,5.7,Bust,SR,0,WR,Receivers,Offense,23,UCLA,Pac-12,1,73,213,28.1,NULL,NULL,4.51,102.97,101.92,34.5,7640.06,13,-3.6,122,21130.63,7.07,4.21,92.1,20,35,10.15,6.95,17.1,0,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.12,0,1,0,0,0,2.11,3.59,30.03,54.12,0.12,0.69,30.15,54.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,shaquem-griffin-1,0,5,Rounds 4-7,141,SEA,Shaquem Griffin,3,4,Bust,SR,0,OLB,LB,Defense,23,UCF,American,0,73,227,29.95,32.125,9,4.38,123.36,122.1,NULL,NULL,20,1.7,117,20647.36,NULL,NULL,NULL,1,53,14.05,2.85,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,2.88,0.71,2.08,2.72,4.96,0.32,0.91,0.2,0.45,0.04,0.06,0.26,0.19,0.03,0.13,0.05,0.13,0,0,0,0.07
2020,shaquille-quarterman-1,0,4,Rounds 4-7,140,JAX,Shaquille Quarterman,0,4,Bust,SR,0,ILB,LB,Defense,22,Miami (FL),ACC,1,72,234,31.73,31.625,9.125,4.74,92.71,89.89,31,7531.86,23,3.1,120,21253.71,NULL,NULL,NULL,90,23,-3.58,5.55,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.91,2.78,4.29,5.87,8.2,0.74,1.19,0.29,0.08,0.03,0,0.2,0.4,0.03,0.08,0.07,0.15,0,0,0.02,0
2017,shaquill-griffin-1,1,3,Rounds 1-3,90,SEA,Shaquill Griffin,18,7.7,Success,SR,0,CB,DB,Defense,22,UCF,American,0,72,194,26.31,32.375,8.75,4.38,105.42,102.21,38.5,7866.43,17,2,132,22282.07,6.87,4.14,92.42,66,41,-1.67,1.66,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.93,0.57,1.23,2.48,3.16,0.01,0.16,0,0,0.08,0.28,0.4,1.04,0,0,0,0.06,0.03,0.07,0,0
2011,shareece-wright-1,1,3,Rounds 1-3,89,SDG,Shareece Wright,19,7.8,Success,SR,0,CB,DB,Defense,24,USC,Pac-10,1,71,185,25.8,32.25,9.5,4.41,97.82,92.88,34.5,7064.82,16,1.4,113,19167.79,NULL,NULL,NULL,37,63,8.08,1.48,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,3.48,0.79,1.92,2.44,5.41,0.08,0.6,0.02,0.26,0.21,0,0.08,0.63,0,0.12,0.02,0.12,0,0,0,0
2019,shareef-miller-1,0,4,Rounds 4-7,138,PHI,Shareef Miller,0,4.1,Bust,JR,1,DE,DL,Defense,22,Penn State,Big Ten,1,76,254,30.91,33.625,10.125,4.69,105,110.4,29.5,7711.48,16,-3.4,NULL,NULL,NULL,4.45,NULL,32,23,5.05,7.27,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.83,0.71,1.17,1.62,2.99,0.44,1.1,0.17,0.59,0,0,0,0,0.03,0,0.02,0.07,0,0,0,0
2013,shariff-floyd-1,1,1,Rounds 1-3,23,MIN,Sharrif Floyd,13,20.3,Bust,JR,1,DT,DL,Defense,21,Florida,SEC,1,75,297,37.12,31.68,10.13,4.92,101.37,104.49,30,8671.97,NULL,NULL,106,20389.5,7.4,4.75,95.4,78,5,2.27,15.09,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,2.45,0,4.17,0,0.59,0,0.16,0,0,0,0.1,0,0,0,0,0,0,0,0,0
2004,shaud-williams-1,0,8,Undrafted,999,Undrafted,Shaud Williams,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Alabama,SEC,1,67,193,30.22,28.38,9,4.73,77.12,67.12,34,7152.09,15,-3.6,114,19486.33,7.01,4.15,87.1,69,61,3.95,1.32,5.27,0,0.13,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,19.03,26.02,93.24,5.7,4.9,0.17,0.95,1.46,1.87,12.26,12.51,0,0.08,38.28,105.76,0.17,1.03,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,shaun-alexander-1,1,1,Rounds 1-3,19,SEA,Shaun Alexander,70,21.9,Success,SR,0,RB,OB,Offense,23,Alabama,SEC,1,72,218,29.56,NULL,NULL,4.58,99.09,96.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.69,6.5,17.19,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,shaunard-harts-2,0,7,Rounds 4-7,212,KAN,Shaunard Harts,8,0.5,Success,SR,0,SS,DB,Defense,23,Boise State,Big West,0,72,200,27.12,31,8,4.56,92.51,89.7,34.5,7372.98,12,-3.7,119,20401.03,7.14,NULL,NULL,1,47,9.85,-3.07,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.08,0,0
2020,shaun-bradley-1,0,6,Rounds 4-7,196,PHI,Shaun Bradley,0,1.2,Bust,SR,0,ILB,LB,Defense,23,Temple,American,0,73,235,31,31.75,9.5,4.51,113.6,112.45,32.5,7783.68,14,-5.3,121,21428.43,7.07,4.24,100.53,86,51,-2.23,3.45,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,3.98,1.59,1.63,4.31,5.62,0.33,0.52,0.05,0,0.08,0,0.05,0.2,0.11,0.07,0,0.07,0.02,0,0,0
2005,shaun-cody-1,1,2,Rounds 1-3,37,DET,Shaun Cody,27,15.9,Success,SR,0,DT,DL,Defense,22,USC,Pac-10,1,76,293,35.66,31.13,10,5.05,90.1,94.74,NULL,NULL,34,9.8,NULL,NULL,NULL,NULL,NULL,6,3,11.18,14.88,26.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,shaun-dion-hamilton-1,0,6,Rounds 4-7,197,WAS,Shaun dion Hamilton,5,1.1,Success,SR,0,ILB,LB,Defense,22,Alabama,SEC,1,72,228,30.92,31,10.25,NULL,NULL,NULL,NULL,NULL,20,0.8,NULL,NULL,NULL,NULL,NULL,15,1,4.67,16.58,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,2.22,1.83,2.22,3.16,4.44,0.3,0.61,0.05,0.27,0.05,0,0.05,0.22,0.03,0.11,0,0,0,0,0,0
2011,shaun-draughn-1,0,8,Undrafted,999,Undrafted,Shaun Draughn,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,North Carolina,ACC,1,71,213,29.7,31,10,4.73,85.11,80.8,34,7562.97,21,2.9,118,20513.92,7.15,4.2,89.85,76,45,1.09,4.06,5.15,0,0.13,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,11.12,61,54.49,4.5,4.9,0.16,0.52,1.86,0.99,10.42,4.74,0.05,0,71.43,59.24,0.21,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,shaun-mcdonald-1,0,4,Rounds 4-7,106,STL,Shaun McDonald,19,6.4,Success,JR,1,WR,Receivers,Offense,22,Arizona State,Pac-10,1,68,169,25.69,NULL,NULL,4.43,87.76,78.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,79,6.39,-1.01,5.38,0,0.24,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.36,1.41,1.79,4,5,0.04,0,2.77,4.67,59.68,75.4,0.46,0.7,61.09,77.19,0.51,0.7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,shaun-phillips-1,0,4,Rounds 4-7,98,SDG,Shaun Phillips,53,7,Success,SR,0,DE,DL,Defense,23,Purdue,Big Ten,1,75,255,31.87,33.63,9,4.78,97.69,100.7,33,8271.65,NULL,NULL,114,20760.07,6.95,4.23,114.25,61,14,3.49,7.3,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
2012,shaun-prater-1,0,5,Rounds 4-7,156,CIN,Shaun Prater,2,3.1,Bust,SR,0,CB,DB,Defense,22,Iowa,Big Ten,1,70,190,27.26,30.75,8.5,4.5,92.67,86.13,NULL,NULL,14,-2,NULL,NULL,NULL,NULL,NULL,58,46,3.16,1.22,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,2.23,1.19,1.22,3.45,3.45,0.01,0.07,0,0.07,0.16,0.07,0.18,0.22,0,0.27,0.05,0,0.02,0.07,0,0
2010,shawnbrey-mcneal-1,0,8,Undrafted,999,Undrafted,Shawnbrey McNeal,NULL,NULL,Success,JR,1,RB,OB,Offense,NULL,SMU,CUSA,0,69,194,28.65,30.5,9.38,4.53,92.14,83.81,36,7480.99,14,-3.2,117,19969.4,NULL,NULL,NULL,46,80,2.24,-5.33,-3.09,0,0.03,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,21.85,9.7,109.26,4.65,5,0.21,1.11,0,1.97,0,17.99,0,0.13,0,127.25,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,shawn-crable-1,1,3,Rounds 1-3,78,NWE,Shawn Crable,0,9,Bust,SR,0,OLB,LB,Defense,23,Michigan,Big Ten,1,77,245,29.05,34.63,10.38,4.61,108.49,116.33,28,7295.32,29,11.5,111,20092.09,7.29,4.55,87.27,64,24,0.78,7.13,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3.98,0.33,2.53,2.08,6.51,0.61,2.06,0.3,0.57,0,0,0.21,0.08,0.12,0.29,0.04,0,0,0,0,0
2001,shawn-forte-1,0,8,Undrafted,999,Undrafted,Shawn Forte,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Maryland,ACC,1,73,204,26.91,30,8.5,4.54,96.04,95.06,NULL,NULL,20,4.5,NULL,NULL,NULL,NULL,NULL,80,66,-1.4,1.93,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.09,0,0
2001,shawn-mills-1,0,8,Undrafted,999,Undrafted,Shawn Mills,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Southern Mississippi,CUSA,0,72,180,24.41,29.5,8,4.51,87.02,84.37,34.5,6962.1,NULL,NULL,116,19527.61,7.12,4.15,78.1,57,8,2.19,5.25,7.44,0,NULL,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,1.76,7.5,10.5,0,0,0,4.7,0,60.94,0,0.43,0,62.7,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,shawn-nelson-1,0,4,Rounds 4-7,121,BUF,Shawn Nelson,1,5.3,Bust,SR,0,TE,Receivers,Offense,23,Southern Mississippi,CUSA,0,77,240,28.46,NULL,NULL,4.52,115,123.31,33,7963.49,19,2.1,115,20606.08,6.96,4.46,98.77,31,54,1.79,-1.33,0.46,0,0.23,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,3.47,40.6,36.48,0.35,0.2,40.6,36.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,shawn-oakman-1,0,8,Undrafted,999,Undrafted,Shawn Oakman,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Baylor,Big 12,1,80,287,31.53,35.75,10.625,4.96,94.84,107.69,32,8774.89,23,2.5,123,22805.08,7.53,4.56,94.03,1,78,12.69,0.39,13.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.27,0.99,0.78,3.08,3.04,1.16,1.03,0.44,0.33,0,0,0.1,0,0.22,0.14,0.11,0,0,0,0,0
2013,shawn-williams-1,1,3,Rounds 1-3,84,CIN,Shawn Williams,23,8.3,Success,SR,0,SS,DB,Defense,22,Georgia,SEC,1,72,213,28.88,30.68,8.38,4.46,107.66,104.38,36,7871.33,25,7.7,120,20822.28,7.01,4.25,92.75,18,18,9.85,8.08,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,3.76,0.88,2.82,2.81,6.59,0.12,0.37,0,0.09,0.09,0,0.03,0,0,0,0,0,0,0,0,0
2010,shay-hodge-1,0,8,Undrafted,999,Undrafted,Shay Hodge,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Ole Miss,SEC,1,73,209,27.57,NULL,NULL,4.62,91.75,90.82,33.5,7403.7,11,-5.1,117,20277.57,6.9,4.32,92.32,40,15,3.89,7.61,11.5,0,0.21,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,5.57,43.32,90.32,0.39,0.64,43.32,90.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,shayne-skov-1,0,8,Undrafted,999,Undrafted,Shayne Skov,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Stanford,Pac-12,1,74,245,31.45,NULL,NULL,5.09,73,73.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,10,5.99,12.97,18.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,4.26,1.93,2.88,4.73,7.13,0.73,0.86,0.24,0.19,0,0,0.12,0.19,0.05,0.12,0.02,0.12,0,0,0,0
2012,shea-mcclellin-1,1,1,Rounds 1-3,19,CHI,Shea McClellin,17,21.9,Bust,SR,0,OLB,LB,Defense,23,Boise State,MWC,0,75,260,32.49,32.75,10.13,4.62,114.14,117.65,31.5,8143.1,19,-1.9,118,21479.5,7.07,4.33,107.76,5,12,9.23,7.53,16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,2.42,1.25,1.61,2.16,4.03,0.54,1.01,0.36,0.53,0.05,0.15,0,0,0.09,0,0,0,0.03,0,0.03,0
2020,shea-patterson-1,0,8,Undrafted,999,Undrafted,Shea Patterson,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Michigan,Big Ten,1,73,212,27.97,30.5,9.375,4.71,86.16,85.28,31,7079.89,NULL,NULL,116,20185.02,7.14,4.5,80.84,44,25,7.4,8.1,15.5,0,0,0,30.52,27.88,18.55,15.66,60.97,56.2,237.21,223.02,1.8,1.68,0.8,0.59,7.8,8,7.8,8.3,140.77,139.4,8.67,6.2,23.55,3.72,2.47,0.6,0.1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,sheldon-brown-1,1,2,Rounds 1-3,59,PHI,Sheldon Brown,53,11.6,Success,SR,0,CB,DB,Defense,23,South Carolina,SEC,1,70,196,28.12,32,8.25,4.47,98.19,91.26,36.5,7599.16,15,-1.7,120,20473.03,7,4.24,85.96,72,12,3.48,8.88,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.26,0,0,0,0,0,0,0,0,0,0
2016,sheldon-day-1,0,4,Rounds 4-7,103,JAX,Sheldon Day,6,6.6,Bust,SR,0,DT,DL,Defense,22,Notre Dame,Ind,1,73,293,38.65,32.625,9.625,5.07,88.69,87.78,30,8589.8,21,-5.5,102,19690.61,7.44,4.5,100.91,34,40,10.99,3.33,14.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,2.47,0.8,0.9,2.09,3.36,0.37,1.16,0.04,0.32,0,0,0.09,0.32,0,0.15,0.05,0,0,0,0,0
