Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Adj_Pass_Att_PG_Prior,Adj_Pass_Att_PG_Draft,Adj_Pass_Cmp_PG_Prior,Adj_Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Adj_Pass_Yds_PG_Prior,Adj_Pass_Yds_PG_Draft,Adj_Pass_TD_PG_Prior,Adj_Pass_TD_PG_Draft,Adj_Pass_Int_PG_Prior,Adj_Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Adj_Rush_Att_PG_Prior,Adj_Rush_Att_PG_Draft,Adj_Rush_Yds_PG_Prior,Adj_Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Adj_Rush_TD_PG_Prior,Adj_Rush_TD_PG_Draft,Adj_Rec_PG_Prior,Adj_Rec_PG_Draft,Adj_Rec_Yds_PG_Prior,Adj_Rec_Yds_PG_Draft,Adj_Rec_TD_PG_Prior,Adj_Rec_TD_PG_Draft,Adj_Scrim_Yds_PG_Prior,Adj_Scrim_Yds_PG_Draft,Adj_Scrim_TD_PG_Prior,Adj_Scrim_TD_PG_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2017,scott-orndoff-1,0,8,Undrafted,999,Undrafted,Scott Orndoff,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Pitt,ACC,1,77,253,30,33.25,10,4.84,92.21,98.87,27,7305.49,17,-1.5,112,20410.62,7.37,4.45,90.73,10,106,15.3,-7.17,8.12,0,0.09,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,3.51,13.56,58.09,0.38,0.5,13.56,58.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,scott-rislov-1,0,8,Undrafted,999,Undrafted,Scott Rislov,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,San Jose State,WAC,0,73,224,29.55,31.13,9.25,4.95,74.62,73.86,30,7172.24,NULL,NULL,119,20894.09,7.44,4.34,81.43,78,103,-4.35,-6.32,-10.67,0,0,0,27.83,28.32,17.05,16.91,61.2,59.7,200.38,195.38,1.36,1.17,0.87,0.32,7.2,6.9,6.8,7.2,132,129,6.15,5.23,1.23,-3.14,0.2,-0.6,0,0,0.06,0,0.37,0,0.06,0,1.6,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,scott-shanle-1,0,7,Rounds 4-7,251,STL,Scott Shanle,42,0.1,Success,SR,0,OLB,LB,Defense,23,Nebraska,Big 12,1,74,245,31.45,32.88,9.25,4.72,98.73,99.73,31,7757.85,20,0.2,111,20092.09,7.27,4.32,95.05,58,45,0.16,3.93,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0
2012,scott-solomon-1,0,7,Rounds 4-7,211,TEN,Scott Solomon,2,0.6,Success,SR,0,DE,DL,Defense,23,Rice,CUSA,0,75,262,32.74,31.63,9.5,4.88,92.4,95.24,35,8723.82,34,12.8,124,22445.66,7.17,4.25,107.83,85,100,-2.95,-5.2,-8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,2.81,1.49,1.37,3.85,4.18,0.76,1.03,0.39,0.64,0,0,0.1,0.07,0.08,0.08,0,0,0,0,0,0
2005,scott-starks-1,1,3,Rounds 1-3,87,JAX,Scott Starks,4,8,Bust,SR,0,CB,DB,Defense,22,Wisconsin,Big Ten,1,68,172,26.15,29.25,8.25,4.37,94.33,83.94,43,8108.26,13,-2.3,137,22600.99,6.99,3.9,85.61,99,6,-1.08,9.76,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.08,0,0,0,0,0,0,0,0,0,0.09
2011,scott-tolzien-1,0,8,Undrafted,999,Undrafted,Scott Tolzien,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Wisconsin,Big Ten,1,74,212,27.22,30.5,10,4.92,72.36,73.1,29.5,6848.63,NULL,NULL,116,20185.02,6.84,4.12,102.85,5,25,9.19,4.83,14.02,0,0,0,15.99,28.91,10.26,21.09,63.4,72.9,139.19,266,0.7,1.74,0.68,0.65,10.8,9.2,7.75,9.4,146.45,165.9,2.16,1.8,1.93,-1.8,1.7,-1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,sealver-siliga-1,0,8,Undrafted,999,Undrafted,Sealver Siliga,NULL,NULL,Success,JR,1,DT,DL,Defense,NULL,Utah,MWC,1,74,305,39.16,NULL,NULL,5.38,72.81,73.56,29,8682.15,29,1.8,100,19628.79,7.7,4.75,88.86,24,24,2.92,5.38,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.36,1.52,2.12,2.12,3.47,0.26,0.34,0.04,0.13,0,0,0.15,0.09,0,0,0,0,0,0,0,0
2003,sean-berton-1,0,8,Undrafted,999,Undrafted,Sean Berton,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,North Carolina State,ACC,1,76,279,33.96,31.38,9.75,5.02,87.87,92.39,31,8456.35,NULL,NULL,107,20173.88,7.18,4.35,110.51,18,10,5.18,7.68,12.86,0,0.12,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.29,0,4,0,0,0.79,1.81,7.11,15.54,0.11,0.14,7.11,15.83,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,sean-brewer-1,1,3,Rounds 1-3,66,CIN,Sean Brewer,0,10.5,Bust,SR,0,TE,Receivers,Offense,23,San Jose State,WAC,0,76,255,31.04,31,9.5,4.73,101.89,107.13,36,8734.18,14,-5.5,117,21222.6,7.37,4.18,100.3,30,82,5.01,-5.82,-0.82,0,NULL,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,29.6,0,0.08,0,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,sean-bunting-1,1,2,Rounds 1-3,39,TAM,Sean Bunting,5,15.4,Bust,JR,1,CB,DB,Defense,22,Central Michigan,MAC,0,72,195,26.44,31.75,9.625,4.42,102.18,99.07,41.5,8349.51,14,-1.1,126,21377.55,NULL,NULL,NULL,128,70,-13.25,-2.51,-15.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,1.97,0.53,0.83,1.68,2.8,0.01,0.23,0,0,0.19,0.2,0.28,0.49,0.05,0.15,0.02,0,0,0,0,0
2010,sean-canfield-1,0,8,Undrafted,999,Undrafted,Sean Canfield,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Oregon State,Pac-10,1,76,223,27.14,32.75,9.25,4.93,75.5,79.38,29.5,7074.61,NULL,NULL,100,17944.16,7.26,4.39,84.74,26,57,7.16,1.31,8.47,0,0,0,14.21,27.99,8.71,19.02,62.2,67.9,97.65,204.34,0.66,1.32,0.59,0.44,7.2,7.3,6.37,7.6,130.9,141.9,1.4,3.83,-5.06,-12.63,-3.73,-3.3,0.04,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,sean-cattouse-1,0,8,Undrafted,999,Undrafted,Sean Cattouse,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,California,Pac-12,1,74,211,27.09,33,9.5,4.74,83.6,84.45,34,7521.88,NULL,NULL,114,19856.12,6.99,4.15,95.9,53,48,0.56,4,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,3.87,0.94,2.01,2.83,5.89,0.09,0.27,0.03,0.08,0.13,0.15,0.17,0.15,0,0,0,0.15,0,0,0,0
2018,sean-chandler-2,0,8,Undrafted,999,Undrafted,Sean Chandler,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Temple,American,0,72,190,25.77,NULL,NULL,4.65,81.28,78.8,34.5,7167.54,16,1.5,119,20195.58,NULL,4.62,NULL,93,58,-3.41,2.6,-0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.97,1.69,1.63,5.21,5.6,0.33,0.11,0.09,0,0.2,0.23,0.49,0.31,0.09,0.07,0.04,0.07,0.04,0,0,0
2005,sean-considine-1,0,4,Rounds 4-7,102,PHI,Sean Considine,14,6.7,Success,SR,0,FS,DB,Defense,22,Iowa,Big Ten,1,72,212,28.75,31.5,9.38,4.5,103.4,100.25,37,8004.96,19,1.8,117,20339.2,7.09,3.92,100.99,71,17,4.43,9.96,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.25,0,0,0,0,0,0,0,0,0.03,0
2016,sean-davis-1,1,2,Rounds 1-3,58,PIT,Sean Davis,16,11.7,Success,SR,0,CB,DB,Defense,22,Maryland,Big Ten,1,73,201,26.52,31.375,9.5,4.46,101.6,100.56,37.5,7856.06,21,5.9,126,21500.82,6.64,3.97,111.03,96,103,1.81,-3.89,-2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,5.02,1.63,1.29,4.73,6.31,0.12,0.32,0.03,0.08,0.05,0.23,0.24,0.23,0.04,0.36,0.02,0.07,0,0,0,0
2004,sean-jones-1,1,2,Rounds 1-3,59,CLE,Sean Jones,31,11.6,Success,JR,1,FS,DB,Defense,22,Georgia,SEC,1,73,218,28.76,NULL,NULL,4.63,94.88,93.91,36.5,8051.14,NULL,NULL,122,21233.36,7.19,NULL,NULL,64,2,5.73,11.74,17.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.42,0,0,0,0,0,0,0,0,0,0.09
2010,sean-lee-1,1,2,Rounds 1-3,55,DAL,Sean Lee,51,12.2,Success,SR,0,ILB,LB,Defense,24,Penn State,Big Ten,1,74,236,30.3,32,8.75,4.71,95.91,96.89,37.5,8575.11,24,5.3,120,21294.8,NULL,NULL,NULL,52,3,2.04,11.82,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,4.9,4.74,4.06,8.5,8.96,0.69,1.15,0.31,0.19,0.07,0.1,0,0,0,0,0,0,0,0,0,0
2015,sean-mannion-1,1,3,Rounds 1-3,89,STL,Sean Mannion,1,7.8,Bust,SR,0,QB,QB,Offense,23,Oregon State,Pac-12,1,78,229,26.46,33.5,9,5.14,65.62,71.73,31,7429.14,NULL,NULL,105,18838.32,7.29,4.39,86.13,89,98,0.11,-1.53,-1.42,0,0,0,27.03,28.79,17.63,17.92,65.17,62.3,203.15,201.55,1.3,0.95,0.93,0.51,7.53,7,6.93,6.9,137.5,128.3,2.91,4.47,-17.2,-28.6,-5.73,-6.4,0.04,0.09,0.02,0,0.1,0,0,0,-7.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,sean-mchugh-1,0,7,Rounds 4-7,241,TEN,Sean McHugh,2,0.1,Success,SR,0,TE,Receivers,Offense,22,Penn State,Big Ten,1,77,264,31.3,31.75,9.5,4.92,90.11,96.62,29,7839.84,18,-1.9,115,21099.14,7.36,4.09,107.52,99,30,-4.66,5.42,0.77,0,0.02,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,4.76,2.7,22.38,1.6,4.7,0.07,0.26,0.82,2.05,5.47,14.02,0,0.08,8.16,36.39,0.07,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,sean-mckeon-1,0,8,Undrafted,999,Undrafted,Sean McKeon,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Michigan,Big Ten,1,77,242,28.69,33.5,9.125,NULL,NULL,NULL,NULL,NULL,18,0.8,NULL,NULL,NULL,NULL,NULL,44,25,7.4,8.1,15.5,0,0.09,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,1.76,19.37,31.9,0.15,0.27,19.37,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,sean-porter-1,0,4,Rounds 4-7,118,CIN,Sean Porter,0,5.5,Bust,SR,0,OLB,LB,Defense,22,Texas A&M,SEC,1,73,229,30.21,32.28,9.25,4.75,89.97,89.05,35,8045.86,22,3.4,119,20996.81,NULL,NULL,NULL,5,26,14.01,6.05,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,2.54,1.87,1.87,4.27,4.41,0.61,0.43,0.22,0.22,0,0.06,0.16,0,0.02,0,0,0,0,0,0,0
2013,sean-renfree-1,0,7,Rounds 4-7,249,ATL,Sean Renfree,0,0.1,Bust,SR,0,QB,QB,Offense,23,Duke,ACC,1,75,219,27.37,NULL,NULL,4.76,85.32,87.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,110,5.48,-5.76,-0.28,0,0,0,20.26,25.99,12.89,17.5,64.8,67.3,135.57,184.54,0.73,1.12,0.65,0.59,6.67,7.1,6.1,6.9,129.67,136.3,3.82,3.28,-4.08,-4.26,-1.3,-1.3,0.25,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,sean-richardson-1,0,8,Undrafted,999,Undrafted,Sean Richardson,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Vanderbilt,SEC,1,74,216,27.73,32.63,9.13,4.43,112.17,113.31,38.5,8318.4,22,5.8,128,22117.34,7.01,4.44,87.97,61,29,2.76,4.33,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,3.06,2.2,1.64,4.93,4.7,0.29,0.49,0.04,0.15,0,0.08,0.21,0,0.03,0,0,0,0,0,0.03,0
2004,sean-ryan-1,0,5,Rounds 4-7,144,DAL,Sean Ryan,1,3.8,Bust,SR,0,TE,Receivers,Offense,24,Boston College,Big East,1,76,268,32.62,33,10.38,4.97,87.85,92.37,32.5,8461.64,22,0.9,115,21181.32,NULL,NULL,NULL,44,60,5.16,0.53,5.69,0,0.12,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,2.64,21.62,33.78,0.26,0.45,21.62,33.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,sean-smith-2,1,2,Rounds 1-3,61,MIA,Sean Smith,38,11.2,Success,JR,1,CB,DB,Defense,22,Utah,MWC,1,75,214,26.75,NULL,NULL,4.47,107.2,110.5,34,7583.51,10,-5.2,119,20688.64,6.92,4.15,99.75,15,12,8.13,5.65,13.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,1.81,0.28,1.81,1.21,3.63,0.07,0.16,0,0.07,0.28,0.37,0,0,0,0,0,0,0,0.07,0,0
2012,sean-spence-1,1,3,Rounds 1-3,86,PIT,Sean Spence,12,8.1,Success,SR,0,OLB,LB,Defense,22,Miami (FL),ACC,1,71,231,32.21,31.5,9.25,4.66,97.97,93.02,33.5,7855.68,12,-8.3,119,21037.9,7.46,4.28,85.12,64,18,0.62,4.56,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,4.85,2.57,4.67,5.65,9.53,0.87,1.26,0.24,0.31,0.03,0,0.22,0.1,0.05,0.09,0.02,0,0.03,0,0,0
2004,sean-taylor-1,1,1,Rounds 1-3,5,WAS,Sean Taylor,32,31.4,Success,JR,1,FS,DB,Defense,21,Miami (FL),Big East,1,74,230,29.53,NULL,NULL,4.51,111.19,112.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,4,2.43,12.04,14.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.34,0.99,0,0,0,0,0,0,0,0.3,0,0
2010,sean-weatherspoon-1,1,1,Rounds 1-3,19,ATL,Sean Weatherspoon,22,21.9,Success,SR,0,OLB,LB,Defense,22,Missouri,Big 12,1,73,239,31.53,31.25,10.25,4.62,104.92,103.85,40,9022.19,34,14.2,123,21818.96,6.99,4.38,100.1,49,59,4.13,0.19,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,5.19,2.83,2.49,6.11,7.68,0.6,1.04,0.14,0.25,0.05,0.06,0.14,0,0.04,0,0,0,0.03,0,0,0
2008,sedrick-ellis-1,1,1,Rounds 1-3,7,NOR,Sedrick Ellis,27,29.3,Bust,SR,0,DT,DL,Defense,23,USC,Pac-10,1,72,309,41.9,33,9,5.26,80.73,78.27,26.5,8378.88,34,4.8,105,20481.85,7.78,4.73,88.31,36,2,5.53,12.57,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,2.15,1.61,2.15,3.53,4.31,0.68,0.93,0.35,0.57,0,0,0.23,0.47,0.09,0,0,0,0,0,0,0
2017,sefo-liufau-1,0,8,Undrafted,999,Undrafted,Sefo Liufau,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Colorado,Pac-12,1,75,232,28.99,33.5,10.75,5.08,69.67,71.82,27,6874.06,NULL,NULL,105,18899.95,7.32,4.45,84.62,51,20,2.32,9.86,12.18,0,0,0,26.71,23.81,16.62,14.93,62.2,62.7,182.35,176.16,1.16,0.82,0.71,0.45,6.83,7.4,6.5,7.3,128.6,132.6,6.17,10.69,11.95,32.08,1.83,3,0.13,0.52,0.1,0.07,1.87,1.04,0.02,0,13.82,33.13,0.15,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,sekou-sanyika-1,0,7,Rounds 4-7,215,ARI,Sekou Sanyika,3,0.4,Success,SR,0,OLB,LB,Defense,22,California,Pac-10,1,75,241,30.12,32.38,10,4.75,94.68,97.6,32.5,7906.94,21,2.5,111,20009.91,7.33,4.38,89.72,NULL,NULL,-6.35,4.99,-1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,selvin-young-1,0,8,Undrafted,999,Undrafted,Selvin Young,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Texas,Big 12,1,71,207,28.87,NULL,NULL,4.58,94.09,89.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,26,7.27,4.92,12.18,0,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,10.75,26.18,46.23,5.6,4.3,0.45,0.55,0.78,2.02,6.55,11.58,0,0.09,25.74,57.81,0.36,0.64,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,senderrick-marks-1,1,2,Rounds 1-3,62,TEN,Sen'Derrick Marks,28,11.1,Success,JR,1,DT,DL,Defense,22,Auburn,SEC,1,74,306,39.28,NULL,NULL,5,97.92,98.92,33,9319.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,14,-5.96,7.22,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.37,0.92,1.55,2.29,2.92,0.54,0.91,0.15,0.18,0.02,0,0.06,0.18,0.03,0,0,0,0,0,0,0
2003,seneca-wallace-1,0,4,Rounds 4-7,110,SEA,Seneca Wallace,14,6.1,Success,SR,0,QB,QB,Offense,23,Iowa State,Big 12,1,71,196,27.33,30.38,9.13,4.56,90.66,86.08,38,7830.43,NULL,NULL,127,21552.27,6.98,4.14,89.73,43,77,3.17,3,6.17,0,0,0,26.63,29.27,16.53,16.12,62.1,55.1,202.42,213.69,1.09,0.99,0.89,1.19,7.6,7.3,6.9,6.2,132.7,119.7,8.3,7.77,34.84,27.97,4.2,3.6,0.51,0.51,0,0.07,0,0.07,0,0,0,28.04,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,senquez-golson-1,1,2,Rounds 1-3,56,PIT,Senquez Golson,0,12,Bust,SR,0,CB,DB,Defense,22,Ole Miss,SEC,1,69,176,25.99,29.75,9.38,4.46,88.96,80.92,33.5,6725.75,15,0,120,20062.14,6.81,4.2,83.84,70,1,0.87,15.93,16.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,2.34,0.8,0.71,2.43,3.05,0.09,0.21,0,0.04,0.17,0.75,0.13,0.52,0,0,0,0,0,0.07,0,0
2010,sergio-kindle-1,0,8,Undrafted,999,Undrafted,Sergio Kindle,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Texas,Big 12,1,75,250,31.24,33.25,10,4.65,106.94,110.23,36.5,8708.55,25,5.3,118,21274.06,7.26,4.53,90.57,3,12,11.08,9.12,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.83,0.84,1.27,2.88,4.11,0.54,1.06,0.22,0.39,0,0,0.07,0.13,0.03,0.14,0,0,0,0,0,0
2017,seth-russell-1,0,8,Undrafted,999,Undrafted,Seth Russell,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Baylor,Big 12,1,75,213,26.62,32.25,9.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,71,2.67,0.34,3.01,0,0,0,14.01,25.12,8.27,13.73,58.83,54.7,143.38,190.92,1.76,1.81,0.44,0.72,9.97,7.6,10.37,7.8,169.07,136.9,3.3,7.56,22.96,40.84,6.7,5.4,0.38,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,sewo-olonilua-1,0,8,Undrafted,999,Undrafted,Sewo Olonilua,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Texas Christian,Big 12,1,75,232,28.99,32.125,10,4.66,98.4,101.42,36,8261.67,25,7.6,123,21675.15,NULL,4.28,NULL,56,58,2.67,2.59,5.27,0,0.08,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,9.2,26.02,36.78,6,4,0.23,0.55,0.86,1.82,6.41,8.66,0,0.08,32.43,45.44,0.23,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,seyi-ajirotutu-1,0,8,Undrafted,999,Undrafted,Seyi Ajirotutu,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Fresno State,WAC,0,75,204,25.5,32.63,9.38,4.6,91.12,93.93,36,7686.43,14,0,115,19866.49,7.22,4.39,78.6,14,84,5.11,-3.77,1.34,0,0.13,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.11,0,0.5,0,0,0,2.43,4.58,39.71,63.27,0.13,0.65,39.82,63.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,shad-meier-1,1,3,Rounds 1-3,90,TEN,Shad Meier,3,7.7,Bust,SR,0,TE,Receivers,Offense,23,Kansas State,Big 12,1,77,256,30.35,32,10.25,4.85,92.53,99.22,34,8446.37,20,1.1,113,20626.43,7.14,4.15,110.3,6,17,8.92,6.8,15.72,0,NULL,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0,1,0,0,0,0.94,0,10.8,0,0.1,0,10.87,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
