Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2006,alan-zemaitis-1,0,4,Rounds 4-7,122,TAM,Alan Zemaitis,0,5.2,Bust,SR,0,CB,DB,Defense,NULL,Penn State,Big Ten,1,73,194,25.59,NULL,NULL,4.57,88.95,88.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,10,8.75,11.66,20.41,0,0,0,0,0,0,2.74,0,1.04,0,3.78,0,0.19,0,0,0.29,0.41,0,0,0,0,0,0,0.05,0,0,0.15
2019,albert-huggins-1,0,8,Undrafted,999,Undrafted,Albert Huggins,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Clemson,ACC,1,75,305,38.12,33.5,10.625,5.12,88.77,91.5,25.5,8142.53,35,8.5,101,19782.96,7.84,4.84,82.59,4,1,9.41,17.04,26.45,0,0,0,0,0,0.87,1.27,1.14,0.48,2.01,1.75,0.32,0.28,0.18,0.21,0.03,0,0.11,0,0,0,0,0,0,0,0,0
2010,albert-mcclellan-1,0,8,Undrafted,999,Undrafted,Albert McClellan,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Marshall,CUSA,0,73,247,32.58,NULL,NULL,4.75,97.04,96.05,36.5,8646.92,26,5.2,119,21366.6,7.24,4.21,100.59,95,54,-4.17,0.82,-3.35,0,0,0,0,0,2.25,1.23,2.42,2.91,4.67,4.14,0.9,0.69,0.48,0.2,0,0,0.24,0.14,0.14,0.15,0.03,0,0,0,0,0
2001,al-blades-1,0,8,Undrafted,999,Undrafted,Al Blades,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Miami (FL),Big East,1,73,209,27.57,NULL,NULL,4.56,96.68,95.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,12.29,10.94,23.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
2011,aldon-smith-1,1,1,Rounds 1-3,7,SFO,Aldon Smith,27,29.3,Bust,SO,1,DE,DL,Defense,21,Missouri,Big 12,1,76,263,32.01,35.38,9.75,4.74,104.2,109.56,34,8590.18,20,-0.5,118,21541.13,7.19,4.5,98.58,44,6,3.09,10.89,13.98,0,0,0,0,0,3.05,0.73,1.38,0.64,4.43,1.37,1.32,0.37,0.73,0.27,0,0.09,0.32,0,0.07,0,0,0,0,0,0,0
2013,alec-ogletree-1,1,1,Rounds 1-3,30,STL,Alec Ogletree,51,17.9,Success,JR,1,OLB,LB,Defense,21,Georgia,SEC,1,74,242,31.07,33.48,10,4.7,99.19,100.2,33.5,8081.66,20,0.6,122,21726.42,7.16,4.39,95.19,18,18,9.85,8.08,17.93,0,0,0,0,0,3.79,5.93,1.06,4.52,4.85,10.44,0.53,1.08,0.18,0.36,0,0.12,0.17,0,0.13,0,0,0,0,0,0,0.09
2010,aleric-mullins-1,0,8,Undrafted,999,Undrafted,Aleric Mullins,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,North Carolina,ACC,1,73,321,42.35,NULL,NULL,4.95,106.93,105.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,14,-0.8,8.84,8.04,0,0,0,0,0,0.66,0.7,0.48,0.47,1.14,1.17,0.2,0.35,0.12,0,0,0,0.04,0.08,0.07,0.08,0,0,0,0,0,0
2017,alex-anzalone-1,1,3,Rounds 1-3,76,NOR,Alex Anzalone,6,9.2,Bust,JR,1,OLB,LB,Defense,22,Florida,SEC,1,75,241,30.12,32.125,9.125,4.63,104.89,108.11,30.5,7598.59,16,-2.5,116,20780.8,6.88,4.25,109.93,107,6,-2.62,13.6,10.98,0,0,0,0,0,1.15,2.85,0.89,4.01,2.04,6.86,0.05,0.52,0,0.45,0,0,0,0.3,0,0,0,0.13,0,0,0,0
2002,alex-brown-1,0,4,Rounds 4-7,104,CHI,Alex Brown,59,6.5,Success,SR,0,DE,DL,Defense,23,Florida,SEC,1,75,260,32.49,NULL,NULL,4.74,103.01,106.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,5,11.19,12.19,23.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0
2010,alex-carrington-1,1,3,Rounds 1-3,72,BUF,Alex Carrington,7,9.7,Bust,SR,0,DE,DL,Defense,23,Arkansas State,Sun Belt,0,77,285,33.79,33.25,10.5,4.92,97.28,104.31,NULL,NULL,26,3.5,NULL,NULL,NULL,NULL,NULL,90,45,-7.78,-1.85,-9.63,0,0,0,0,0,2.1,2.32,1.13,1.08,3.24,3.4,0.77,1.2,0.37,0.74,0.03,0,0.06,0,0.06,0.08,0,0.08,0,0,0,0.08
2015,alex-carter-1,1,3,Rounds 1-3,80,DET,Alex Carter,0,8.7,Bust,JR,1,CB,DB,Defense,20,Stanford,Pac-12,1,72,196,26.58,32.13,9.13,4.51,94.75,91.86,40,8138.79,17,1.8,121,20627.2,7.05,4.07,89.73,80,2,-2.79,15.21,12.42,0,0,0,0,0,2.42,2.45,1.06,0.59,3.49,3.05,0.13,0,0,0,0.03,0.07,0.2,0.63,0,0.07,0,0,0,0,0,0
2020,alex-highsmith-1,1,3,Rounds 1-3,102,PIT,Alex Highsmith,0,6.7,Bust,SR,0,OLB,LB,Defense,23,Charlotte,CUSA,0,75,248,30.99,33.125,9.125,4.7,101.65,104.77,33,8127.84,NULL,NULL,125,22312.22,7.32,4.31,94.89,59,103,0.71,-7.58,-6.88,0,0,0,0,0,2.21,3.4,1.16,2.53,3.38,5.92,0.79,1.7,0.18,1.43,0,0,0.05,0.29,0.06,0.16,0.03,0,0,0,0,0
2004,alex-lewis-1,0,5,Rounds 4-7,140,DET,Alex Lewis,7,4,Success,SR,0,OLB,LB,Defense,23,Wisconsin,Big Ten,1,72,227,30.78,32.5,9.5,4.78,86.96,84.32,34.5,7927.68,25,5.9,121,21264.08,7.06,4.28,96.09,58,50,4.13,2.32,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,alex-lincoln-1,0,7,Rounds 4-7,209,SFO,Alex Lincoln,0,0.6,Bust,SR,0,ILB,LB,Defense,NULL,Auburn,SEC,1,72,251,34.04,30,9.5,4.77,96.97,94.02,35,8497.83,22,0,111,20215.36,NULL,NULL,NULL,70,29,1.18,6.46,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
2009,alex-magee-1,1,3,Rounds 1-3,67,KAN,Alex Magee,2,10.4,Bust,SR,0,DT,DL,Defense,22,Purdue,Big Ten,1,75,298,37.24,NULL,NULL,4.82,110.42,113.82,29.5,8615.43,30,4.4,103,19947.51,7.52,4.55,98.28,70,64,-1.12,0.58,-0.54,0,0,0,0,0,1.21,1.1,0.79,1.1,2.01,2.2,0.18,0.47,0.05,0.29,0.02,0,0.04,0,0.02,0.08,0,0,0,0,0.02,0
2016,alex-mccalister-1,0,7,Rounds 4-7,240,PHI,Alex McCalister,0,0.1,Bust,JR,1,DE,DL,Defense,22,Florida,SEC,1,78,239,27.62,36,9.375,4.8,90.05,98.44,34.5,8174.21,NULL,NULL,128,22589.85,7.01,4,113.85,100,11,-0.6,10.26,9.65,0,0,0,0,0,1.08,1.63,0.64,0.98,1.72,2.6,0.33,1.03,0.23,0.71,0,0,0.04,0.11,0.04,0.11,0,0.22,0,0,0,0
2013,alex-okafor-1,0,4,Rounds 4-7,103,ARI,Alex Okafor,28,6.6,Success,SR,0,DE,DL,Defense,22,Texas,Big 12,1,76,264,32.13,33.78,9.63,4.78,101.14,106.34,NULL,NULL,21,0.3,NULL,NULL,NULL,NULL,NULL,23,75,8.01,3.18,11.18,0,0,0,0,0,1.2,0,1.25,0,2.45,0,0.45,0,0.27,0,0,0,0.07,0,0.08,0,0,0,0,0,0,0
2012,alfonzo-dennard-1,0,7,Rounds 4-7,224,NWE,Alfonzo Dennard,8,0.1,Success,SR,0,CB,DB,Defense,22,Nebraska,Big Ten,1,70,204,29.27,30,9.5,4.48,101.29,94.14,37,7840.61,NULL,NULL,121,20791.56,NULL,NULL,NULL,49,42,4.15,4.62,8.76,0,0,0,0,0,0.94,2.51,0.54,0.48,1.48,2.99,0.07,0,0,0,0.11,0,0.19,0.65,0.02,0,0,0,0.03,0,0,0
2005,alfred-fincher-1,1,3,Rounds 1-3,82,NOR,Alfred Fincher,3,8.5,Bust,SR,0,ILB,LB,Defense,22,Connecticut,Big East,0,73,238,31.4,NULL,NULL,4.68,99.23,98.21,31.5,7691.13,25,5.3,112,20102.46,7.69,4.45,76.7,27,37,0.03,0.81,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.17,0,0,0,0,0,0,0,0.09,0,0
2008,ali-highsmith-1,0,8,Undrafted,999,Undrafted,Ali Highsmith,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,LSU,SEC,1,72,230,31.19,32,9.63,4.95,76.62,74.29,26.5,6755.89,NULL,NULL,112,19938.11,7.4,4.29,86.21,11,17,10.5,7.92,18.41,0,0,0,0,0,1.49,3.19,1.99,3.97,3.48,7.17,0.35,0.64,0.18,0.2,0.04,0,0.13,0.53,0.13,0.14,0.03,0,0,0,0.03,0
2019,alijah-holder-1,0,8,Undrafted,999,Undrafted,Alijah Holder,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Stanford,Pac-12,1,73,191,25.2,32.5,9.5,4.6,85.32,84.45,36,7419.35,9,-4.9,121,20524.48,6.7,4.15,96.47,73,38,3.5,4.21,7.71,0,0,0,0,0,1.9,3.01,0.86,1.71,2.76,4.72,0.18,0.2,0,0,0.06,0,0.71,0.69,0.2,0.08,0,0,0.02,0,0,0
2011,allen-bailey-1,1,3,Rounds 1-3,86,KAN,Allen Bailey,31,8.1,Success,SR,0,DE,DL,Defense,22,Miami (FL),ACC,1,75,285,35.62,34,10.25,4.71,115.82,119.39,36.5,9427.6,27,3,117,21838.93,7.43,4.56,96.53,66,27,2.12,6.14,8.26,0,0,0,0,0,1,1.56,0.67,1.78,1.67,3.35,0.54,0.82,0.35,0.64,0,0,0.05,0.09,0.05,0,0,0,0,0,0,0
2020,alohi-gilman-1,0,6,Rounds 4-7,186,LAC,Alohi Gilman,0,1.6,Bust,SR,0,FS,DB,Defense,22,Notre Dame,Ind,1,70,201,28.84,30.875,9.25,4.6,89.78,83.45,32,7008.08,17,-0.3,119,20421.57,6.81,4.08,100.04,13,12,5.97,11.25,17.22,0,0,0,0,0,3.66,2.34,2.1,3.08,5.77,5.42,0.27,0.22,0,0.08,0.06,0.08,0.34,0.16,0.07,0.22,0.07,0.07,0,0,0.03,0
2003,alonzo-jackson-1,1,2,Rounds 1-3,59,PIT,Alonzo Jackson,2,11.6,Bust,SR,0,DE,DL,Defense,22,Florida State,ACC,1,76,266,32.38,35,9.25,4.86,95.36,100.27,37,9114.35,14,-6.9,114,20986.05,7.69,4.5,84.33,30,32,8.99,5.87,14.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.08,0,0,0.06,0,0
2009,alphonso-smith-1,1,2,Rounds 1-3,37,DEN,Alphonso Smith,8,15.9,Bust,SR,0,CB,DB,Defense,23,Wake Forest,ACC,1,69,193,28.5,NULL,NULL,4.47,96.68,87.94,34,7152.09,13,-4.1,125,21182.28,7.09,4.38,78.06,95,16,-0.27,7.71,7.45,1,0,0,0.02,0,3.18,2.17,0.61,0.7,3.8,2.86,0.53,0.19,0.2,0,0.3,0.55,0,0,0,0,0,0,0.08,0,0,0
2010,alterraun-verner-1,0,4,Rounds 4-7,104,TEN,Alterraun Verner,34,6.5,Success,SR,0,CB,DB,Defense,21,UCLA,Pac-10,1,70,189,27.12,NULL,NULL,4.52,90.56,84.17,32,6761.55,11,-4.9,116,19712.51,6.7,4.12,96.53,94,27,-2.2,5.99,3.8,0,0,0,0,0,3.68,3.97,1.5,1.63,5.19,5.6,0.17,0.39,0,0,0.19,0.41,0,0,0,0,0,0,0.07,0.08,0,0.08
2020,alton-robinson-1,0,5,Rounds 4-7,148,SEA,Alton Robinson,0,3.6,Bust,SR,0,DE,DL,Defense,22,Syracuse,ACC,1,75,264,32.99,32.375,9.25,4.69,109.13,112.49,35.5,8841.99,25,3.6,119,21715.86,7.32,4.32,100.67,69,89,-0.75,-2.03,-2.79,0,0,0,0,0,1.92,1.56,0.81,1.7,2.72,3.26,0.89,0.64,0.57,0.28,0,0,0.07,0.21,0.15,0.07,0.07,0,0,0,0,0
2008,alvin-bowen-1,0,5,Rounds 4-7,147,BUF,Alvin Bowen,0,3.6,Bust,SR,0,OLB,LB,Defense,24,Iowa State,Big 12,1,73,223,29.42,35,10,4.79,84.72,83.86,34,7768.41,15,-2.8,119,20873.54,7.21,4.3,88.94,113,94,-7.08,-0.14,-7.21,0,0,0,0,0,7.94,5.36,5.01,2.56,12.95,7.92,0.42,1,0.08,0.15,0.08,0.07,0,0,0,0,0,0,0,0,0,0
2015,alvin-dupree-1,1,1,Rounds 1-3,22,PIT,Alvin Dupree,27,20.6,Success,SR,0,DE,DL,Defense,22,Kentucky,SEC,1,76,269,32.74,NULL,NULL,4.56,124.43,130.83,42,9946.87,NULL,NULL,138,24747.96,NULL,NULL,NULL,62,95,3.24,-1.68,1.55,0,0,0,0,0,1.29,3.37,1.01,2.05,2.31,5.42,0.34,1.1,0.3,0.76,0,0.08,0.09,0.08,0.06,0.22,0.03,0,0,0.08,0,0
2010,al-woods-2,0,4,Rounds 4-7,123,NOR,Al Woods,23,5.1,Success,SR,0,DT,DL,Defense,23,LSU,SEC,1,76,309,37.61,36,11,5.15,87.85,92.37,37,9997.75,NULL,NULL,109,21098.57,7.45,4.67,100.24,77,11,2.28,10.42,12.7,0,0,0,0,0,0.65,1.07,0.75,1.29,1.4,2.36,0.09,0.39,0.08,0.07,0,0,0,0.14,0,0,0,0,0,0,0,0
2019,amani-hooker-1,0,4,Rounds 4-7,116,TEN,Amani Hooker,1,5.6,Bust,JR,1,FS,DB,Defense,21,Iowa,Big Ten,1,71,210,29.29,30.125,9.125,4.48,104.26,98.99,37,7963.87,14,-3.7,123,21223.18,6.81,4.1,103.76,44,11,3.6,9.53,13.14,0,0,0,0,0,2.73,2.8,0.99,2.25,3.71,5.05,0,0.27,0,0.07,0.11,0.3,0.11,0.52,0,0,0,0,0.05,0,0,0
2019,amani-oruwariye-1,0,5,Rounds 4-7,146,DET,Amani Oruwariye,1,3.7,Bust,SR,0,CB,DB,Defense,23,Penn State,Big Ten,1,74,205,26.32,31.375,9,4.47,102.7,103.75,36.5,7784.06,17,2.2,120,20657.92,6.82,4.16,98.73,32,23,5.05,7.27,12.32,0,0,0,0,0,1.01,2.63,0.87,0.74,1.88,3.37,0,0.07,0,0,0.13,0.22,0.3,0.79,0,0.07,0,0,0.03,0,0,0
2010,amari-spievey-1,1,3,Rounds 1-3,66,DET,Amari Spievey,12,10.5,Success,JR,1,CB,DB,Defense,22,Iowa,Big Ten,1,71,195,27.19,32,9.63,4.52,93.44,88.71,35,7347.35,NULL,NULL,116,19835.77,NULL,NULL,NULL,86,8,0.25,10.01,10.26,0,0,0,0,0,3.32,3.23,1.81,1.08,5.13,4.31,0.08,0.08,0,0,0.26,0.16,0,0,0,0,0,0,0.06,0,0,0
2015,amarlo-herrera-1,0,6,Rounds 4-7,207,IND,Amarlo Herrera,0,0.7,Bust,SR,0,ILB,LB,Defense,23,Georgia,SEC,1,73,244,32.19,32.75,9.63,4.83,89.67,88.75,32,7891.49,23,2.6,111,20071.55,7.35,4.27,93.68,8,16,10.88,7.96,18.84,0,0,0,0,0,2.44,3.16,2.75,5.1,5.18,8.26,0.26,0.72,0.01,0.24,0.06,0.08,0.21,0.08,0.07,0.07,0,0.07,0.03,0,0,0
2020,amik-robertson-1,0,4,Rounds 4-7,139,LVR,Amik Robertson,0,4.1,Bust,JR,1,CB,DB,Defense,22,Louisiana Tech,CUSA,0,68,187,28.43,30.25,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,30,-0.46,-0.59,-1.05,0,0,0,0,0.08,3.44,3.3,1.1,1.2,4.54,4.5,0.55,0.6,0.11,0.07,0.34,0.35,0.68,1.12,0.04,0.08,0.04,0.08,0.04,0.14,0,0
2007,amobi-okoye-1,1,1,Rounds 1-3,10,HOU,Amobi Okoye,24,26.9,Bust,SR,0,DT,DL,Defense,20,Louisville,Big East,1,74,302,38.77,34.75,10,5.07,91.41,92.35,30,8774.69,29,2.1,111,21263.11,7.46,NULL,NULL,4,17,13.21,6.73,19.94,0,0,0,0,0,0.94,3.11,1.03,1.19,1.97,4.3,0.34,1,0.04,0.58,0,0,0,0.07,0,0.16,0,0,0,0,0,0
2012,andre-branch-1,1,2,Rounds 1-3,38,JAX,Andre Branch,21,15.7,Success,SR,0,DE,DL,Defense,23,Clemson,ACC,1,76,259,31.52,34,9,4.67,108.91,114.51,32.5,8276.74,19,-1,120,21767.31,7.19,4.25,105.85,23,81,8.74,-2.2,6.54,0,0,0,0,0,1.3,2.57,1.37,2.51,2.66,5.08,0.43,1.12,0.19,0.76,0,0,0.26,0.07,0,0.07,0,0.07,0,0,0,0
2001,andre-carter-1,1,1,Rounds 1-3,7,SFO,Andre Carter,60,29.3,Success,SR,0,DE,DL,Defense,22,California,Pac-10,1,76,249,30.31,35.5,9.5,4.84,90.75,95.42,38.5,8996.36,20,1.2,132,23412.01,NULL,4.24,NULL,81,74,1.37,0.75,2.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,andre-chachere-1,0,8,Undrafted,999,Undrafted,Andre Chachere,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,San Jose State,MWC,0,72,200,27.12,NULL,NULL,4.49,98.42,95.42,38,7912.61,13,-2.7,123,21017.74,6.78,4.07,101.02,126,127,-10.41,-7.98,-18.4,0,0,0,0,0,1.79,2.43,0.61,0.44,2.4,2.86,0.07,0.12,0.03,0,0.22,0.08,0.8,0.33,0.08,0,0,0.06,0,0,0,0
2001,andre-dyson-1,1,2,Rounds 1-3,60,TEN,Andre Dyson,34,11.4,Success,SR,0,CB,DB,Defense,22,Utah,MWC,1,70,179,25.68,NULL,NULL,4.4,95.52,88.77,NULL,NULL,NULL,NULL,119,19969.6,NULL,NULL,NULL,85,19,-5.22,5.03,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.31,0,0.09
2008,andre-fluellen-1,1,3,Rounds 1-3,87,DET,Andre Fluellen,7,8,Bust,SR,0,DT,DL,Defense,23,Florida State,ACC,1,74,296,38,NULL,NULL,5,94.72,95.69,NULL,NULL,28,1.9,NULL,NULL,NULL,NULL,NULL,91,35,-0.72,5.74,5.02,0,0,0,0,0,0.94,0.84,1.17,0.92,2.11,1.76,0.61,0.17,0.14,0.15,0,0,0.04,0.15,0,0,0,0,0,0,0,0
2002,andre-goodman-1,0,8,Undrafted,999,Undrafted,Andre Goodman,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,South Carolina,SEC,1,70,182,26.11,NULL,NULL,4.36,100.73,93.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,12,3.48,8.88,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0
2014,andre-hal-1,0,7,Rounds 4-7,216,HOU,Andre Hal,19,0.4,Success,SR,0,CB,DB,Defense,22,Vanderbilt,SEC,1,70,188,26.97,30.5,8.63,4.5,91.69,85.22,35.5,7280.63,15,-0.7,119,20154.49,7.14,4.27,77.64,55,44,4.66,3.34,8.01,0,0,0,0.03,0,1.53,2.56,0.51,1.24,2.03,3.8,0.05,0.74,0,0,0.07,0.22,0.05,1.09,0,0,0,0.08,0,0,0,0
2018,andre-smith-7,0,7,Rounds 4-7,234,CAR,Andre Smith,1,0.1,Success,JR,1,ILB,LB,Defense,21,North Carolina,ACC,1,72,237,32.14,33.125,10,4.63,103.15,100.01,NULL,NULL,19,-1.3,NULL,NULL,NULL,NULL,NULL,83,88,-0.52,-1.3,-1.82,0,0,0,0,0,2.66,4.36,2.87,4.8,5.53,9.16,0.27,0.22,0.09,0,0.04,0.49,0.18,0.49,0.07,0,0,0,0,0,0,0
2016,andrew-billings-1,0,4,Rounds 4-7,122,CIN,Andrew Billings,14,5.2,Success,JR,1,DT,DL,Defense,21,Baylor,Big 12,1,73,311,41.03,33,10,5.05,95.64,94.66,27.5,8574.15,31,2.3,113,21756.37,8.05,4.82,79.35,1,78,12.69,0.39,13.08,0,0,0,0,0,1.56,2.39,0.92,0.62,2.48,3.01,0.57,1.08,0.1,0.44,0,0,0,0,0.03,0.08,0,0,0,0,0,0
2018,andrew-brown-2,0,5,Rounds 4-7,158,CIN,Andrew Brown,2,3,Bust,SR,0,DE,DL,Defense,22,Virginia,ACC,1,76,296,36.03,34.5,9.375,5.03,92.48,97.24,28,8343.07,31,6.4,101,19598.07,7.51,4.48,100.26,107,79,-1.39,1.33,-0.06,0,0,0,0,0,0.83,1.44,0.83,2.24,1.66,3.69,0.52,0.84,0.23,0.35,0,0,0.15,0,0,0.08,0.03,0,0,0,0,0
2014,andrew-jackson-3,0,6,Rounds 4-7,203,IND,Andrew Jackson,1,0.9,Success,SR,0,ILB,LB,Defense,22,Western Kentucky,Sun Belt,0,73,254,33.51,NULL,NULL,4.9,88.12,87.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,45,-0.01,-0.51,-0.52,0,0,0,0,0,1.75,4.21,2.9,3.96,4.65,8.17,0.73,0.51,0.13,0.14,0.04,0,0.04,0,0.04,0,0.04,0,0,0,0,0
2011,andrew-mcgee-1,0,8,Undrafted,999,Undrafted,Andrew McGee,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Oklahoma State,Big 12,1,71,195,27.19,31.38,9.25,4.71,79.25,75.24,34,7193.17,NULL,NULL,117,19989.95,NULL,NULL,NULL,3,61,15.1,1.53,16.62,0,0,0,0,0,2.17,2.7,0.58,0.66,2.76,3.36,0.08,0.2,0,0,0.07,0.29,0,0,0,0,0,0,0,0,0,0
2019,andrew-van-ginkel-1,0,5,Rounds 4-7,151,MIA,Andrew Van ginkel,1,3.4,Bust,SR,0,OLB,LB,Defense,24,Wisconsin,Big Ten,1,75,241,30.12,32.5,9.375,NULL,NULL,NULL,38,8754.92,17,-1.5,123,21860.05,6.89,4.14,113.98,62,35,3.5,4.17,7.68,0,0,0,0,0,2.03,3.37,1.02,1.73,3.05,5.1,0.78,0.82,0.49,0.49,0.15,0,0.15,0.27,0.16,0.17,0.08,0,0.08,0,0,0
2003,andrew-williams-1,1,3,Rounds 1-3,89,SFO,Andrew Williams,1,7.8,Bust,SR,0,DE,DL,Defense,24,Miami (FL),Big East,1,74,263,33.76,32.5,10.5,4.7,107.79,108.9,32,8281.83,29,7,113,20770.24,7.53,4.47,88.78,4,22,14.02,6.33,20.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.08,0,0,0,0.08
2019,andrew-wingard-1,0,8,Undrafted,999,Undrafted,Andrew Wingard,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Wyoming,MWC,0,72,209,28.34,30.5,8.625,4.56,96.68,93.73,36.5,7866.24,9,-7.8,121,20894.28,7.08,4.2,90.37,119,29,-9.14,5.69,-3.45,0,0,0,0,0,5.59,3.66,3.35,3.26,8.95,6.91,0.55,0.2,0.08,0.08,0.23,0.15,0.21,0.08,0.12,0,0.02,0,0,0,0,0
2020,anfernee-jennings-1,1,3,Rounds 1-3,87,NWE,Anfernee Jennings,0,8,Bust,SR,0,OLB,LB,Defense,23,Alabama,SEC,1,74,256,32.86,32.875,9.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,13,13.02,8.09,21.11,0,0,0,0,0,1.1,3.34,1.22,2.82,2.32,6.17,0.41,0.93,0.11,0.59,0.02,0.07,0.23,0.37,0.05,0.07,0.03,0,0,0,0.02,0
2015,angelo-blackson-1,0,4,Rounds 4-7,100,TEN,Angelo Blackson,12,6.9,Success,SR,0,DT,DL,Defense,22,Auburn,SEC,1,76,318,38.7,33.75,9.75,5.02,100.15,105.3,31,9257.58,20,-7.3,101,20050.04,7.5,4.57,104.88,25,63,11.92,3.07,14.99,0,0,0,0,0,0.21,1.01,0.37,0.42,0.59,1.43,0.12,0.46,0.01,0.25,0,0,0,0,0.03,0,0,0,0,0,0,0
2008,angelo-craig-1,0,7,Rounds 4-7,244,CIN,Angelo Craig,0,0.1,Bust,SR,0,OLB,LB,Defense,NULL,Cincinnati,Big East,0,76,252,30.67,33.38,9.5,5.07,76.28,80.2,30.5,7824.57,21,1.8,118,21315.15,NULL,NULL,NULL,16,12,6.69,6.71,13.4,0,0,0,0,0,1.04,1.48,0.71,1.41,1.75,2.9,0.39,0.54,0.14,0.18,0,0,0.07,0.12,0,0,0,0.13,0,0,0,0.07
2007,anthony-arline-1,0,8,Undrafted,999,Undrafted,Anthony Arline,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Baylor,Big 12,1,74,199,25.55,35,8.63,4.43,103.34,104.4,34.5,7352.44,12,-2.1,124,21151.37,7.02,4.46,80.2,59,110,1.49,-6.11,-4.62,0,0,0,0,0,0.59,1.65,0.35,0.39,0.94,2.05,0,0.08,0,0,0.17,0.16,0,0,0,0,0,0,0,0,0,0.08
2018,anthony-averett-1,0,4,Rounds 4-7,118,BAL,Anthony Averett,2,5.5,Bust,SR,0,CB,DB,Defense,23,Alabama,SEC,1,72,185,25.09,NULL,NULL,4.36,102.39,99.27,31.5,6602.29,13,-0.9,119,20092.86,6.93,4.4,78.59,15,1,4.67,16.58,21.25,0,0,0,0,0,1.54,2.21,0.55,1.21,2.09,3.42,0.1,0.29,0.03,0.07,0,0.07,0.24,0.56,0.07,0,0,0,0,0,0,0
