Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2000,Bobby Williams,Arkansas,OT,75.8,332,11.25,34.75,,5.34,28,29,97,4.72,7.78,
2000,Jack Williams,Azusa Pacific (CA),SS,70.3,206,9,29.5,,4.74,15,31.5,108,4.65,7.15,11.99
2000,James Williams,Marshall (WV),WR,70.9,180,9.63,30.5,,4.6,,36,123,4.16,7.22,11.48
2000,Josh Williams,Michigan,DT,75.5,282,10,32.13,,4.93,,30.5,111,4.25,7.22,
2000,Antonio Wilson,Texas A&M-Commerce,OLB,74,245,,,,4.56,11,,,9.99,9.99,
2000,Cedric Woodard,Texas,DT,74.5,290,10,34.75,,5.23,23,30.5,109,9.99,9.99,
2000,Destry Wright,Jackson State (MS),RB,71.3,216,9.75,30.75,,4.88,15,29.5,112,4.41,7.15,11.87
2000,Spergon Wynn,Texas State,QB,75.4,229,10,33.25,25,4.95,,34,108,4.59,7.71,
2000,Bashir Yamini,Iowa,WR,75.3,191,10,32.5,,4.55,,33,130,4.18,7.09,11.34
2000,Brian Young,Texas-El Paso,DE,74.4,278,10,31.5,,4.96,27,29.5,106,4.47,7.2,
2001,Keith Adams,Clemson,OLB,70.6,219,8.5,31.13,,4.81,24,,104,9.99,9.99,
2001,Dan Alexander,Nebraska,FB,71.9,257,9.5,31,,4.48,15,34,115,4.16,7.34,11.09
2001,Brian Allen,Florida State,OLB,72.1,238,9,31.5,,4.65,25,,,9.99,9.99,
2001,David Allen,Kansas State,RB,68.8,194,8.25,31.5,,4.65,15,31,111,9.99,9.99,
2001,Will Allen,Syracuse,CB,70.5,192,7.5,30,,4.44,14,39.5,121,3.9,6.78,10.96
2001,Scotty Anderson,Grambling State (LA),WR,74.1,184,7.5,31.5,,4.57,,34.5,115,9.99,9.99,
2001,Adam Archuleta,Arizona State,SS,71.9,211,7.75,30.5,,4.46,31,,,9.99,9.99,
2001,Tom Ashworth,Colorado,OG,77.8,293,10,35,,5.11,20,33.5,109,4.3,7.4,
2001,Billy Baber,Virginia,TE,75.6,255,9.5,32.5,,4.77,22,33,106,4.19,7.12,11.68
2001,Jeff Backus,Michigan,OT,77.5,310,9.5,32.5,,5.29,25,27,99,4.67,8.27,
2001,Alex Bannister,Eastern Kentucky,WR,76.6,201,8.5,32,,4.5,,30.5,110,9.99,9.99,
2001,Kevan Barlow,Pittsburgh,RB,73.1,235,9,32,,4.56,,32,,9.99,9.99,
2001,Idrees Bashir,Memphis,FS,74.3,206,9.5,31.5,,4.55,22,40,126,4.2,7.14,
2001,Gary Baxter,Baylor,CB,73.6,204,8,31,,4.52,,37.5,122,4.21,7.39,11.71
2001,Jonathan Beasley,Kansas State,QB,73,227,,,20,4.85,,29.5,102,4.38,7.55,
2001,Monty Beisel,Kansas State,DE,75.8,270,9.5,32,,4.82,26,34.5,110,4.28,7.32,
2001,Kendrell Bell,Georgia,ILB,73.3,234,10.5,32,,4.62,24,38.5,124,4.5,7.25,11.61
2001,Marcus Bell,Memphis,DT,73.5,319,10,32.5,,5.28,17,,98,4.71,8.07,
2001,Michael Bennett,Wisconsin,RB,69.3,207,8.5,31,,4.44,13,39.5,130,9.99,9.99,
2001,Eddie Berlin,Northern Iowa,WR,71.4,191,8.5,30.5,,4.44,,39.5,122,4.06,6.78,11.35
2001,Cory Bird,Virginia Tech,SS,70.3,217,10,30.25,,4.6,22,,,9.99,9.99,
2001,Darvell Bivens,Northwestern State (LA),FB,70.1,255,8.5,30,,5.03,32,33.5,108,4.38,7.81,12.43
2001,Randy Black,Nevada Las Vegas,SS,71.9,205,8.75,29.5,,4.71,,35.5,115,4.2,7.14,11.56
2001,Harold Blackmon,Northwestern,CB,71.4,210,8,31,,4.47,17,37,121,4.28,7.03,11.6
2001,Derrick Blaylock,Stephen F. Austin (TX),RB,69.9,194,8,29.5,,4.39,18,35.5,119,4.09,7.05,11.43
2001,Josh Booty,Louisiana State,QB,74.5,221,9.5,32,27,4.95,,29.5,105,4.48,7.54,
2001,Jarvis Borum,North Carolina State,OG,79.1,332,10,35,,5.04,25,30.5,107,4.83,8.08,
2001,James Boyd,Penn State,SS,71,207,,,,4.59,,32.5,117,4.24,7.29,
2001,Roylin Bradley,Texas A&M,OLB,73.1,243,9,32,,4.67,19,34,116,4.28,7.16,11.75
2001,Drew Brees,Purdue,QB,72.3,213,10.25,31,28,4.85,,32,105,4.21,7.09,
2001,Sean Brewer,San Jose State,TE,75.8,255,9.5,31,,4.75,14,36,117,4.18,7.37,12.15
2001,Chris Brown,Georgia Tech,OT,77.1,329,9.5,34.5,,5.33,30,36,,9.99,9.99,
2001,Kenny Bryant,Jackson State (MS),CB,70.6,190,8.75,31,,4.63,10,37.5,117,4.15,7.5,11.71
2001,Correll Buckhalter,Nebraska,RB,73,226,,,,4.53,11,40,,4.06,7.08,
2001,Derrick Burgess,Mississippi,DE,74.4,264,9,33.5,,4.9,24,40,125,9.99,7.85,
2001,Jerametrius Butler,Kansas State,CB,70,173,,,,4.57,11,36,121,4.4,7.22,
2001,John Capel,Florida,WR,70.6,177,8.5,29.5,,4.41,,36.5,126,9.99,9.99,
2001,Elliott Carson,Vanderbilt,TE,76.5,246,9.5,32.25,,4.96,16,36,115,4.21,7.52,11.85
2001,Robert Carswell,Clemson,FS,71.9,214,9.5,30,,4.59,21,34,106,4.18,7.14,11.82
2001,Andre Carter,California,DE,76.4,249,9.5,35.5,,4.84,20,38.5,132,4.24,9.99,
2001,Jonathan Carter,Troy (AL),WR,71.6,180,8,33,,4.4,,42.5,134,4.25,7.28,11.77
2001,Quincy Carter,Georgia,QB,74.1,225,9,32.5,30,4.61,,35.5,113,4.12,7.12,
2001,Quinton Caver,Arkansas,ILB,75.9,227,9,33,,4.66,23,37.5,118,4.25,7.66,11.87
2001,Chris Chambers,Wisconsin,WR,71.6,210,9,34,,4.33,,45,134,4,9.99,
2001,Derrick Chambers,Florida,DT,75.6,299,9.75,35,,4.98,32,,,9.99,9.99,
2001,Patrick Chukwurah,Wyoming,OLB,73.6,238,8.5,31.5,,4.75,24,40,119,4.21,7.34,11.78
2001,Tay Cody,Florida State,CB,69.1,181,7.5,30.5,,4.55,11,,,9.99,9.99,
2001,Justin Coleman,Nebraska-Kearney,QB,76.4,238,9,31.5,31,5.19,20,29.5,101,4.62,7.78,11.21
2001,Derek Combs,Ohio State,RB,72.1,193,9.5,31.5,,4.45,8,35,120,4.07,6.96,10.97
2001,Jameel Cook,Illinois,FB,69.9,226,8,28.5,,4.79,17,29.5,108,4.38,7.55,12.09
2001,Chris Cooper,Nebraska-Omaha,DE,77.3,272,10,33,,4.96,24,35.5,114,4.21,7.12,
2001,Jarrod Cooper,Kansas State,SS,72.5,222,9.5,31.5,,4.43,,41.5,130,3.9,6.87,10.71
2001,Rodney Crayton,Auburn,CB,67.6,178,8,29,,4.58,13,35.5,118,4.4,7.25,11.43
2001,Rick Crowell,Colorado State,OLB,74.8,242,9,30.5,,5,19,31.5,109,4.35,7.54,12.34
2001,Corey Crume,Eastern Kentucky,RB,71.3,225,9.5,31,,4.78,15,37,115,4.32,7.36,11.9
2001,Alge Crumpler,North Carolina,TE,74.5,266,10.5,34,,4.79,22,34,112,4.43,7.38,11.9
2001,Will Cuthbert,Alabama,OG,77.1,318,9.5,33.5,,5.75,17,24.5,91,5.06,8.84,
2001,Ennis Davis,Southern California,DT,75.9,302,9.5,33.25,,5.1,23,27.5,99,4.87,7.98,
2001,Leonard Davis,Texas,OT,78,370,,,,5.32,33,28,105,5.18,8.2,
2001,Rick DeMulling,Idaho,OG,75.9,307,10.5,33.5,,5.29,32,31.5,108,4.6,7.62,
2001,Ryan Diem,Northern Illinois,OT,78.9,338,10,34,,5.14,,34,102,4.46,7.5,
2001,Tony Dixon,Alabama,SS,73.1,213,10.25,31.5,,4.57,17,37,117,9.99,7.38,
2001,Charron Dorsey,Florida State,OT,77.6,348,11,34.5,,6.03,16,,,9.99,9.99,
2001,Eric Downing,Syracuse,DT,76,302,,,,5.23,27,,,9.99,9.99,
2001,Shawn Draper,Alabama,OG,75.4,303,10,33.5,,5.28,17,32,106,4.77,8.1,
2001,Patrick Dyson,Utah,CB,70,179,9,30,,4.55,,31.5,119,9.99,9.99,
2001,Nijrell Eason,Arizona State,CB,72.8,201,9.5,31.5,,4.59,19,34.5,119,9.99,9.99,
2001,Ron Edwards,Texas A&M,DT,75.3,293,10,33.5,,4.84,,,,9.99,9.99,
2001,Heath Evans,Auburn,FB,71.9,246,9,31.5,,4.61,30,34.5,111,4.24,7.3,11.86
2001,Mario Fatafehi,Kansas State,DT,73.9,295,9.5,32,,5.27,,,,9.99,9.99,
2001,Robert Ferguson,Texas A&M,WR,73,205,,,,4.48,,36.5,120,4.07,7.24,
2001,Bill Ferrario,Wisconsin,OG,74.3,314,9.5,32,,5.3,17,,,9.99,9.99,
2001,Dauntae' Finger,North Carolina,TE,76,262,,,,5.09,15,33.5,103,4.59,7.95,
2001,Richmond Flowers,Tennessee-Chattanooga,WR,71.1,195,9.5,29.5,,4.56,,35.5,114,3.96,6.98,10.99
2001,Kynan Forney,Hawaii,OG,74.4,312,9.13,32.25,,5.29,23,27,97,4.7,8.56,
2001,Shawn Forte,Maryland,FS,72.8,204,8.5,30,,4.54,20,,,9.99,9.99,
2001,Curtis Fuller,Texas Christian,FS,69.9,186,9.5,29.5,,4.43,18,36,114,4.21,7.2,
2001,Mike Gandy,Notre Dame,OG,76.4,305,10,34,,5.2,,30.5,103,4.71,8.03,
2001,Rod Gardner,Clemson,WR,74.3,219,10,33,,4.48,,36,,9.99,9.99,
2001,Roberto Garza,Texas A&M-Kingsville,C,74.1,303,10,32.5,,5.01,37,32.5,114,4.53,7.71,
2001,Reggie Germany,Ohio State,WR,73.1,183,9,32,,4.42,,32,,9.99,9.99,
2001,Derrick Gibson,Florida State,SS,73.6,218,9,33.25,,4.45,17,,,9.99,9.99,
2001,Jason Glenn,Texas A&M,OLB,72.6,236,9.75,32.5,,4.93,14,36,115,4.31,7.16,11.75
2001,Kenneth Grant,Kentucky,CB,70.3,204,9,31.5,,4.5,,39,115,4.34,7.15,11.59
2001,Morlon Greenwood,Syracuse,OLB,72.4,237,10.5,31,,4.61,21,33.5,112,4.08,7.62,11.78
2001,Shane Griggs,Idaho State,QB,75.9,199,8.5,32,29,4.84,,,,9.99,9.99,
2001,Adam Haayer,Minnesota,OG,78.1,298,8.5,34.13,,5.3,23,,,9.99,9.99,
2001,Corey Hall,Appalachian State (NC),FS,75.5,198,8,32.5,,4.52,14,36.5,127,9.99,9.99,
2001,Ben Hamilton,Minnesota,C,77,303,10,33,,5.29,17,33.5,106,4.62,7.62,
2001,Casey Hampton,Texas,DT,73.3,314,9.5,31.25,,5.25,34,,,9.99,9.99,
2001,Antoine Harris,Southern California,TE,75.4,260,9.5,32,,4.93,11,26,,9.99,9.99,
2001,Shaunard Harts,Boise State,SS,71.6,200,8,31,,4.51,12,34.5,119,9.99,7.14,
2001,Edgerton Hartwell,Western Illinois,ILB,73,250,,,,4.86,18,36.5,114,4.56,7.64,
2001,Tim Hasselbeck,Boston College,QB,73,211,,,23,4.83,,33,113,4.4,7.27,
2001,Reggie Hayward,Iowa State,DE,77,255,9,34.5,,4.9,21,41,127,4.43,7.43,
2001,Todd Heap,Arizona State,TE,76.6,252,9.5,33,,4.68,22,32,,9.99,9.99,
2001,Jamie Henderson,Georgia,CB,73.5,202,10,32,,4.48,10,40.5,125,4.12,6.9,11.6
2001,Anthony Henry,South Florida,CB,72.8,198,9,32.5,,4.57,15,41,126,4.2,6.9,11.28
2001,Travis Henry,Tennessee,RB,69.1,223,8,30,,4.61,23,35.5,,9.99,9.99,
2001,Anthony Herron,Iowa,DE,75,280,10,33.5,,5.14,26,36,114,4.43,7.58,
2001,Josh Heupel,Oklahoma,QB,73.8,215,8.5,31.25,30,4.82,,37.5,114,4.15,7.18,
2001,Renaldo Hill,Michigan State,CB,71,178,8.5,30.5,,4.59,10,35.5,116,4.18,7.07,11.46
2001,Russ Hochstein,Nebraska,OG,75.5,300,9,33,,5.43,16,26.5,95,4.69,7.85,
2001,Sedrick Hodge,North Carolina,OLB,75.8,244,9,31.5,,4.48,21,32,120,4.09,9.99,11.05
2001,Paul Hogan,Alabama,C,75,290,10,31,,5.46,26,29,102,4.54,7.78,
2001,Jabari Holloway,Notre Dame,TE,74.4,253,11,33,,4.94,20,38.5,113,4.4,7.14,11.4
2001,Menson Holloway,Texas-El Paso,DE,74,284,9.5,33,,4.9,19,34.5,111,4.43,7.54,
2001,Rashad Holman,Louisville,CB,70.6,186,9.5,32,,4.58,6,42,129,3.85,7.09,11.21
2001,Derek Homer,Kentucky,RB,68.4,194,9,30,,4.58,,32.5,113,4.3,7.24,11.65
2001,Margin Hooks,Brigham Young,WR,70.6,191,9,31,,4.46,,36,116,4.18,7.08,11.51
2001,Willie Howard,Stanford,DT,75.4,295,9,33,,4.94,23,,,9.99,9.99,
2001,John Howell,Colorado State,FS,71.6,204,8.5,31.5,,4.6,14,37,121,4.12,6.87,11.06
2001,Orlando Huff,Frenso State (CA),OLB,74.4,245,9.25,31.5,,4.7,16,,,9.99,9.99,
2001,Steve Hutchinson,Michigan,OG,77.1,315,10.25,32.5,,5.14,31,33.5,106,4.74,7.82,
2001,James Jackson,Miami (FL),RB,70.4,210,9.5,31,,4.55,,35,,9.99,9.99,
2001,Cedric James,Texas Christian,WR,74.3,204,10.5,34,,4.49,,43,134,9.99,9.99,
2001,Michael Jameson,Texas A&M,FS,71.4,186,9,30.5,,4.48,9,34.5,118,4.2,7.13,11.3
2001,Kris Jenkins,Maryland,DT,76.9,318,9.5,34,,5.18,33,31,108,4.4,7.85,
2001,Ortege Jenkins,Arizona,QB,72.6,234,9,32,14,4.83,,34.5,108,4.4,7.32,
2001,Jonas Jennings,Georgia,OT,75.6,334,10,34,,5.27,31,29.5,102,4.93,8.08,
2001,Ligarius Jennings,Tennessee State,CB,69.5,202,8.5,30,,4.62,11,34,120,4.03,7.07,11.46
2001,Chad Johnson,Oregon State,WR,73,192,9.5,32,,4.58,,33,108,4.14,7.51,
2001,Jevaris Johnson,Georgia,TE,77.5,257,8.5,33.5,,4.9,18,29,,9.99,9.99,
2001,Rudi Johnson,Auburn,RB,69.6,227,9,30.5,,4.57,24,37.5,119,4.22,7.32,11.84
2001,Kenyatta Jones,South Florida,OT,75,308,9.25,33,,5.02,31,,,9.99,9.99,
2001,Lamont Jordan,Maryland,RB,70.3,234,9.75,31,,4.57,24,37,,9.99,9.99,
2001,Bhawoh Jue,Penn State,CB,72.3,199,8.5,31,,4.53,,34.5,113,4.27,7.21,11.84
2001,Kevin Kasper,Iowa,WR,72,199,9.5,30.5,,4.44,,43.5,126,3.73,6.56,10.43
2001,Michael Keathley,Texas Christian,OG,75.6,308,10,32,,5.22,28,32.5,,9.99,9.99,
2001,Eric Kelly,Kentucky,CB,70.5,199,7.75,30.5,,4.47,15,36,120,4.18,7.24,11.43
2001,Rod Kelly,Northeastern State (OK),DE,77,254,,,,4.93,20,28.5,114,4.55,7.93,
2001,Andre King,Miami (FL),WR,71.9,199,9.5,31.25,,4.61,,35.5,,9.99,9.99,
2001,Ross Kolodziej,Wisconsin,DE,75,290,,,,4.87,25,34.5,111,4.36,7.32,
2001,Justin Kurpeikis,Penn State,DE,76,252,,,,4.97,22,31.5,118,4.1,6.82,
2001,George Layne,Texas Christian,FB,71.5,242,8.5,29.5,,4.64,,32,115,4.19,7.08,11.51
2001,Matt Lehr,Virginia Tech,OG,74,290,9.5,32,,5.28,28,31.5,111,4.44,7.59,
2001,Cleo Lemon,Arkansas State,QB,74,226,,,18,4.87,,35.5,106,4.27,7.33,
2001,Damione Lewis,Miami (FL),DT,74.8,293,8.5,34,,4.9,22,,,9.99,9.99,
2001,Victor Leyva,Arizona State,OG,75.4,313,9.5,32.25,,5.33,37,30,105,4.73,8,
2001,Matt Light,Purdue,OT,76.8,311,9,33.5,,5.3,26,,,4.49,7.84,
2001,Alex Lincoln,Auburn,ILB,72.1,251,9.5,30,,4.79,22,35,111,9.99,9.99,
2001,DeAngelo Lloyd,Tennessee,DE,77,264,10.5,32,,4.88,15,,,9.99,9.99,
2001,Arther Love,South Carolina State,TE,75.6,236,8.5,33,,4.85,24,36,,9.99,9.99,
2001,LaShaun Mack,Norfolk State (VA),C,75,299,,,,5.56,17,26.5,92,4.99,8.59,
2001,Brandon Manumaleuna,Arizona,TE,74.1,275,10,33,,5,,30,106,4.26,7.49,11.59
2001,David Martin,Tennessee,WR,76.1,242,9,32.25,,4.76,,37,127,9.99,9.99,
2001,Deuce McAllister,Mississippi,RB,73.1,222,9.13,31.5,,4.41,20,37.5,,9.99,9.99,
2001,Justin McCareins,Northern Illinois,WR,73.8,209,9.5,32,,4.46,,41,129,3.99,7.06,11.09
2001,Dustin McClintock,Alabama,FB,73.5,259,9.75,31,,5.37,7,30,105,4.58,8.1,
2001,Quentin McCord,Kentucky,WR,70.1,191,8,30,,4.49,,36.5,112,4.18,7.17,
2001,Marlon McCree,Kentucky,SS,71,197,8.5,30,,4.6,10,38,117,4.1,7.36,12.18
2001,Kareem McKenzie,Penn State,OT,77.9,328,10.5,35,,5.28,20,33,104,4.8,7.87,
2001,Mike McMahon,Rutgers,QB,74.4,207,9.75,32,27,4.55,,37.5,124,4.12,7.12,
2001,Shad Meier,Kansas State,TE,77,256,10.25,32,,4.84,20,34,113,4.15,7.14,11.65
2001,Willie Middlebrooks,Minnesota,CB,73.6,200,8.5,31,,4.5,17,,,9.99,9.99,
2001,Romaro Miller,Mississippi,QB,72.1,205,10.5,31.5,11,4.64,,35,110,4.51,7.4,
2001,Shawn Mills,Southern Mississippi,WR,72,180,8,29.5,,4.54,,34.5,116,4.15,7.12,11.51
2001,Snoop Minnis,Florida State,WR,73,171,,,,4.57,,37.5,115,4.07,7.06,
2001,Travis Minor,Florida State,RB,70.1,197,8.5,31,,4.46,9,32,115,9.99,9.99,
2001,Dwayne Missouri,Northwestern,DE,77,258,,,,5.03,21,38,116,4.4,7.5,
2001,Freddie Mitchell,UCLA,WR,71.4,185,8.5,31,,4.47,,39.5,120,4.06,6.95,
2001,Hodges Mitchell,Texas,RB,66.6,180,8,29.5,,4.53,15,32.5,,9.99,9.99,
2001,Mario Monds,Cincinnati,DT,75.3,342,10,32.5,,5.04,,28.5,99,4.73,8.06,
2001,Keon Moore,Southern Mississippi,CB,70.9,193,9.25,30.5,,4.57,10,37.5,119,4.2,7.06,11.32
2001,Quincy Morgan,Kansas State,WR,72.9,211,8.5,31.5,,4.48,,33,,9.99,9.99,
2001,Santana Moss,Miami (FL),WR,69.6,184,8.5,29,,4.31,,42,,9.99,9.99,
2001,Leonard Myers,Miami (FL),CB,70.3,190,9.25,30.5,,4.57,13,37,120,4.16,7.21,
2001,Brian Natkin,Texas-El Paso,TE,74.1,251,9.5,33.5,,5.04,20,27,98,4.59,7.78,12.46
2001,Carl Nesmith,Kansas,FS,74,223,8.5,31,,4.95,5,31.5,112,9.99,9.99,
2001,Bobby Newcombe,Nebraska,WR,70.5,195,9.5,32,,4.54,,37,117,3.98,6.86,11.31
2001,Richard Newsome,Michigan State,FS,70.6,203,9,30.5,,4.59,14,,,9.99,9.99,
2001,Mathias Nkwenti,Temple,OG,76,293,,,,5.57,29,35.5,113,4.18,7.66,
2001,Dennis Norman,Princeton,OG,75.9,305,10.5,32.5,,5.16,25,35,107,4.72,8.08,
2001,Moran Norris,Kansas,FB,72.9,250,8.5,33,,4.68,37,31,114,4.5,7.56,11.68
2001,Dan O'Leary,Notre Dame,TE,76,252,,,,5.02,16,32,113,4.31,7.4,
2001,Ifeanyi Ohalete,Southern California,FS,73.6,221,9,31,,4.64,16,,,9.99,9.99,
2001,Chukky Okobi,Purdue,C,73,316,9,33,,5.33,24,32.5,103,4.61,7.87,
2001,Jesse Palmer,Florida,QB,74,231,9.75,31.5,32,4.79,,35.5,112,4.29,7.13,
2001,Saul Patu,Oregon,DE,74.4,272,11,31.25,,4.98,22,30.5,112,4.43,7.52,
2001,Tupe Peko,Michigan State,C,75.9,300,10.25,32.5,,5.36,18,28,92,4.56,8.1,
2001,Devonte Peterson,Catawba (NC),DE,74.8,275,9,34,,5.02,31,,,9.99,9.99,
2001,Will Peterson,Western Illinois,CB,72,197,8.5,31,,4.51,13,38.5,120,9.99,9.99,
2001,Jeremiah Pharms,Washington,OLB,72.5,257,9.5,32,,4.88,,32.5,106,4.53,7.37,11.9
2001,Carlos Polk,Nebraska,ILB,74.1,251,9,34,,4.72,,,,9.99,9.99,
2001,Nate Poole,Marshall (WV),WR,73.5,198,9,32.5,,4.8,,32.5,112,4.22,7.26,11.69
2001,Ryan Prince,Weber State (UT),TE,76.4,257,9.5,33,,4.98,20,31,102,4.45,7.65,12.56
2001,Casey Rabach,Wisconsin,C,76.5,298,10.5,32,,5.23,19,34.5,,9.99,9.99,
2001,Dominic Raiola,Nebraska,C,74,307,,,,5.13,29,33,108,4.35,7.55,
2001,Ken-Yon Rambo,Ohio State,WR,72.6,196,8,30,,4.34,,39,,9.99,9.99,
2001,Ray Redziniak,Illinois,OG,74.6,296,9,31,,5.46,32,27,92,4.77,8.17,
2001,Jamal Reynolds,Florida State,DE,74.9,267,9.5,32.5,,4.71,,,,9.99,9.99,
2001,Karon Riley,Minnesota,DE,74.4,264,9,32,,4.76,,,,9.99,9.99,
2001,David Rivers,Western Carolina,QB,75,223,,,27,4.73,,31.5,115,4.2,7.37,
2001,Marcellus Rivers,Oklahoma State,TE,76.4,247,8.5,32.5,,4.86,7,32.5,113,4.25,7.04,11.42
2001,Mike Roberg,Idaho,TE,76.4,256,9.5,32.5,,4.75,16,34.5,117,4.4,7.28,12.1
2001,Bernard Robertson,Tulane (LA),OG,74.9,308,9,32,,5.24,19,30,106,4.58,8.06,
2001,Koren Robinson,North Carolina State,WR,73.5,211,9,31.5,,4.61,,38.5,123,9.99,9.99,
2001,Kendrick Rogers,Central Missouri,OT,77,311,,,,5.16,23,,,9.99,9.99,
2001,Sage Rosenfels,Iowa State,QB,76.4,228,10.25,32,32,4.77,,34,107,4.29,7.07,
2001,Jace Sayler,Michigan State,DT,77.1,294,9.75,32.5,,5.07,29,31,105,4.59,7.81,
2001,John Schlecht,Minnesota,DT,72.3,295,10,31.5,,4.93,27,31.5,101,4.3,7.45,
2001,Aaron Schobel,Texas Christian,DE,75.6,263,10.5,32,,4.75,,38,119,4.03,7.16,11.23
2001,Carey Scott,Kentucky State,CB,71.1,208,9,32,,4.58,,30,113,4.18,7.52,11.71
2001,Cedric Scott,Southern Mississippi,DE,78.1,281,9,35,,4.82,23,35.5,107,4.37,7.67,
2001,Anthony Sessions,Tennessee,OLB,71.8,228,8.5,31.5,,4.78,19,,,9.99,9.99,
2001,Marcel Shipp,Massachusetts,RB,70.6,222,10,32,,4.75,18,32.5,115,9.99,9.99,
2001,Elliot Silvers,Washington,OT,78.9,348,11,35,,5.42,19,31.5,99,4.66,7.81,
2001,Rickie Simpkins,Syracuse,DT,74.6,287,8.5,33.5,,5.25,,29.5,97,4.52,7.65,
2001,Dwight Smith,Akron,CB,69.6,212,9,29.5,,4.5,15,33.5,114,9.99,9.99,
2001,Justin Smith,Missouri,DE,76.1,267,9,32.5,,4.64,26,34,117,9.99,9.99,
2001,Kenny Smith,Alabama,DT,76,299,,,,5.24,,30,100,4.8,8,
2001,Omar Smith,Kentucky,OG,73.6,293,10.25,33.5,,5.27,21,30,98,9.99,9.99,
2001,Steve Smith,Utah,WR,69,184,9.25,31.5,,4.44,,38.5,121,4.25,7.44,12.15
2001,Brandon Spoon,North Carolina,ILB,74.4,245,9,31,,4.73,33,35.5,110,4.15,7.3,11.43
2001,Markus Steele,Southern California,OLB,74.9,232,9,30,,4.62,,33,119,4.5,7.15,11.71
2001,Daleroy Stewart,Southern Mississippi,DT,75.5,309,9.5,33.5,,4.86,,33,110,4.72,7.75,
2001,Matt Stewart,Vanderbilt,OLB,75.6,236,10,31.5,,4.75,23,37,117,4.2,7.08,11.15
2001,Russell Stewart,Stanford,TE,76.1,251,9.5,31.25,,4.98,17,28.5,106,4.3,7.46,11.84
2001,Tony Stewart,Penn State,TE,77.5,256,10,34,,4.97,,35.5,109,4.4,7.3,12.03
2001,Michael Stone,Memphis,CB,71.3,191,8.5,32,,4.51,17,41,127,9.99,9.99,
2001,Marcus Stroud,Georgia,DT,78.1,321,10,34.5,,5.13,21,30,110,4.72,8.07,
2001,Tim Stuber,Colorado State,OG,77,315,9.5,31.5,,5.6,22,28,96,4.75,8.06,
2001,Alex Sulfsted,Miami (OH),OG,75.9,312,10,33,,5.3,,30.5,96,9.99,9.99,
2001,Marques Sullivan,Illinois,OT,77.1,338,10,33,,5.31,28,30.5,98,4.8,8.36,
2001,Vinny Sutherland,Purdue,WR,68.6,192,8.5,29.5,,4.57,,32.5,,9.99,9.99,
2001,Joe Tafoya,Arizona,DE,75.9,269,9.5,31,,4.88,28,33,111,4.4,7.65,
2001,Chris Taylor,Texas A&M,WR,70.9,183,7.5,30,,4.37,,35.5,115,3.93,6.81,10.85
2001,David Terrell,Michigan,WR,75.1,213,9.25,31.5,,4.43,,38,,9.99,9.99,
2001,Anthony Thomas,Michigan,RB,73.6,229,10,32,,4.62,20,32.5,115,4.44,7.48,12.09
2001,Clevan Thomas,Florida State,CB,69.1,189,,,,4.6,,36,118,4.24,7.42,
2001,Tarlos Thomas,Florida State,OT,77.4,336,9.5,33,,5.55,19,25,92,4.9,8.6,
2001,LaDainian Tomlinson,Texas Christian,RB,70.3,221,9,31,,4.43,18,40.5,124,4.21,6.84,11.19
2001,Ja'Mar Toombs,Texas A&M,FB,72.3,281,9,31,,4.72,17,30,,9.99,9.99,
2001,Paul Toviessi,Marshall (WV),DE,77.9,260,8.75,35.25,,4.74,,33.5,120,4.32,7.06,
2001,Albert Traylor,Northwestern State (LA),OG,74.8,307,8.5,33.5,,5.41,20,27,96,9.99,8.34,
2001,Marques Tuiasosopo,Washington,QB,73.1,223,9,31,24,4.71,,35.5,115,4.35,7.36,
2001,T.J. Turner,Michigan State,ILB,74.6,273,9.5,32.25,,4.75,,,,9.99,9.99,
2001,Chris Valletta,Texas A&M,OG,75,299,,,,5.32,18,33.5,98,4.53,7.9,
2001,Kyle Vanden Bosch,Nebraska,DE,76.1,270,9.5,32,,4.66,26,36.5,119,4.08,6.82,
2001,Patrick Venzke,Idaho,OT,78,303,9.5,34,,5.21,,34,103,4.59,8.08,
2001,Michael Vick,Virginia Tech,QB,72,210,8.5,31.5,20,4.33,,38,,9.99,9.99,
2001,Keydrick Vincent,Mississippi,OG,77,328,10,34,,5.59,23,32.5,94,9.99,9.99,
2001,Fred Wakefield,Illinois,DE,79.1,287,9.5,33.5,,5.07,26,29,108,4.64,7.49,
2001,Kenyatta Walker,Florida,OT,76.9,311,9.5,34,,5.18,24,31.5,109,4.6,7.7,
2001,Raymond Walls,Southern Mississippi,CB,70.8,176,9,30.5,,4.49,,39,124,4.18,9.99,11.34
2001,Chad Ward,Washington,OG,76.4,321,9,31,,5.2,26,32.5,99,4.9,7.98,
2001,David Warren,Florida State,DE,74.4,253,9,32,,4.73,21,,,4.46,7.53,
2001,Reggie Wayne,Miami (FL),WR,72,198,9,32,,4.45,,36,,9.99,9.99,
2001,Eric Westmoreland,Tennessee,OLB,71.6,236,9,30.5,,4.65,21,36.5,115,4.21,7.47,11.68
2001,Deonce Whitaker,San Jose State,RB,66,177,,,,4.52,23,36,,9.99,9.99,
2001,Emile White,Houston,SS,72.1,219,8.5,32,,4.65,16,34.5,111,9.99,7.26,
