Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2001,jared-fritz-1,/cfb/players/jared-fritz-1.html,104,Jared Fritz,Kent State,MAC,11,52,1971,37.9
2001,adam-anderson-1,/cfb/players/adam-anderson-1.html,105,Adam Anderson,Western Michigan,MAC,11,44,1668,37.9
2001,mike-alexander-1,/cfb/players/mike-alexander-1.html,106,Mike Alexander,Arkansas State,Sun Belt,11,68,2572,37.8
2001,vinnie-burns-1,/cfb/players/vinnie-burns-1.html,107,Vinnie Burns,Virginia Tech,Big East,11,59,2233,37.8
2001,andy-jerdon-1,/cfb/players/andy-jerdon-1.html,108,Andy Jerdon,Akron,MAC,11,54,2039,37.8
2001,chris-rolle-1,/cfb/players/chris-rolle-1.html,109,Chris Rolle,Wake Forest,ACC,11,33,1246,37.8
2001,jeremy-schatz-2,/cfb/players/jeremy-schatz-2.html,110,Jeremy Schatz,Troy,Ind,11,47,1768,37.6
2001,brian-copple-1,/cfb/players/brian-copple-1.html,111,Brian Copple,New Mexico State,Sun Belt,12,59,2192,37.2
2001,keith-schuttler-1,/cfb/players/keith-schuttler-1.html,112,Keith Schuttler,Boise State,WAC,12,39,1443,37.0
2001,david-bradley-1,/cfb/players/david-bradley-1.html,113,David Bradley*,Iowa,Big Ten,12,41,1503,36.7
2001,jonathon-knott-1,/cfb/players/jonathon-knott-1.html,114,Jonathon Knott,Louisiana,Sun Belt,11,66,2418,36.6
2001,brian-bradford-1,/cfb/players/brian-bradford-1.html,115,Brian Bradford,Texas,Big 12,12,56,2032,36.3
2001,michael-carr-1,/cfb/players/michael-carr-1.html,116,Michael Carr,San Jose State,WAC,12,34,1231,36.2
2001,david-rysko-1,/cfb/players/david-rysko-1.html,117,David Rysko,Eastern Michigan,MAC,11,88,3152,35.8
2001,bryce-benekos-1,/cfb/players/bryce-benekos-1.html,118,Bryce Benekos,UTEP,WAC,11,52,1796,34.5
2001,andy-chance-1,/cfb/players/andy-chance-1.html,119,Andy Chance,Louisiana-Monroe,Sun Belt,8,43,1441,33.5
2002,mark-mariscal-1,/cfb/players/mark-mariscal-1.html,1,Mark Mariscal*,Colorado,Big 12,14,67,3186,47.6
2002,matt-payne-1,/cfb/players/matt-payne-1.html,2,Matt Payne,Brigham Young,MWC,12,51,2427,47.6
2002,glenn-pakulak-1,/cfb/players/glenn-pakulak-1.html,3,Glenn Pakulak,Kentucky,SEC,12,66,3008,45.6
2002,andy-groom-1,/cfb/players/andy-groom-1.html,4,Andy Groom*,Ohio State,Big Ten,14,60,2697,45.0
2002,mat-mcbriar-1,/cfb/players/mat-mcbriar-1.html,5,Mat McBriar*,Hawaii,WAC,14,48,2148,44.8
2002,donnie-jones-1,/cfb/players/donnie-jones-1.html,6,Donnie Jones*,LSU,SEC,13,64,2813,44.0
2002,greg-johnson-2,/cfb/players/greg-johnson-2.html,7,Greg Johnson,Vanderbilt,SEC,12,66,2891,43.8
2002,cody-scates-1,/cfb/players/cody-scates-1.html,8,Cody Scates,Texas A&M,Big 12,12,67,2931,43.7
2002,dustin-colquitt-1,/cfb/players/dustin-colquitt-1.html,9,Dustin Colquitt*,Tennessee,SEC,13,65,2833,43.6
2002,jarad-preston-1,/cfb/players/jarad-preston-1.html,10,Jarad Preston,East Carolina,CUSA,12,73,3170,43.4
2002,damon-duval-1,/cfb/players/damon-duval-1.html,11,Damon Duval*,Auburn,SEC,13,54,2344,43.4
2002,kyle-larson-1,/cfb/players/kyle-larson-1.html,12,Kyle Larson*,Nebraska,Big 12,14,73,3156,43.2
2002,andy-lee-1,/cfb/players/andy-lee-1.html,13,Andy Lee*,Pitt,Big East,13,73,3147,43.1
2002,brooks-barnard-1,/cfb/players/brooks-barnard-1.html,14,Brooks Barnard*,Maryland,ACC,14,55,2373,43.1
2002,curtis-head-1,/cfb/players/curtis-head-1.html,15,Curtis Head*,Marshall,MAC,13,42,1809,43.1
2002,luke-donovan-1,/cfb/players/luke-donovan-1.html,16,Luke Donovan,Wyoming,MWC,12,58,2493,43.0
2002,seth-marler-1,/cfb/players/seth-marler-1.html,17,Seth Marler*,Tulane,CUSA,13,72,3090,42.9
2002,tim-parker-1,/cfb/players/tim-parker-1.html,18,Tim Parker*,Arizona State,Pac-10,14,79,3372,42.7
2002,robert-billings-1,/cfb/players/robert-billings-1.html,19,Robert Billings,Middle Tennessee State,Sun Belt,12,61,2599,42.6
2002,brian-lewis-2,/cfb/players/brian-lewis-2.html,20,Brian Lewis,Utah,MWC,11,58,2471,42.6
2002,brock-harvey-1,/cfb/players/brock-harvey-1.html,21,Brock Harvey,Missouri,Big 12,12,54,2295,42.5
2002,cody-ridgeway-1,/cfb/players/cody-ridgeway-1.html,22,Cody Ridgeway*,Ole Miss,SEC,13,67,2840,42.4
2002,tyeler-dean-1,/cfb/players/tyeler-dean-1.html,23,Tyeler Dean,South Carolina,SEC,11,45,1909,42.4
2002,brad-kadlubar-1,/cfb/players/brad-kadlubar-1.html,24,Brad Kadlubar,North Texas,Sun Belt,12,78,3297,42.3
2002,jonathan-kilgo-1,/cfb/players/jonathan-kilgo-1.html,25,Jonathan Kilgo*,Georgia,SEC,14,64,2708,42.3
2002,tony-yelk-1,/cfb/players/tony-yelk-1.html,26,Tony Yelk*,Iowa State,Big 12,14,46,1945,42.3
2002,chris-morehouse-1,/cfb/players/chris-morehouse-1.html,27,Chris Morehouse*,Georgia Tech,ACC,10,33,1396,42.3
2002,curtis-ansel-1,/cfb/players/curtis-ansel-1.html,28,Curtis Ansel,Kansas,Big 12,12,82,3459,42.2
2002,jose-arroyo-1,/cfb/players/jose-arroyo-1.html,29,Jose Arroyo*,Oregon,Pac-10,13,77,3250,42.2
2002,adam-finley-1,/cfb/players/adam-finley-1.html,30,Adam Finley*,Michigan,Big Ten,13,69,2909,42.2
2002,jared-cook-1,/cfb/players/jared-cook-1.html,31,Jared Cook,Mississippi State,SEC,10,48,2024,42.2
2002,ross-stewart-1,/cfb/players/ross-stewart-1.html,32,Ross Stewart,UAB,CUSA,12,75,3154,42.1
2002,tom-malone-1,/cfb/players/tom-malone-1.html,33,Tom Malone*,USC,Pac-10,13,62,2609,42.1
2002,brian-simnjanovski-1,/cfb/players/brian-simnjanovski-1.html,34,Brian Simnjanovski,San Diego State,MWC,13,60,2524,42.1
2002,nate-fikse-1,/cfb/players/nate-fikse-1.html,35,Nate Fikse*,UCLA,Pac-10,13,71,2975,41.9
2002,devin-sanderson-1,/cfb/players/devin-sanderson-1.html,36,Devin Sanderson,South Florida,Ind,11,66,2768,41.9
2002,mark-haulman-1,/cfb/players/mark-haulman-1.html,37,Mark Haulman*,Southern Mississippi,CUSA,13,80,3344,41.8
2002,ryan-downes-1,/cfb/players/ryan-downes-1.html,38,Ryan Downes,Idaho,Sun Belt,12,56,2338,41.8
2002,ryan-flinn-1,/cfb/players/ryan-flinn-1.html,39,Ryan Flinn,UCF,MAC,12,40,1673,41.8
2002,michael-wafzig-1,/cfb/players/michael-wafzig-1.html,40,Michael Wafzig,Miami (OH),MAC,12,40,1666,41.7
2002,mike-wafzig-1,/cfb/players/mike-wafzig-1.html,41,Mike Wafzig,Miami (OH),MAC,12,40,1666,41.7
2002,david-rysko-1,/cfb/players/david-rysko-1.html,42,David Rysko,Eastern Michigan,MAC,12,64,2660,41.6
2002,brian-huffman-1,/cfb/players/brian-huffman-1.html,43,Brian Huffman,Northwestern,Big Ten,12,66,2737,41.5
2002,lane-bearden-1,/cfb/players/lane-bearden-1.html,44,Lane Bearden,Alabama,SEC,12,50,2074,41.5
2002,cole-farden-1,/cfb/players/cole-farden-1.html,45,Cole Farden*,Oklahoma State,Big 12,13,57,2358,41.4
2002,freddie-capshaw-1,/cfb/players/freddie-capshaw-1.html,46,Freddie Capshaw*,Miami (FL),Big East,13,54,2225,41.2
2002,john-skaggs-1,/cfb/players/john-skaggs-1.html,47,John Skaggs,Navy,Ind,12,46,1896,41.2
2002,kevin-kerr-1,/cfb/players/kevin-kerr-1.html,48,Kevin Kerr,Ohio,MAC,12,55,2258,41.1
2002,david-royer-1,/cfb/players/david-royer-1.html,49,David Royer*,Penn State,Big Ten,13,50,2053,41.1
2002,kyle-basler-1,/cfb/players/kyle-basler-1.html,50,Kyle Basler*,Washington State,Pac-10,13,50,2053,41.1
2002,travis-brown-1,/cfb/players/travis-brown-1.html,51,Travis Brown*,Kansas State,Big 12,13,49,2015,41.1
2002,derek-jones-1,/cfb/players/derek-jones-1.html,52,Derek Jones,Nevada,WAC,12,63,2579,40.9
2002,bryce-benekos-1,/cfb/players/bryce-benekos-1.html,53,Bryce Benekos,UTEP,WAC,12,70,2855,40.8
2002,jared-fritz-1,/cfb/players/jared-fritz-1.html,54,Jared Fritz,Kent State,MAC,12,59,2409,40.8
2002,tyler-gaus-1,/cfb/players/tyler-gaus-1.html,55,Tyler Gaus,New Mexico,MWC,13,73,2971,40.7
2002,jason-simpson-2,/cfb/players/jason-simpson-2.html,56,Jason Simpson*,Fresno State,WAC,14,74,3007,40.6
2002,travis-hale-1,/cfb/players/travis-hale-1.html,57,Travis Hale,Rice,WAC,11,58,2352,40.6
2002,vinnie-burns-1,/cfb/players/vinnie-burns-1.html,58,Vinnie Burns*,Virginia Tech,Big East,14,64,2591,40.5
2002,jason-daily-1,/cfb/players/jason-daily-1.html,59,Jason Daily,Michigan State,Big Ten,12,66,2668,40.4
2002,mike-barr-1,/cfb/players/mike-barr-1.html,60,Mike Barr,Rutgers,Big East,12,92,3707,40.3
2002,carl-tobey-1,/cfb/players/carl-tobey-1.html,61,Carl Tobey*,Oregon State,Pac-10,13,74,2981,40.3
2002,reggie-hodges-1,/cfb/players/reggie-hodges-1.html,62,Reggie Hodges,Ball State,MAC,12,57,2299,40.3
2002,joey-huber-1,/cfb/players/joey-huber-1.html,63,Joey Huber*,Colorado State,MWC,14,53,2135,40.3
2002,andy-jerdon-1,/cfb/players/andy-jerdon-1.html,64,Andy Jerdon,Akron,MAC,12,46,1856,40.3
2002,james-gaither-1,/cfb/players/james-gaither-1.html,65,James Gaither,Memphis,CUSA,8,35,1411,40.3
2002,scott-mcmahan-1,/cfb/players/scott-mcmahan-1.html,66,Scott McMahan,Buffalo,MAC,12,81,3258,40.2
2002,cort-moffitt-1,/cfb/players/cort-moffitt-1.html,67,Cort Moffitt,Tulsa,WAC,12,75,3016,40.2
2002,brian-bradford-1,/cfb/players/brian-bradford-1.html,68,Brian Bradford*,Texas,Big 12,13,67,2685,40.1
2002,preston-gruening-1,/cfb/players/preston-gruening-1.html,69,Preston Gruening*,Minnesota,Big Ten,13,57,2282,40.0
2002,adam-coles-1,/cfb/players/adam-coles-1.html,70,Adam Coles,Connecticut,Ind,12,76,3030,39.9
2002,thomas-olmsted-1,/cfb/players/thomas-olmsted-1.html,71,Thomas Olmsted,Troy,Ind,12,72,2871,39.9
2002,grant-autrey-1,/cfb/players/grant-autrey-1.html,72,Grant Autrey,Louisiana,Sun Belt,12,78,3108,39.8
2002,chance-gwaltney-1,/cfb/players/chance-gwaltney-1.html,73,Chance Gwaltney*,Florida State,ACC,14,72,2862,39.8
2002,eric-johnson-1,/cfb/players/eric-johnson-1.html,74,Eric Johnson,Stanford,Pac-10,11,58,2306,39.8
2002,joey-biasatti-1,/cfb/players/joey-biasatti-1.html,75,Joey Biasatti*,Texas Christian,CUSA,12,77,3060,39.7
2002,steve-mullins-1,/cfb/players/steve-mullins-1.html,76,Steve Mullins,Utah State,Ind,11,63,2500,39.7
2002,clinton-greathouse-1,/cfb/players/clinton-greathouse-1.html,77,Clinton Greathouse*,Texas Tech,Big 12,14,47,1867,39.7
2002,brian-brandt-1,/cfb/players/brian-brandt-1.html,78,Brian Brandt,Central Michigan,MAC,11,71,2815,39.6
2002,tyler-fredrickson-1,/cfb/players/tyler-fredrickson-1.html,79,Tyler Fredrickson,California,Pac-10,12,62,2450,39.5
2002,david-bradley-1,/cfb/players/david-bradley-1.html,80,David Bradley*,Iowa,Big Ten,13,53,2093,39.5
2002,brent-slaton-1,/cfb/players/brent-slaton-1.html,81,Brent Slaton*,Purdue,Big Ten,13,63,2485,39.4
2002,richie-butler-1,/cfb/players/richie-butler-1.html,82,Richie Butler*,Arkansas,SEC,14,69,2715,39.3
2002,dan-dyke-1,/cfb/players/dan-dyke-1.html,83,Dan Dyke*,Georgia Tech,ACC,13,39,1531,39.3
2002,mike-shafer-1,/cfb/players/mike-shafer-1.html,84,Mike Shafer,Syracuse,Big East,12,69,2707,39.2
2002,pat-fleming-1,/cfb/players/pat-fleming-1.html,85,Pat Fleming,Bowling Green State,MAC,12,51,2000,39.2
2002,patrick-fleming-2,/cfb/players/patrick-fleming-2.html,86,Patrick Fleming,Bowling Green State,MAC,12,51,2000,39.2
2002,trey-mcdonald-1,/cfb/players/trey-mcdonald-1.html,87,Trey McDonald,Duke,ACC,12,49,1923,39.2
2002,joey-hildbold-1,/cfb/players/joey-hildbold-1.html,88,Joey Hildbold*,Notre Dame,Ind,13,78,3038,38.9
2002,jimmy-mcclary-1,/cfb/players/jimmy-mcclary-1.html,89,Jimmy McClary,Houston,CUSA,12,62,2411,38.9
2002,garvin-ringwelski-1,/cfb/players/garvin-ringwelski-1.html,90,Garvin Ringwelski,Temple,Big East,12,47,1819,38.7
2002,mike-alexander-1,/cfb/players/mike-alexander-1.html,91,Mike Alexander,Arkansas State,Sun Belt,12,64,2469,38.6
2002,blake-ferguson-1,/cfb/players/blake-ferguson-1.html,92,Blake Ferguson*,Oklahoma,Big 12,14,74,2851,38.5
2002,derek-mclaughlin-1,/cfb/players/derek-mclaughlin-1.html,93,Derek McLaughlin*,Washington,Pac-10,12,57,2194,38.5
2002,gary-cook-1,/cfb/players/gary-cook-1.html,94,Gary Cook,UNLV,MWC,12,70,2680,38.3
2002,jimmy-erwin-1,/cfb/players/jimmy-erwin-1.html,95,Jimmy Erwin,Northern Illinois,MAC,12,63,2412,38.3
2002,ryan-mentzel-1,/cfb/players/ryan-mentzel-1.html,96,Ryan Mentzel,SMU,WAC,12,70,2673,38.2
2002,ryan-hamre-1,/cfb/players/ryan-hamre-1.html,97,Ryan Hamre,Indiana,Big Ten,12,58,2214,38.2
2002,michael-carr-1,/cfb/players/michael-carr-1.html,98,Michael Carr,San Jose State,WAC,13,57,2174,38.1
2002,chet-ervin-1,/cfb/players/chet-ervin-1.html,99,Chet Ervin*,Cincinnati,CUSA,14,66,2511,38.0
2002,matt-steffen-1,/cfb/players/matt-steffen-1.html,100,Matt Steffen,Western Michigan,MAC,8,41,1550,37.8
2002,brian-copple-1,/cfb/players/brian-copple-1.html,101,Brian Copple,New Mexico State,Sun Belt,12,42,1585,37.7
2002,danny-baugher-1,/cfb/players/danny-baugher-1.html,102,Danny Baugher,Arizona,Pac-10,12,38,1434,37.7
2002,matt-minnes-1,/cfb/players/matt-minnes-1.html,103,Matt Minnes,Illinois,Big Ten,12,33,1244,37.7
2002,dustin-upton-1,/cfb/players/dustin-upton-1.html,104,Dustin Upton,Louisiana Tech,WAC,12,64,2405,37.6
2002,nate-smith-1,/cfb/players/nate-smith-1.html,105,Nate Smith*,Louisville,CUSA,13,50,1875,37.5
2002,rj-morse-1,/cfb/players/rj-morse-1.html,106,R.J. Morse*,Wisconsin,Big Ten,14,74,2765,37.4
2002,kevin-mcmyler-1,/cfb/players/kevin-mcmyler-1.html,107,Kevin McMyler*,Boston College,Big East,13,57,2125,37.3
2002,austin-herbert-1,/cfb/players/austin-herbert-1.html,108,Austin Herbert*,North Carolina State,ACC,14,61,2268,37.2
2002,mark-fazzolari-1,/cfb/players/mark-fazzolari-1.html,109,Mark Fazzolari*,West Virginia,Big East,13,53,1969,37.2
2002,wynn-kopp-1,/cfb/players/wynn-kopp-1.html,110,Wynn Kopp*,Clemson,ACC,13,63,2340,37.1
2002,chris-castelli-1,/cfb/players/chris-castelli-1.html,111,Chris Castelli,Army,CUSA,12,65,2383,36.7
2002,tom-hagan-1,/cfb/players/tom-hagan-1.html,112,Tom Hagan*,Virginia,ACC,14,62,2273,36.7
2002,john-lafferty-1,/cfb/players/john-lafferty-1.html,113,John Lafferty,North Carolina,ACC,12,61,2235,36.6
2002,kjell-nesen-1,/cfb/players/kjell-nesen-1.html,114,Kjell Nesen,Louisiana-Monroe,Sun Belt,9,56,2048,36.6
2002,jeremy-parker-1,/cfb/players/jeremy-parker-1.html,115,Jeremy Parker,Baylor,Big 12,12,73,2599,35.6
2002,ingle-martin-1,/cfb/players/ingle-martin-1.html,116,Ingle Martin*,Florida,SEC,12,46,1619,35.2
2003,tom-malone-1,/cfb/players/tom-malone-1.html,1,Tom Malone*,USC,Pac-10,13,42,2060,49.0
2003,matt-prater-1,/cfb/players/matt-prater-1.html,2,Matt Prater,UCF,MAC,12,58,2781,47.9
2003,brandon-fields-1,/cfb/players/brandon-fields-1.html,3,Brandon Fields*,Michigan State,Big Ten,13,62,2878,46.4
2003,joel-stelly-1,/cfb/players/joel-stelly-1.html,4,Joel Stelly,Louisiana-Monroe,Sun Belt,12,67,3099,46.3
2003,jared-scruggs-1,/cfb/players/jared-scruggs-1.html,5,Jared Scruggs,Rice,WAC,12,51,2341,45.9
2003,ryan-plackemeier-1,/cfb/players/ryan-plackemeier-1.html,6,Ryan Plackemeier,Wake Forest,ACC,12,57,2600,45.6
2003,dustin-colquitt-1,/cfb/players/dustin-colquitt-1.html,7,Dustin Colquitt*,Tennessee,SEC,13,68,3081,45.3
2003,kyle-larson-1,/cfb/players/kyle-larson-1.html,8,Kyle Larson*,Nebraska,Big 12,13,66,2978,45.1
2003,eric-wilbur-1,/cfb/players/eric-wilbur-1.html,9,Eric Wilbur*,Florida,SEC,13,66,2954,44.8
2003,ryan-dougherty-1,/cfb/players/ryan-dougherty-1.html,10,Ryan Dougherty,East Carolina,CUSA,12,64,2846,44.5
2003,steve-weatherford-1,/cfb/players/steve-weatherford-1.html,11,Steve Weatherford,Illinois,Big Ten,11,46,2045,44.5
2003,cody-ridgeway-1,/cfb/players/cody-ridgeway-1.html,12,Cody Ridgeway*,Ole Miss,SEC,13,58,2561,44.2
2003,andy-lee-1,/cfb/players/andy-lee-1.html,13,Andy Lee*,Pitt,Big East,13,77,3399,44.1
2003,bryce-benekos-1,/cfb/players/bryce-benekos-1.html,14,Bryce Benekos,UTEP,WAC,13,70,3085,44.1
2003,matt-payne-1,/cfb/players/matt-payne-1.html,15,Matt Payne,Brigham Young,MWC,12,78,3433,44.0
2003,adam-anderson-1,/cfb/players/adam-anderson-1.html,16,Adam Anderson,Western Michigan,MAC,12,72,3162,43.9
2003,cort-moffitt-1,/cfb/players/cort-moffitt-1.html,17,Cort Moffitt*,Tulsa,WAC,13,44,1922,43.7
2003,kyle-basler-1,/cfb/players/kyle-basler-1.html,18,Kyle Basler*,Washington State,Pac-10,13,77,3351,43.5
2003,chris-beckman-1,/cfb/players/chris-beckman-1.html,19,Chris Beckman,Tulane,CUSA,12,65,2829,43.5
2003,brandon-hannum-1,/cfb/players/brandon-hannum-1.html,20,Brandon Hannum,Toledo,MAC,12,44,1916,43.5
2003,gary-cook-1,/cfb/players/gary-cook-1.html,21,Gary Cook,UNLV,MWC,12,83,3604,43.4
2003,tim-parker-1,/cfb/players/tim-parker-1.html,22,Tim Parker,Arizona State,Pac-10,12,75,3252,43.4
2003,bj-sander-1,/cfb/players/bj-sander-1.html,23,B.J. Sander*,Ohio State,Big Ten,13,82,3553,43.3
2003,robert-wallis-1,/cfb/players/robert-wallis-1.html,24,Robert Wallis,Mississippi State,SEC,8,30,1300,43.3
2003,cole-farden-1,/cfb/players/cole-farden-1.html,25,Cole Farden*,Oklahoma State,Big 12,13,52,2245,43.2
2003,andrew-martin-1,/cfb/players/andrew-martin-1.html,26,Andrew Martin,Air Force,MWC,12,43,1857,43.2
2003,daniel-sepulveda-1,/cfb/players/daniel-sepulveda-1.html,27,Daniel Sepulveda,Baylor,Big 12,12,87,3750,43.1
2003,brian-brandt-1,/cfb/players/brian-brandt-1.html,28,Brian Brandt,Central Michigan,MAC,12,71,3058,43.1
2003,brendan-carney-1,/cfb/players/brendan-carney-1.html,29,Brendan Carney,Syracuse,Big East,12,60,2581,43.0
2003,chris-kluwe-1,/cfb/players/chris-kluwe-1.html,30,Chris Kluwe*,UCLA,Pac-10,13,91,3908,42.9
2003,eric-johnson-1,/cfb/players/eric-johnson-1.html,31,Eric Johnson,Stanford,Pac-10,11,86,3687,42.9
2003,kody-bliss-1,/cfb/players/kody-bliss-1.html,32,Kody Bliss*,Auburn,SEC,13,64,2748,42.9
2003,austin-herbert-1,/cfb/players/austin-herbert-1.html,33,Austin Herbert*,North Carolina State,ACC,13,53,2265,42.7
2003,danny-baugher-1,/cfb/players/danny-baugher-1.html,34,Danny Baugher,Arizona,Pac-10,12,76,3238,42.6
2003,john-torp-1,/cfb/players/john-torp-1.html,35,John Torp,Colorado,Big 12,12,63,2679,42.5
2003,luke-donovan-1,/cfb/players/luke-donovan-1.html,36,Luke Donovan,Wyoming,MWC,12,63,2678,42.5
2003,thomas-olmsted-1,/cfb/players/thomas-olmsted-1.html,37,Thomas Olmsted,Troy,Ind,12,78,3304,42.4
2003,donnie-jones-1,/cfb/players/donnie-jones-1.html,38,Donnie Jones*,LSU,SEC,14,65,2757,42.4
2003,brent-slaton-1,/cfb/players/brent-slaton-1.html,39,Brent Slaton*,Purdue,Big Ten,13,78,3303,42.3
2003,adam-podlesh-1,/cfb/players/adam-podlesh-1.html,40,Adam Podlesh*,Maryland,ACC,13,53,2241,42.3
2003,ryan-downes-1,/cfb/players/ryan-downes-1.html,41,Ryan Downes,Idaho,Sun Belt,12,64,2702,42.2
2003,billy-sullivan-1,/cfb/players/billy-sullivan-1.html,42,Billy Sullivan,Akron,MAC,12,41,1731,42.2
2003,luke-johnson-1,/cfb/players/luke-johnson-1.html,43,Luke Johnson*,Southern Mississippi,CUSA,13,79,3326,42.1
2003,robert-billings-1,/cfb/players/robert-billings-1.html,44,Robert Billings,Middle Tennessee State,Sun Belt,12,61,2568,42.1
2003,jesse-stein-1,/cfb/players/jesse-stein-1.html,45,Jesse Stein*,Florida State,ACC,13,57,2401,42.1
2003,jeff-babcock-1,/cfb/players/jeff-babcock-1.html,46,Jeff Babcock*,Colorado State,MWC,13,50,2107,42.1
2003,adam-coles-1,/cfb/players/adam-coles-1.html,47,Adam Coles,Connecticut,Ind,12,58,2435,42.0
2003,jeremy-kapinos-1,/cfb/players/jeremy-kapinos-1.html,48,Jeremy Kapinos,Penn State,Big Ten,12,68,2850,41.9
2003,blake-ferguson-1,/cfb/players/blake-ferguson-1.html,49,Blake Ferguson*,Oklahoma,Big 12,14,56,2346,41.9
2003,garth-erickson-1,/cfb/players/garth-erickson-1.html,50,Garth Erickson,Washington,Pac-10,12,70,2925,41.8
2003,anthony-thornton-1,/cfb/players/anthony-thornton-1.html,51,Anthony Thornton,Kentucky,SEC,12,65,2715,41.8
2003,jimmy-mcclary-1,/cfb/players/jimmy-mcclary-1.html,52,Jimmy McClary*,Houston,CUSA,13,62,2584,41.7
2003,seth-santoro-1,/cfb/players/seth-santoro-1.html,53,Seth Santoro,San Diego State,MWC,12,70,2915,41.6
2003,jared-brite-1,/cfb/players/jared-brite-1.html,54,Jared Brite*,Kansas State,Big 12,15,68,2830,41.6
2003,jared-cook-1,/cfb/players/jared-cook-1.html,55,Jared Cook,Mississippi State,SEC,9,41,1701,41.5
2003,tony-yelk-1,/cfb/players/tony-yelk-1.html,56,Tony Yelk,Iowa State,Big 12,10,73,3022,41.4
2003,john-skaggs-1,/cfb/players/john-skaggs-1.html,57,John Skaggs*,Navy,Ind,13,36,1491,41.4
2003,todd-james-1,/cfb/players/todd-james-1.html,58,Todd James*,West Virginia,Big East,13,74,3056,41.3
2003,curtis-ansel-1,/cfb/players/curtis-ansel-1.html,59,Curtis Ansel*,Kansas,Big 12,13,47,1937,41.2
2003,parker-mullins-1,/cfb/players/parker-mullins-1.html,60,Parker Mullins,UAB,CUSA,12,72,2962,41.1
2003,richmond-mcgee-1,/cfb/players/richmond-mcgee-1.html,61,Richmond McGee*,Texas,Big 12,13,46,1883,40.9
2003,david-bradley-1,/cfb/players/david-bradley-1.html,62,David Bradley*,Iowa,Big Ten,13,79,3223,40.8
2003,tyson-beattie-1,/cfb/players/tyson-beattie-1.html,63,Tyson Beattie,Indiana,Big Ten,12,68,2773,40.8
2003,brad-kadlubar-1,/cfb/players/brad-kadlubar-1.html,64,Brad Kadlubar,North Texas,Sun Belt,12,65,2653,40.8
2003,rj-morse-1,/cfb/players/rj-morse-1.html,65,R.J. Morse*,Wisconsin,Big Ten,13,62,2521,40.7
2003,dustin-upton-1,/cfb/players/dustin-upton-1.html,66,Dustin Upton,Louisiana Tech,WAC,12,58,2363,40.7
2003,trey-mcdonald-1,/cfb/players/trey-mcdonald-1.html,67,Trey McDonald,Duke,ACC,12,55,2236,40.7
2003,brandon-baker-1,/cfb/players/brandon-baker-1.html,68,Brandon Baker,South Florida,CUSA,11,74,3002,40.6
2003,bo-freelend-1,/cfb/players/bo-freelend-1.html,69,Bo Freelend,Alabama,SEC,13,73,2967,40.6
2003,carl-tobey-1,/cfb/players/carl-tobey-1.html,70,Carl Tobey*,Oregon State,Pac-10,13,71,2885,40.6
2003,matt-kovacevich-1,/cfb/players/matt-kovacevich-1.html,71,Matt Kovacevich*,Utah,MWC,12,63,2558,40.6
2003,josh-brown-3,/cfb/players/josh-brown-3.html,72,Josh Brown,South Carolina,SEC,11,46,1863,40.5
2003,joshua-brazen-1,/cfb/players/joshua-brazen-1.html,73,Joshua Brazen,Kent State,MAC,12,66,2665,40.4
2003,ben-chaet-1,/cfb/players/ben-chaet-1.html,74,Ben Chaet,Utah State,Sun Belt,12,71,2860,40.3
2003,kyle-stringer-1,/cfb/players/kyle-stringer-1.html,75,Kyle Stringer*,Boise State,WAC,14,60,2415,40.3
2003,david-rysko-1,/cfb/players/david-rysko-1.html,76,David Rysko,Eastern Michigan,MAC,12,81,3260,40.2
2003,anthony-gallagher-1,/cfb/players/anthony-gallagher-1.html,77,Anthony Gallagher,Northern Illinois,MAC,12,63,2533,40.2
2003,nate-fry-1,/cfb/players/nate-fry-1.html,78,Nate Fry*,Bowling Green State,MAC,14,49,1971,40.2
2003,derek-jones-1,/cfb/players/derek-jones-1.html,79,Derek Jones,Nevada,WAC,12,71,2847,40.1
2003,tyler-fredrickson-1,/cfb/players/tyler-fredrickson-1.html,80,Tyler Fredrickson*,California,Pac-10,14,57,2281,40.0
2003,adam-finley-1,/cfb/players/adam-finley-1.html,81,Adam Finley*,Michigan,Big Ten,13,53,2120,40.0
