Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2016,jack-sheldon-1,/cfb/players/jack-sheldon-1.html,89,Jack Sheldon*,Central Michigan,MAC,12,47,1890,40.2
2016,ryan-frain-1,/cfb/players/ryan-frain-1.html,90,Ryan Frain,Illinois,Big Ten,10,53,2127,40.1
2016,kaare-vedvik-1,/cfb/players/kaare-vedvik-1.html,91,Kaare Vedvik,Marshall,CUSA,12,70,2800,40.0
2016,sam-geraci-1,/cfb/players/sam-geraci-1.html,92,Sam Geraci,Cincinnati,American,12,66,2641,40.0
2016,logan-cooke-1,/cfb/players/logan-cooke-1.html,93,Logan Cooke*,Mississippi State,SEC,10,44,1760,40.0
2016,wade-lees-1,/cfb/players/wade-lees-1.html,94,Wade Lees*,Maryland,Big Ten,13,72,2868,39.8
2016,kyle-deween-1,/cfb/players/kyle-deween-1.html,95,Kyle Deween,Buffalo,MAC,12,72,2865,39.8
2016,brandon-wright-3,/cfb/players/brandon-wright-3.html,96,Brandon Wright,Georgia State,Sun Belt,12,61,2430,39.8
2016,caleb-lightbourn-1,/cfb/players/caleb-lightbourn-1.html,97,Caleb Lightbourn*,Nebraska,Big Ten,12,65,2578,39.7
2016,adam-nunez-1,/cfb/players/adam-nunez-1.html,98,Adam Nunez*,Texas Christian,Big 12,13,72,2851,39.6
2016,jamie-sackville-1,/cfb/players/jamie-sackville-1.html,99,Jamie Sackville5,SMU,American,12,71,2813,39.6
2016,damon-foncham-1,/cfb/players/damon-foncham-1.html,100,Damon Foncham*,Arkansas State,Sun Belt,13,77,3026,39.3
2016,arthur-hart-1,/cfb/players/arthur-hart-1.html,101,Arthur Hart,Charlotte,CUSA,11,68,2664,39.2
2016,grant-mckinniss-1,/cfb/players/grant-mckinniss-1.html,102,Grant McKinniss*,Kentucky,SEC,13,58,2273,39.2
2016,jacob-ambrose-1,/cfb/players/jacob-ambrose-1.html,103,Jacob Ambrose,Northern Illinois,MAC,12,70,2740,39.1
2016,matt-flynn-2,/cfb/players/matt-flynn-2.html,104,Matt Flynn,Georgia Southern,Sun Belt,12,56,2189,39.1
2016,alex-starzyk-1,/cfb/players/alex-starzyk-1.html,105,Alex Starzyk*,Temple,American,14,53,2065,39.0
2016,mitchell-ludwig-1,/cfb/players/mitchell-ludwig-1.html,106,Mitchell Ludwig*,Virginia Tech,ACC,14,68,2638,38.8
2016,matt-bonadies-1,/cfb/players/matt-bonadies-1.html,107,Matt Bonadies*,Middle Tennessee State,CUSA,13,58,2248,38.8
2016,marshall-long-1,/cfb/players/marshall-long-1.html,108,Marshall Long*,Georgia,SEC,9,49,1897,38.7
2016,bailey-cate-1,/cfb/players/bailey-cate-1.html,109,Bailey Cate*,Old Dominion,CUSA,13,56,2151,38.4
2016,mike-knoll-2,/cfb/players/mike-knoll-2.html,110,Mike Knoll*,Boston College,ACC,13,94,3601,38.3
2016,blake-cusick-1,/cfb/players/blake-cusick-1.html,111,Blake Cusick,Fresno State,MWC,12,78,2990,38.3
2016,chris-tilbey-1,/cfb/players/chris-tilbey-1.html,112,Chris Tilbey*,USC,Pac-12,13,50,1917,38.3
2016,austin-kent-1,/cfb/players/austin-kent-1.html,113,Austin Kent,UCLA,Pac-12,8,44,1687,38.3
2016,michael-barden-1,/cfb/players/michael-barden-1.html,114,Michael Barden,Texas Tech,Big 12,11,43,1645,38.3
2016,andy-teasdall-1,/cfb/players/andy-teasdall-1.html,115,Andy Teasdall*,Clemson,ACC,14,61,2321,38.0
2016,justin-martin-3,/cfb/players/justin-martin-3.html,116,Justin Martin*,Miami (OH),MAC,7,33,1253,38.0
2016,michael-cintron-1,/cfb/players/michael-cintron-1.html,117,Michael Cintron,Rutgers,Big Ten,12,95,3600,37.9
2016,aaron-dalton-1,/cfb/players/aaron-dalton-1.html,118,Aaron Dalton,Utah State,MWC,12,62,2348,37.9
2016,ian-wheeler-2,/cfb/players/ian-wheeler-2.html,119,Ian Wheeler,Oregon,Pac-12,12,59,2233,37.8
2016,nick-gasser-1,/cfb/players/nick-gasser-1.html,120,Nick Gasser,Akron,MAC,12,59,2226,37.7
2016,anthony-lotti-1,/cfb/players/anthony-lotti-1.html,121,Anthony Lotti*,Wisconsin,Big Ten,12,51,1923,37.7
2016,stone-wilson-1,/cfb/players/stone-wilson-1.html,122,Stone Wilson,Florida International,CUSA,12,61,2293,37.6
2017,trevor-daniel-1,/cfb/players/trevor-daniel-1.html,1,Trevor Daniel,Tennessee,SEC,12,70,3323,47.5
2017,johnny-townsend-1,/cfb/players/johnny-townsend-1.html,2,Johnny Townsend,Florida,SEC,11,64,3043,47.5
2017,michael-dickson-1,/cfb/players/michael-dickson-1.html,3,Michael Dickson*,Texas,Big 12,13,84,3984,47.4
2017,corey-bojorquez-1,/cfb/players/corey-bojorquez-1.html,4,Corey Bojorquez,New Mexico,MWC,12,67,3170,47.3
2017,ryan-stonehouse-1,/cfb/players/ryan-stonehouse-1.html,5,Ryan Stonehouse*,Colorado State,MWC,13,46,2111,45.9
2017,tom-sheldon-1,/cfb/players/tom-sheldon-1.html,6,Tom Sheldon,North Carolina,ACC,8,45,2061,45.8
2017,michael-carrizosa-1,/cfb/players/michael-carrizosa-1.html,7,Michael Carrizosa,San Jose State,MWC,11,73,3329,45.6
2017,shane-tripucka-1,/cfb/players/shane-tripucka-1.html,8,Shane Tripucka*,Texas A&M,SEC,13,83,3776,45.5
2017,jake-bailey-1,/cfb/players/jake-bailey-1.html,9,Jake Bailey*,Stanford,Pac-12,14,57,2586,45.4
2017,corliss-waitman-1,/cfb/players/corliss-waitman-1.html,10,Corliss Waitman,South Alabama,Sun Belt,12,70,3167,45.2
2017,cameron-nizialek-1,/cfb/players/cameron-nizialek-1.html,11,Cameron Nizialek*,Georgia,SEC,15,61,2744,45.0
2017,cade-coffey-1,/cfb/players/cade-coffey-1.html,12,Cade Coffey,Idaho,Sun Belt,12,66,2943,44.6
2017,ryan-winslow-1,/cfb/players/ryan-winslow-1.html,13,Ryan Winslow,Pitt,ACC,12,57,2536,44.5
2017,ryan-anderson-3,/cfb/players/ryan-anderson-3.html,14,Ryan Anderson,Rutgers,Big Ten,12,79,3508,44.4
2017,corey-fatony-1,/cfb/players/corey-fatony-1.html,15,Corey Fatony*,Missouri,SEC,13,58,2570,44.3
2017,jack-fox-1,/cfb/players/jack-fox-1.html,16,Jack Fox,Rice,CUSA,12,56,2480,44.3
2017,drue-chrisman-1,/cfb/players/drue-chrisman-1.html,17,Drue Chrisman*,Ohio State,Big Ten,13,51,2256,44.2
2017,alan-luna-1,/cfb/players/alan-luna-1.html,18,Alan Luna,UTEP,CUSA,12,79,3483,44.1
2017,dom-maggio-1,/cfb/players/dom-maggio-1.html,19,Dom Maggio*,Wake Forest,ACC,13,68,2996,44.1
2017,pressley-harvin-iii-1,/cfb/players/pressley-harvin-iii-1.html,20,Pressley Harvin III,Georgia Tech,ACC,11,50,2205,44.1
2017,joseph-davidson-1,/cfb/players/joseph-davidson-1.html,21,Joseph Davidson,Bowling Green State,MAC,12,60,2641,44.0
2017,kaare-vedvik-1,/cfb/players/kaare-vedvik-1.html,22,Kaare Vedvik*,Marshall,CUSA,13,59,2597,44.0
2017,austin-barnes-1,/cfb/players/austin-barnes-1.html,23,Austin Barnes,East Carolina,American,11,50,2200,44.0
2017,mitch-wishnowsky-1,/cfb/players/mitch-wishnowsky-1.html,24,Mitch Wishnowsky*,Utah,Pac-12,13,52,2282,43.9
2017,mason-king-1,/cfb/players/mason-king-1.html,25,Mason King*,Louisville,ACC,12,43,1887,43.9
2017,alex-kinney-1,/cfb/players/alex-kinney-1.html,26,Alex Kinney,Colorado,Pac-12,12,56,2451,43.8
2017,lester-coleman-1,/cfb/players/lester-coleman-1.html,27,Lester Coleman*,Virginia,ACC,13,75,3278,43.7
2017,aj-cole-iii-1,/cfb/players/aj-cole-iii-1.html,28,A.J. Cole III*,North Carolina State,ACC,13,54,2358,43.7
2017,derek-adams-1,/cfb/players/derek-adams-1.html,29,Derek Adams,Kent State,MAC,12,79,3447,43.6
2017,tyler-newsome-1,/cfb/players/tyler-newsome-1.html,30,Tyler Newsome*,Notre Dame,Ind,13,63,2749,43.6
2017,nick-walsh-1,/cfb/players/nick-walsh-1.html,31,Nick Walsh*,Kansas State,Big 12,12,57,2487,43.6
2017,joseph-charlton-1,/cfb/players/joseph-charlton-1.html,32,Joseph Charlton*,South Carolina,SEC,13,55,2390,43.5
2017,jack-sheldon-1,/cfb/players/jack-sheldon-1.html,33,Jack Sheldon*,Central Michigan,MAC,11,75,3253,43.4
2017,jonathan-hernandez-2,/cfb/players/jonathan-hernandez-2.html,34,Jonathan Hernandez*,South Florida,American,12,61,2649,43.4
2017,evan-rabon-1,/cfb/players/evan-rabon-1.html,35,Evan Rabon,Coastal Carolina,Sun Belt,12,56,2425,43.3
2017,logan-tyler-1,/cfb/players/logan-tyler-1.html,36,Logan Tyler*,Florida State,ACC,13,66,2849,43.2
2017,sterling-hofrichter-1,/cfb/players/sterling-hofrichter-1.html,37,Sterling Hofrichter,Syracuse,ACC,12,57,2462,43.2
2017,blake-gillikin-1,/cfb/players/blake-gillikin-1.html,38,Blake Gillikin*,Penn State,Big Ten,13,52,2244,43.2
2017,arthur-hart-1,/cfb/players/arthur-hart-1.html,39,Arthur Hart,Charlotte,CUSA,12,85,3666,43.1
2017,zach-sinor-1,/cfb/players/zach-sinor-1.html,40,Zach Sinor*,Oklahoma State,Big 12,13,39,1682,43.1
2017,hunter-niswander-1,/cfb/players/hunter-niswander-1.html,41,Hunter Niswander*,Northwestern,Big Ten,13,67,2883,43.0
2017,ryan-santoso-1,/cfb/players/ryan-santoso-1.html,42,Ryan Santoso,Minnesota,Big Ten,12,66,2838,43.0
2017,jk-scott-3,/cfb/players/jk-scott-3.html,43,JK Scott*,Alabama,SEC,14,54,2320,43.0
2017,dylan-klumph-1,/cfb/players/dylan-klumph-1.html,44,Dylan Klumph,California,Pac-12,11,46,1976,43.0
2017,zach-von-rosenberg-1,/cfb/players/zach-von-rosenberg-1.html,45,Zach Von Rosenberg*,LSU,SEC,11,36,1548,43.0
2017,jonny-linehan-1,/cfb/players/jonny-linehan-1.html,46,Jonny Linehan,Brigham Young,Ind,13,59,2533,42.9
2017,stefan-flintoft-1,/cfb/players/stefan-flintoft-1.html,47,Stefan Flintoft*,UCLA,Pac-12,13,56,2404,42.9
2017,logan-cooke-1,/cfb/players/logan-cooke-1.html,48,Logan Cooke*,Mississippi State,SEC,13,52,2220,42.7
2017,logan-laurent-1,/cfb/players/logan-laurent-1.html,49,Logan Laurent,Massachusetts,Ind,12,65,2772,42.6
2017,jake-julien-1,/cfb/players/jake-julien-1.html,50,Jake Julien,Eastern Michigan,MAC,9,33,1407,42.6
2017,blake-cusick-1,/cfb/players/blake-cusick-1.html,51,Blake Cusick*,Fresno State,MWC,14,67,2850,42.5
2017,marcus-ripley-1,/cfb/players/marcus-ripley-1.html,52,Marcus Ripley,Texas State,Sun Belt,12,81,3433,42.4
2017,oscar-bradburn-1,/cfb/players/oscar-bradburn-1.html,53,Oscar Bradburn*,Virginia Tech,ACC,13,66,2798,42.4
2017,derrick-mitchell-2,/cfb/players/derrick-mitchell-2.html,54,Derrick Mitchell,Western Michigan,MAC,12,65,2756,42.4
2017,ryan-rickel-1,/cfb/players/ryan-rickel-1.html,55,Ryan Rickel*,Florida Atlantic,CUSA,13,47,1993,42.4
2017,matt-panton-1,/cfb/players/matt-panton-1.html,56,Matt Panton*,Kentucky,SEC,12,64,2707,42.3
2017,tom-bennett-1,/cfb/players/tom-bennett-1.html,57,Tom Bennett,Tulsa,American,12,61,2581,42.3
2017,austin-seibert-1,/cfb/players/austin-seibert-1.html,58,Austin Seibert*,Oklahoma,Big 12,14,43,1820,42.3
2017,joel-whitford-1,/cfb/players/joel-whitford-1.html,59,Joel Whitford*,Washington,Pac-12,13,42,1778,42.3
2017,nick-gasser-1,/cfb/players/nick-gasser-1.html,60,Nick Gasser*,Akron,MAC,14,85,3588,42.2
2017,caleb-lightbourn-1,/cfb/players/caleb-lightbourn-1.html,61,Caleb Lightbourn,Nebraska,Big Ten,12,59,2486,42.1
2017,stan-gaudion-1,/cfb/players/stan-gaudion-1.html,62,Stan Gaudion,Hawaii,MWC,12,58,2440,42.1
2017,charlie-scott-2,/cfb/players/charlie-scott-2.html,63,Charlie Scott,Air Force,MWC,12,41,1728,42.1
2017,blake-hayes-1,/cfb/players/blake-hayes-1.html,64,Blake Hayes,Illinois,Big Ten,12,77,3231,42.0
2017,aaron-dalton-1,/cfb/players/aaron-dalton-1.html,65,Aaron Dalton*,Utah State,MWC,13,76,3193,42.0
2017,jake-hartbarger-1,/cfb/players/jake-hartbarger-1.html,66,Jake Hartbarger*,Michigan State,Big Ten,13,69,2895,42.0
2017,james-smith-8,/cfb/players/james-smith-8.html,67,James Smith,Cincinnati,American,12,64,2688,42.0
2017,austin-parker-2,/cfb/players/austin-parker-2.html,68,Austin Parker*,Duke,ACC,12,61,2565,42.0
2017,harrison-heim-1,/cfb/players/harrison-heim-1.html,69,Harrison Heim,Louisiana-Monroe,Sun Belt,12,58,2433,41.9
2017,dane-roy-1,/cfb/players/dane-roy-1.html,70,Dane Roy*,Houston,American,12,58,2423,41.8
2017,reid-budrovich-1,/cfb/players/reid-budrovich-1.html,71,Reid Budrovich*,USC,Pac-12,14,55,2289,41.6
2017,yannis-routsas-1,/cfb/players/yannis-routsas-1.html,72,Yannis Routsas,UTSA,CUSA,11,47,1953,41.6
2017,peyton-theisler-1,/cfb/players/peyton-theisler-1.html,73,Peyton Theisler*,New Mexico State,Sun Belt,13,80,3322,41.5
2017,will-gleeson-1,/cfb/players/will-gleeson-1.html,74,Will Gleeson,Ole Miss,SEC,12,51,2114,41.5
2017,dominic-panazzolo-1,/cfb/players/dominic-panazzolo-1.html,75,Dominic Panazzolo*,Texas Tech,Big 12,13,60,2484,41.4
2017,joel-dixon-1,/cfb/players/joel-dixon-1.html,76,Joel Dixon*,UAB,CUSA,13,65,2687,41.3
2017,matt-ference-1,/cfb/players/matt-ference-1.html,77,Matt Ference*,Northern Illinois,MAC,13,83,3421,41.2
2017,cody-grace-1,/cfb/players/cody-grace-1.html,78,Cody Grace*,Arkansas State,Sun Belt,11,49,2014,41.1
2017,stone-wilson-1,/cfb/players/stone-wilson-1.html,79,Stone Wilson*,Florida International,CUSA,13,57,2337,41.0
2017,billy-kinney-1,/cfb/players/billy-kinney-1.html,80,Billy Kinney*,West Virginia,Big 12,13,70,2863,40.9
2017,haydon-whitehead-1,/cfb/players/haydon-whitehead-1.html,81,Haydon Whitehead,Indiana,Big Ten,12,85,3459,40.7
2017,sam-geraci-1,/cfb/players/sam-geraci-1.html,82,Sam Geraci,Louisiana,Sun Belt,12,64,2606,40.7
2017,will-spiers-1,/cfb/players/will-spiers-1.html,83,Will Spiers*,Clemson,ACC,14,67,2723,40.6
2017,colin-downing-1,/cfb/players/colin-downing-1.html,84,Colin Downing*,Iowa State,Big 12,13,66,2677,40.6
2017,zac-everett-1,/cfb/players/zac-everett-1.html,85,Zac Everett*,Southern Mississippi,CUSA,12,64,2597,40.6
2017,jamie-sackville-1,/cfb/players/jamie-sackville-1.html,86,Jamie Sackville5*,SMU,American,13,59,2396,40.6
2017,michael-farkas-1,/cfb/players/michael-farkas-1.html,87,Michael Farkas*,Ohio,MAC,13,58,2352,40.6
2017,kyle-deween-1,/cfb/players/kyle-deween-1.html,88,Kyle Deween,Buffalo,MAC,12,56,2274,40.6
2017,joe-schopper-1,/cfb/players/joe-schopper-1.html,89,Joe Schopper*,Purdue,Big Ten,13,73,2953,40.5
2017,bailey-cate-1,/cfb/players/bailey-cate-1.html,90,Bailey Cate,Old Dominion,CUSA,12,66,2676,40.5
2017,kyle-kramer-2,/cfb/players/kyle-kramer-2.html,91,Kyle Kramer,Miami (OH),MAC,12,64,2595,40.5
2017,owen-white-1,/cfb/players/owen-white-1.html,92,Owen White*,Navy,American,13,42,1703,40.5
2017,brad-robbins-1,/cfb/players/brad-robbins-1.html,93,Brad Robbins*,Michigan,Big Ten,10,64,2583,40.4
2017,alex-starzyk-1,/cfb/players/alex-starzyk-1.html,94,Alex Starzyk*,Temple,American,13,57,2301,40.4
2017,quinn-skillin-1,/cfb/players/quinn-skillin-1.html,95,Quinn Skillin*,Boise State,MWC,14,41,1655,40.4
2017,connor-martin-1,/cfb/players/connor-martin-1.html,96,Connor Martin,Baylor,Big 12,12,39,1572,40.3
2017,sam-loy-1,/cfb/players/sam-loy-1.html,97,Sam Loy,Vanderbilt,SEC,12,64,2575,40.2
2017,jake-collins-1,/cfb/players/jake-collins-1.html,98,Jake Collins*,Western Kentucky,CUSA,13,57,2290,40.2
2017,matt-flynn-2,/cfb/players/matt-flynn-2.html,99,Matt Flynn,Georgia Southern,Sun Belt,12,67,2684,40.1
2017,mike-knoll-2,/cfb/players/mike-knoll-2.html,100,Mike Knoll*,Boston College,ACC,13,77,3079,40.0
2017,tyler-sumpter-1,/cfb/players/tyler-sumpter-1.html,101,Tyler Sumpter*,Troy,Sun Belt,13,59,2360,40.0
2017,anthony-lotti-1,/cfb/players/anthony-lotti-1.html,102,Anthony Lotti*,Wisconsin,Big Ten,14,57,2281,40.0
2017,michael-sleep-dalton-1,/cfb/players/michael-sleep-dalton-1.html,103,Michael Sleep-Dalton*,Arizona State,Pac-12,13,62,2474,39.9
2017,xavier-subotsch-1,/cfb/players/xavier-subotsch-1.html,104,Xavier Subotsch*,Appalachian State,Sun Belt,13,55,2193,39.9
2017,zachary-block-1,/cfb/players/zachary-block-1.html,105,Zachary Block,Tulane,American,12,53,2110,39.8
2017,cole-moos-1,/cfb/players/cole-moos-1.html,106,Cole Moos,Kansas,Big 12,12,83,3287,39.6
2017,matt-bonadies-1,/cfb/players/matt-bonadies-1.html,107,Matt Bonadies*,Middle Tennessee State,CUSA,13,59,2334,39.6
2017,quinton-conaway-1,/cfb/players/quinton-conaway-1.html,108,Quinton Conaway,Nevada,MWC,12,48,1902,39.6
2017,mac-loudermilk-1,/cfb/players/mac-loudermilk-1.html,109,Mac Loudermilk*,UCF,American,12,46,1822,39.6
2017,aidan-marshall-1,/cfb/players/aidan-marshall-1.html,110,Aidan Marshall*,Auburn,SEC,10,43,1693,39.4
2017,adam-nunez-1,/cfb/players/adam-nunez-1.html,111,Adam Nunez*,Texas Christian,Big 12,14,62,2439,39.3
2017,tim-zaleski-1,/cfb/players/tim-zaleski-1.html,112,Tim Zaleski*,Wyoming,MWC,13,87,3409,39.2
2017,wade-lees-1,/cfb/players/wade-lees-1.html,113,Wade Lees,Maryland,Big Ten,12,64,2511,39.2
2017,brett-graham-1,/cfb/players/brett-graham-1.html,114,Brett Graham,Connecticut,American,12,63,2442,38.8
2017,zach-feagles-1,/cfb/players/zach-feagles-1.html,115,Zach Feagles*,Miami (FL),ACC,13,72,2777,38.6
2017,blake-johnson-1,/cfb/players/blake-johnson-1.html,116,Blake Johnson,Arkansas,SEC,12,59,2277,38.6
2017,nick-porebski-1,/cfb/players/nick-porebski-1.html,117,Nick Porebski,Oregon State,Pac-12,11,49,1885,38.5
2017,adam-stack-1,/cfb/players/adam-stack-1.html,118,Adam Stack*,Oregon,Pac-12,13,62,2379,38.4
2017,kyle-sweet-1,/cfb/players/kyle-sweet-1.html,119,Kyle Sweet*,Washington State,Pac-12,13,33,1266,38.4
2017,brandon-heicklen-1,/cfb/players/brandon-heicklen-1.html,120,Brandon Heicklen*,San Diego State,MWC,12,59,2258,38.3
2017,oliver-holdensen-1,/cfb/players/oliver-holdensen-1.html,121,Oliver Holdensen*,Georgia State,Sun Belt,12,32,1226,38.3
2017,bailey-flint-1,/cfb/players/bailey-flint-1.html,122,Bailey Flint*,Toledo,MAC,13,47,1788,38.0
2017,colten-rastetter-1,/cfb/players/colten-rastetter-1.html,123,Colten Rastetter*,Iowa,Big Ten,12,55,2078,37.8
2017,brady-farlow-1,/cfb/players/brady-farlow-1.html,124,Brady Farlow*,Louisiana Tech,CUSA,9,36,1355,37.6
2017,nathan-snyder-2,/cfb/players/nathan-snyder-2.html,125,Nathan Snyder,Ball State,MAC,12,50,1865,37.3
2018,braden-mann-1,/cfb/players/braden-mann-1.html,1,Braden Mann*,Texas A&M,SEC,13,50,2549,51.0
2018,ryan-stonehouse-1,/cfb/players/ryan-stonehouse-1.html,2,Ryan Stonehouse,Colorado State,MWC,12,65,3140,48.3
2018,brandon-wright-3,/cfb/players/brandon-wright-3.html,3,Brandon Wright,Georgia State,Sun Belt,12,51,2458,48.2
2018,will-hart-2,/cfb/players/will-hart-2.html,4,Will Hart*,Michigan,Big Ten,13,43,2020,47.0
2018,james-smith-8,/cfb/players/james-smith-8.html,5,James Smith*,Cincinnati,American,13,59,2750,46.6
2018,tom-bennett-1,/cfb/players/tom-bennett-1.html,6,Tom Bennett,Tulsa,American,12,53,2469,46.6
2018,stefan-flintoft-1,/cfb/players/stefan-flintoft-1.html,7,Stefan Flintoft,UCLA,Pac-12,11,56,2565,45.8
2018,zach-von-rosenberg-1,/cfb/players/zach-von-rosenberg-1.html,8,Zach Von Rosenberg*,LSU,SEC,13,51,2330,45.7
2018,oscar-draguicevich-1,/cfb/players/oscar-draguicevich-1.html,9,Oscar Draguicevich*,Washington State,Pac-12,13,46,2103,45.7
2018,jack-fox-1,/cfb/players/jack-fox-1.html,10,Jack Fox,Rice,CUSA,13,80,3636,45.5
2018,tommy-townsend-1,/cfb/players/tommy-townsend-1.html,11,Tommy Townsend*,Florida,SEC,13,51,2315,45.4
2018,mitch-wishnowsky-1,/cfb/players/mitch-wishnowsky-1.html,12,Mitch Wishnowsky*,Utah,Pac-12,14,59,2669,45.2
2018,tyler-sumpter-1,/cfb/players/tyler-sumpter-1.html,13,Tyler Sumpter*,Troy,Sun Belt,13,55,2482,45.1
2018,parker-thome-1,/cfb/players/parker-thome-1.html,14,Parker Thome*,Vanderbilt,SEC,13,51,2288,44.9
2018,max-duffy-1,/cfb/players/max-duffy-1.html,15,Max Duffy*,Kentucky,SEC,12,60,2687,44.8
2018,joseph-charlton-1,/cfb/players/joseph-charlton-1.html,16,Joseph Charlton*,South Carolina,SEC,13,48,2152,44.8
2018,tyler-newsome-1,/cfb/players/tyler-newsome-1.html,17,Tyler Newsome*,Notre Dame,Ind,13,53,2367,44.7
2018,corey-fatony-1,/cfb/players/corey-fatony-1.html,18,Corey Fatony*,Missouri,SEC,13,50,2222,44.4
2018,tyson-dyer-1,/cfb/players/tyson-dyer-1.html,19,Tyson Dyer,New Mexico,MWC,12,74,3278,44.3
2018,bryce-crawford-1,/cfb/players/bryce-crawford-1.html,20,Bryce Crawford,San Jose State,MWC,12,65,2870,44.2
2018,arryn-siposs-1,/cfb/players/arryn-siposs-1.html,21,Arryn Siposs*,Auburn,SEC,13,56,2476,44.2
2018,jake-bailey-1,/cfb/players/jake-bailey-1.html,22,Jake Bailey*,Stanford,Pac-12,13,68,2996,44.1
2018,blake-gillikin-1,/cfb/players/blake-gillikin-1.html,23,Blake Gillikin*,Penn State,Big Ten,13,64,2813,44.0
2018,ryan-wright-1,/cfb/players/ryan-wright-1.html,24,Ryan Wright*,Tulane,American,10,45,1978,44.0
2018,stone-wilson-1,/cfb/players/stone-wilson-1.html,25,Stone Wilson*,Florida International,CUSA,13,43,1893,44.0
2018,hayes-hicken-1,/cfb/players/hayes-hicken-1.html,26,Hayes Hicken,UNLV,MWC,12,65,2847,43.8
2018,michael-sleep-dalton-1,/cfb/players/michael-sleep-dalton-1.html,27,Michael Sleep-Dalton*,Arizona State,Pac-12,13,59,2586,43.8
2018,blake-hayes-1,/cfb/players/blake-hayes-1.html,28,Blake Hayes,Illinois,Big Ten,12,62,2701,43.6
2018,clayton-howell-1,/cfb/players/clayton-howell-1.html,29,Clayton Howell*,Appalachian State,Sun Belt,13,47,2048,43.6
2018,isaac-armstrong-1,/cfb/players/isaac-armstrong-1.html,30,Isaac Armstrong,Nebraska,Big Ten,8,32,1396,43.6
2018,jake-julien-1,/cfb/players/jake-julien-1.html,31,Jake Julien*,Eastern Michigan,MAC,13,71,3078,43.4
2018,mac-loudermilk-1,/cfb/players/mac-loudermilk-1.html,32,Mac Loudermilk*,UCF,American,13,47,2042,43.4
2018,michael-farkas-1,/cfb/players/michael-farkas-1.html,33,Michael Farkas*,Ohio,MAC,13,43,1867,43.4
2018,kyle-thompson-1,/cfb/players/kyle-thompson-1.html,34,Kyle Thompson,Kansas,Big 12,12,69,2986,43.3
2018,quinton-conaway-1,/cfb/players/quinton-conaway-1.html,35,Quinton Conaway*,Nevada,MWC,13,63,2727,43.3
2018,logan-tyler-1,/cfb/players/logan-tyler-1.html,36,Logan Tyler,Florida State,ACC,12,82,3545,43.2
2018,drue-chrisman-1,/cfb/players/drue-chrisman-1.html,37,Drue Chrisman*,Ohio State,Big Ten,14,61,2636,43.2
2018,adam-williams-2,/cfb/players/adam-williams-2.html,38,Adam Williams*,Memphis,American,14,58,2503,43.2
2018,charles-ouverson-1,/cfb/players/charles-ouverson-1.html,39,Charles Ouverson,Coastal Carolina,Sun Belt,12,47,2028,43.1
2018,yannis-routsas-1,/cfb/players/yannis-routsas-1.html,40,Yannis Routsas,UTSA,CUSA,12,75,3224,43.0
2018,trent-schneider-1,/cfb/players/trent-schneider-1.html,41,Trent Schneider*,South Florida,American,13,74,3176,42.9
2018,sterling-hofrichter-1,/cfb/players/sterling-hofrichter-1.html,42,Sterling Hofrichter*,Syracuse,ACC,13,67,2874,42.9
2018,luke-magliozzi-1,/cfb/players/luke-magliozzi-1.html,43,Luke Magliozzi,Connecticut,American,12,63,2705,42.9
2018,adam-korsak-1,/cfb/players/adam-korsak-1.html,44,Adam Korsak,Rutgers,Big Ten,12,78,3333,42.7
2018,oscar-bradburn-1,/cfb/players/oscar-bradburn-1.html,45,Oscar Bradburn*,Virginia Tech,ACC,12,69,2940,42.6
2018,joe-schopper-1,/cfb/players/joe-schopper-1.html,46,Joe Schopper*,Purdue,Big Ten,13,62,2642,42.6
2018,jake-camarda-1,/cfb/players/jake-camarda-1.html,47,Jake Camarda*,Georgia,SEC,13,43,1830,42.6
2018,connor-bowler-1,/cfb/players/connor-bowler-1.html,48,Connor Bowler*,Temple,American,13,57,2420,42.5
2018,blake-maimone-1,/cfb/players/blake-maimone-1.html,49,Blake Maimone*,Oregon,Pac-12,12,45,1914,42.5
2018,drew-galitz-1,/cfb/players/drew-galitz-1.html,50,Drew Galitz*,Baylor,Big 12,12,51,2164,42.4
2018,aj-cole-iii-1,/cfb/players/aj-cole-iii-1.html,51,A.J. Cole III*,North Carolina State,ACC,13,49,2076,42.4
2018,alvin-kenworthy-1,/cfb/players/alvin-kenworthy-1.html,52,Alvin Kenworthy*,North Texas,CUSA,13,56,2366,42.3
2018,blake-cusick-1,/cfb/players/blake-cusick-1.html,53,Blake Cusick*,Fresno State,MWC,14,65,2745,42.2
2018,dylan-klumph-2,/cfb/players/dylan-klumph-2.html,54,Dylan Klumph,Arizona,Pac-12,11,49,2066,42.2
2018,dane-roy-1,/cfb/players/dane-roy-1.html,55,Dane Roy*,Houston,American,12,60,2523,42.1
2018,dominic-panazzolo-1,/cfb/players/dominic-panazzolo-1.html,56,Dominic Panazzolo,Texas Tech,Big 12,12,52,2187,42.1
2018,jared-porter-1,/cfb/players/jared-porter-1.html,57,Jared Porter,Louisiana-Monroe,Sun Belt,12,49,2064,42.1
2018,kyle-kramer-2,/cfb/players/kyle-kramer-2.html,58,Kyle Kramer,Miami (OH),MAC,12,65,2725,41.9
2018,daniel-rodriguez-3,/cfb/players/daniel-rodriguez-3.html,59,Daniel Rodriguez,Oregon State,Pac-12,12,55,2303,41.9
